OBJECTID,ID,NAME,STATE,TYPE,STATUS,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,WELLIDNO,API,PERMITNO,OPERATOR,OPERATORID,PRODTYPE,COORDTYPE,SURF_LAT,SURF_LONG,BOT_LAT,BOT_LONG,POSREL,FIELD,COMPDATE,TOTDEPTH
283640,W510002710,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.102730000000001,-82.033190000000005,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.102730000000001,-82.033190000000005,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2410
283641,W510002711,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.168509999999998,-82.142939999999996,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.168509999999998,-82.142939999999996,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2585
283642,W510002712,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.168709999999997,-82.175070000000005,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.168709999999997,-82.175070000000005,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2376
283643,W510002713,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.232970000000002,-82.111959999999996,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.232970000000002,-82.111959999999996,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2175
283644,W510002714,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.210569999999997,-82.162610000000001,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.210569999999997,-82.162610000000001,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2370
283645,W510002715,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.245910000000002,-81.921689999999998,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,APPALACHIAN ENERGY,-999,UNKNOWN WELL,T,37.245910000000002,-81.921689999999998,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,1450
283646,W510002716,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.152220000000000,-82.141670000000005,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.152220000000000,-82.141670000000005,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2114
283647,W510002717,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.154539999999997,-82.157399999999996,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.154539999999997,-82.157399999999996,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2431
283648,W510002718,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.215710000000001,-81.862880000000004,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.215710000000001,-81.862880000000004,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,1905
283649,W510002719,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.229680000000002,-82.034030000000001,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.229680000000002,-82.034030000000001,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2000
283650,W510002720,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.237240000000000,-81.949680000000001,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.237240000000000,-81.949680000000001,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,1936
283651,W510002721,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.227510000000002,-81.923620000000000,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.227510000000002,-81.923620000000000,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2535
283652,W510002722,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.155520000000003,-82.139049999999997,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.155520000000003,-82.139049999999997,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2405
283653,W510002723,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.110370000000003,-82.085800000000006,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.110370000000003,-82.085800000000006,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,1780
283654,W510002724,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.187510000000003,-81.873159999999999,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.187510000000003,-81.873159999999999,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2105
283655,W510002725,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.237229999999997,-82.024330000000006,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.237229999999997,-82.024330000000006,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,1474
283656,W510002726,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.260190000000001,-81.777799999999999,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.260190000000001,-81.777799999999999,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2565
283657,W510002727,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.247770000000003,-81.786529999999999,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.247770000000003,-81.786529999999999,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2630
283658,W510002728,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.180720000000001,-81.873270000000005,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.180720000000001,-81.873270000000005,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,1830
283659,W510002729,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.299149999999997,-81.988249999999994,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.299149999999997,-81.988249999999994,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2410
283660,W510002730,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.187429999999999,-81.873149999999995,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.187429999999999,-81.873149999999995,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2138
283661,W510002731,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.222670000000001,-81.882059999999996,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.222670000000001,-81.882059999999996,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,1860
283662,W510002732,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.297510000000003,-82.005089999999996,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.297510000000003,-82.005089999999996,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2541
283663,W510002733,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.100700000000003,-82.082679999999996,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.100700000000003,-82.082679999999996,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2440
283664,W510002734,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.184010000000001,-81.996960000000001,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.184010000000001,-81.996960000000001,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,1639
283665,W510002735,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.074350000000003,-82.137670000000000,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.074350000000003,-82.137670000000000,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,1068
283666,W510002736,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.247959999999999,-81.993480000000005,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.247959999999999,-81.993480000000005,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2569
283667,W510002737,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.258040000000001,-81.891909999999996,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,APPALACHIAN ENERGY,-999,UNKNOWN WELL,T,37.258040000000001,-81.891909999999996,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2075
283668,W510002738,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.255730000000000,-81.892979999999994,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,APPALACHIAN ENERGY,-999,UNKNOWN WELL,T,37.255730000000000,-81.892979999999994,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2255
283669,W510002739,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.105449999999998,-82.083060000000003,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.105449999999998,-82.083060000000003,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2345
283670,W510002740,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.224589999999999,-81.803200000000004,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.224589999999999,-81.803200000000004,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,230
283671,W510002741,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.222420000000000,-81.802149999999997,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.222420000000000,-81.802149999999997,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2246
283672,W510002742,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.186309999999999,-82.125010000000003,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.186309999999999,-82.125010000000003,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2535
283673,W510002743,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.215550000000000,-81.873670000000004,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.215550000000000,-81.873670000000004,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,1850
283674,W510002744,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.234160000000003,-81.871650000000002,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.234160000000003,-81.871650000000002,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2180
283675,W510002745,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.237760000000002,-81.911940000000001,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.237760000000002,-81.911940000000001,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,1595
283676,W510002746,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.225589999999997,-81.909819999999996,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.225589999999997,-81.909819999999996,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,1755
283677,W510002747,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.222250000000003,-81.917349999999999,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.222250000000003,-81.917349999999999,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2320
283678,W510002748,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.129069999999999,-82.099779999999996,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.129069999999999,-82.099779999999996,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2115
283679,W510002749,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.127640000000000,-82.101820000000004,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,"EQT PRODUCTION, NORA LLC",-999,UNKNOWN WELL,T,37.127640000000000,-82.101820000000004,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2129
283680,W510002750,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.138480000000001,-82.013610000000000,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.138480000000001,-82.013610000000000,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2410
283681,W510002751,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,RUSSELL,51167,USA,37.140560000000001,-81.907030000000006,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.140560000000001,-81.907030000000006,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2605
283682,W510002752,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.258319999999998,-81.924430000000001,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,APPALACHIAN ENERGY,-999,UNKNOWN WELL,T,37.258319999999998,-81.924430000000001,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,1555
283683,W510002753,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.230719999999998,-82.122429999999994,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.230719999999998,-82.122429999999994,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2530
283684,W510002754,NOT AVAILABLE,VA,OIL & NATURAL GAS WELL,NON-ACTIVE WELL,BUCHANAN,51027,USA,37.154310000000002,-82.094279999999998,213111,DRILLING OIL AND GAS WELLS,VIRGINIA DEPARTMENT OF MINES MINERALS AND ENERGY,2014/01/01 00:00:00.000,OTHER,2014/11/12 00:00:00.000,http://www.dmme.virginia.gov,NOT AVAILABLE,NOT AVAILABLE,-999,CNX GAS COMPANY LLC,-999,UNKNOWN WELL,T,37.154310000000002,-82.094279999999998,-999,-999,THIRD PARTY,NOT AVAILABLE,2014/12/03 00:00:00.000,2290
