FID,ELEVATION,SHAPE_STLe
1479,170,23.255015
1480,30,363.103977
1481,170,2013.304617
1482,70,73.706586
1483,40,23.073122
1484,150,0.654891
1485,190,1432.554261
1486,70,157.348068
1487,250,5.326171
1488,230,1013.426625
1489,170,1618.161689
1490,50,44.515365
1491,40,132.319551
1492,150,0.556797
1493,60,1.632172
1494,60,323.777532
1495,250,165.746845
1496,190,1139.104685
1497,230,660.677963
1498,170,649.63531
1499,180,44.371243
1500,30,136.998556
1501,60,161.12109
1502,230,1913.507324
1503,40,126.250168
1504,40,238.694555
1505,250,92.013158
1506,60,3.717643
1507,30,53.684788
1508,60,45.559994
1509,150,1386.388717
1510,230,1675.782434
1511,250,0.901423
1512,30,6.235419
1513,30,16.113421
1514,20,1051.45525
1515,40,78.735903
1516,40,70.900212
1517,230,1023.794848
1518,250,53.513432
1519,90,0.428042
1520,150,1296.164187
1521,40,41.108927
1522,40,3605.216396
1523,40,2.166464
1524,130,59.57395
1525,230,2033.613076
1526,90,0.150992
1527,30,1425.437307
1528,150,1857.199296
1529,120,86.811316
1530,30,0.866849
1531,90,2.459476
1532,110,33.239788
1533,70,2.146957
1534,230,1763.321927
1535,40,1647.196156
1536,150,1518.724953
1537,50,494.258564
1538,170,1393.991068
1539,30,0.380468
1540,170,155.985284
1541,120,5.185658
1542,250,1517.212866
1543,30,172.962308
1544,100,59.82829
1545,150,1677.63536
1546,170,1226.747387
1547,250,1366.71115
1548,170,956.451072
1549,100,162.161555
1550,30,52.865709
1551,50,1.820445
1552,30,94.139298
1553,30,635.970122
1554,150,2147.792361
1555,90,153.416473
1556,70,0.277603
1557,30,117.09531
1558,170,1452.26728
1559,30,161.408583
1560,250,2334.44348
1561,40,1011.070665
1562,50,404.113066
1563,170,1441.97315
1564,100,1.506264
1565,90,188.108423
1566,150,1384.955805
1567,30,151.089812
1568,150,1854.729316
1569,240,89.893677
1570,170,1825.23359
1571,30,633.611959
1572,100,0.221774
1573,110,23.75327
1574,20,1598.933394
1575,100,338.026793
1576,170,861.938359
1577,150,1960.468647
1578,200,120.964579
1579,250,1740.292338
1580,110,72.577748
1581,90,41.444572
1582,100,1.857554
1583,170,1889.222568
1584,150,850.579044
1585,210,121.674388
1586,20,2363.920348
1587,90,68.544469
1588,150,1976.22435
1589,100,0.609006
1590,90,48.149581
1591,270,8.371279
1592,170,2410.284103
1593,170,27.274805
1594,150,1722.979015
1595,20,1943.100035
1596,100,0.401139
1597,170,16.817883
1598,250,1688.254037
1599,150,2043.125324
1600,280,105.39639
1601,120,41.814384
1602,220,45.571929
1603,100,1.198019
1604,150,1166.356814
1605,80,455.483475
1606,280,21.41273
1607,20,2404.278682
1608,120,8.13284
1609,50,1.862075
1610,220,19.310888
1611,150,1728.092377
1612,280,8.134267
1613,240,57.920181
1614,20,1287.037888
1615,230,24.941263
1616,250,75.723758
1617,150,1629.035634
1618,190,1890.847469
1619,280,118.833495
1620,150,15.790014
1621,210,324.176736
1622,90,31.298029
1623,20,1750.848497
1624,190,1641.686177
1625,200,18.377323
1626,240,29.945571
1627,190,6.755016
1628,140,11.963533
1629,190,3.966065
1630,200,1222.548398
1631,70,19.523968
1632,190,2860.862066
1633,20,1726.497236
1634,120,42.515291
1635,120,1.655755
1636,190,74.193742
1637,110,21.578463
1638,140,53.215421
1639,120,89.897784
1640,190,1639.412227
1641,140,5.401585
1642,20,1970.71633
1643,210,36.172645
1644,130,10.925699
1645,190,1114.886074
1646,190,39.051047
1647,200,104.559958
1648,150,32.586405
1649,30,1.220628
1650,20,1592.374908
1651,20,1725.004308
1652,140,9.41178
1653,90,125.576018
1654,160,1766.301008
1655,40,0.222932
1656,80,0.010997
1657,190,11.592612
1658,150,6.347087
1659,30,23.916058
1660,90,63.023057
1661,90,371.641766
1662,150,1953.346131
1663,20,419.595289
1664,20,49.413694
1665,80,96.823398
1666,150,2596.194944
1667,90,124.308094
1668,80,1.036316
1669,110,66.037822
1670,20,27.217793
1671,170,140.444111
1672,150,1740.550358
1673,20,59.717986
1674,170,1.706955
1675,60,196.342831
1676,80,0.856639
1677,190,45.615084
1678,150,1730.513177
1679,230,33.726417
1680,50,302.335937
1681,20,76.611224
1682,250,5.33029
1683,250,4.951145
1684,150,1693.256343
1685,240,33.74816
1686,80,1.814156
1687,20,212.692741
1688,80,12.709357
1689,130,2.651393
1690,260,1.143548
1691,60,178.82115
1692,250,1.180017
1693,30,15.192957
1694,150,1915.702507
1695,10,5.56412
1696,60,88.624695
1697,150,5.059944
1698,30,52.753494
1699,40,3507.247945
1700,150,1655.798451
1701,190,7.821644
1702,30,80.611492
1703,250,7.751923
1704,20,62.307186
1705,40,48.761901
1706,40,176.366202
1707,270,88.480823
1708,150,1038.040552
1709,40,1988.668139
1710,240,4.626122
1711,150,1758.145793
1712,10,77.551359
1713,270,30.109619
1714,40,1971.245719
1715,40,864.071258
1716,150,1771.540563
1717,270,71.525807
1718,30,23.536937
1719,240,2.236342
1720,20,51.579621
1721,150,1625.292471
1722,270,62.422285
1723,40,588.420798
1724,40,55.262721
1725,240,2.414937
1726,150,1463.70906
1727,270,21.701634
1728,30,14.164214
1729,150,1902.305796
1730,30,16.302639
1731,270,43.746869
1732,20,41.484378
1733,240,2.887679
1734,50,297.538554
1735,150,1497.256663
1736,250,21.021726
1737,260,36.976084
1738,150,1433.797427
1739,250,34.967833
1740,20,46.15257
1741,270,4.294826
1742,150,1251.05264
1743,270,32.560453
1744,250,3.023276
1745,40,307.412426
1746,20,12.599826
1747,150,1194.954237
1748,250,82.788918
1749,10,528.501934
1750,270,436.687423
1751,150,1677.076351
1752,270,124.820241
1753,150,1619.40192
1754,50,156.556099
1755,250,9.904241
1756,270,42.219588
1757,240,232.660164
1758,50,96.660597
1759,270,55.443218
1760,150,1533.789139
1761,20,1.516919
1762,250,240.555628
1763,260,364.573638
1764,20,11.703328
1765,250,70.979338
1766,150,1232.617051
1767,260,88.035746
1768,10,2.160195
1769,270,58.424413
1770,20,103.798116
1771,150,1845.321939
1772,270,1.114878
1773,250,19.563395
1774,10,63.202938
1775,150,1005.281217
1776,270,47.308375
1777,250,304.158259
1778,160,16.012419
1779,30,8.315814
1780,150,1741.528103
1781,230,119.610995
1782,150,1352.477136
1783,10,1.670062
1784,50,98.896892
1785,30,15.105667
1786,150,1836.462746
1787,30,0.002241
1788,140,108.227756
1789,150,1199.017643
1790,50,10.426354
1791,30,3.332658
1792,150,2463.095466
1793,150,2569.438247
1794,50,129.585611
1795,20,191.663549
1796,170,24.963514
1797,150,1732.774611
1798,30,101.475773
1799,150,1213.439122
1800,10,20.308524
1801,50,51.441299
1802,200,62.324834
1803,150,1313.667426
1804,10,257.429541
1805,150,1622.364807
1806,20,45.11168
1807,130,17.431848
1808,50,181.000259
1809,40,21.562845
1810,150,1737.201549
1811,50,82.487582
1812,10,80.883169
1813,180,21.377859
1814,40,2.165954
1815,150,1846.086732
1816,20,84.106088
1817,30,19.903538
1818,180,95.212007
1819,40,27.198454
1820,150,1878.443175
1821,50,413.083897
1822,40,59.677774
1823,150,1906.764471
1824,190,237.219283
1825,70,21.677866
1826,150,1434.106647
1827,10,14.143304
1828,10,29.852317
1829,70,0.545547
1830,150,1404.031885
1831,70,0.188769
1832,240,318.573419
1833,150,1304.366834
1834,10,40.558331
1835,10,65.81627
1836,70,0.13962
1837,70,0.127896
1838,20,67.551811
1839,150,1142.388569
1840,170,23.24671
1841,10,44.767321
1842,60,22.150697
1843,70,0.12104
1844,10,44.648746
1845,10,59.067437
1846,150,1436.089421
1847,250,83.834211
1848,70,0.116874
1849,220,0.301125
1850,20,20.744534
1851,40,18.345938
1852,150,1646.001052
1853,220,0.300592
1854,40,28.4358
1855,70,0.114478
1856,20,30.734969
1857,70,0.112837
1858,150,1523.243971
1859,180,1501.645389
1860,30,52.117721
1861,220,0.446305
1862,70,0.109863
1863,200,43.713534
1864,150,1650.275752
1865,180,2155.744539
1866,220,0.131317
1867,50,22.566154
1868,200,49.051505
1869,150,1458.702322
1870,220,0.153903
1871,180,1863.500649
1872,200,4.727104
1873,180,48.27178
1874,70,0.11007
1875,150,1222.50306
1876,180,729.712305
1877,180,2292.156998
1878,70,0.109456
1879,150,87.091128
1880,160,9.696796
1881,180,323.429126
1882,70,0.434341
1883,140,1638.05526
1884,180,1371.509077
1885,160,9.442785
1886,190,6.788071
1887,70,5.135295
1888,160,10.025579
1889,170,53.420453
1890,180,3090.904195
1891,140,1891.059744
1892,50,29.775988
1893,160,1.285038
1894,200,7.54543
1895,50,4.118715
1896,140,1670.702372
1897,180,2503.934786
1898,200,13.546016
1899,200,6.981868
1900,190,3.393172
1901,140,1613.830887
1902,180,1996.70364
1903,190,56.024858
1904,30,1.545838
1905,200,29.299581
1906,140,1329.11233
1907,200,31.423829
1908,180,1837.977958
1909,200,22.243312
1910,160,0.128205
1911,190,92.373267
1912,140,1464.203857
1913,180,1465.694995
1914,200,86.559543
1915,180,1790.165949
1916,190,18.055883
1917,140,1718.295224
1918,30,1.044364
1919,200,2.535457
1920,30,0.80386
1921,140,1265.868779
1922,200,14.57423
1923,180,1609.674056
1924,180,81.188651
1925,140,1045.46014
1926,50,165.215624
1927,140,1597.830376
1928,170,14.125069
1929,180,1617.221155
1930,140,1799.071248
1931,180,1728.182434
1932,40,556.326465
1933,170,17.856427
1934,140,956.500582
1935,50,2397.3526
1936,140,1890.954411
1937,170,9.166277
1938,180,1543.419338
1939,140,994.946991
1940,180,1529.950294
1941,50,2654.543869
1942,140,1707.312791
1943,180,1926.560124
1944,50,3217.118885
1945,50,2276.412062
1946,140,1564.846019
1947,180,1816.121633
1948,140,1015.381451
1949,50,1245.651227
1950,180,1711.868066
1951,140,1424.304534
1952,50,1841.524483
1953,180,1673.668409
1954,140,1626.793142
1955,180,1522.943736
1956,140,1222.086314
4001,110,1701.200496
1957,50,1701.72327
1958,180,1789.555617
1959,140,1367.419989
1960,50,2252.620368
4002,220,261.763658
4003,220,1429.960955
1961,50,1416.497214
4004,220,240.009669
4005,220,375.901606
1962,140,1544.992487
4006,230,215.755084
4007,220,357.428907
4008,110,1619.363215
1963,180,1733.628791
4009,110,1438.811868
1964,50,1984.472353
4010,110,1764.377268
1965,140,1359.377048
4011,220,454.642836
4012,220,157.438471
4013,220,129.532413
1966,180,1527.347387
4014,240,1333.639232
1967,180,1991.581365
4015,100,1414.516115
4016,100,477.087649
1968,140,1836.94501
4017,100,1308.451954
1969,50,1535.420772
4018,100,1549.315654
1970,140,1153.706773
4019,100,1160.25094
4020,130,1572.037972
1971,180,1626.06642
1972,140,1732.004513
4021,130,1664.653207
1973,180,1208.50888
4022,130,2106.794687
1974,140,1467.418912
4023,130,1051.26795
4024,160,266.469453
1975,180,1241.996633
4025,210,328.786466
4026,150,632.630555
1976,180,1644.59692
4027,150,11.611405
4028,150,342.332909
4029,120,247.455501
4030,120,162.9333
4031,130,30.737083
1977,140,2227.010812
4032,170,924.291393
4033,120,338.745593
4034,120,208.163395
1978,180,2080.04871
4035,120,185.219172
4036,90,1648.948816
1979,140,1762.653248
4037,90,471.692785
1980,180,1264.095119
4038,200,2175.195087
4039,210,1921.349568
1981,140,1570.456985
4040,230,844.136644
4041,220,1469.369786
1982,180,2005.879517
4042,240,974.22631
4043,230,1804.089199
1983,130,1799.079987
1984,180,2203.036368
4044,250,873.130753
4045,250,1124.395622
1985,130,1197.100561
1986,180,1390.755039
4046,240,142.341171
4047,210,621.539545
1987,130,1541.193786
4048,220,1142.676252
4049,210,1888.289847
1988,130,886.695323
1989,130,1313.016785
4050,210,2174.726752
1990,130,1217.810544
1991,130,1535.93106
4051,210,206.077032
4052,220,1821.934475
1992,130,1612.681469
4053,220,1685.148462
1993,130,2331.677855
4054,220,1430.774399
1994,130,1406.800213
4055,250,1588.156841
1995,130,1550.248725
4056,250,1465.755954
1996,130,1663.631738
1997,130,1442.826522
4057,250,1764.582274
1998,130,1463.591993
4058,250,1733.933213
1999,130,1881.844742
4059,250,2020.761399
2000,130,1412.152845
4060,250,1785.658313
4061,250,1800.93371
4062,250,1764.549956
4063,200,1650.488701
4064,200,1698.725171
4065,200,1509.893991
4066,200,2291.802851
4067,200,2614.250138
4068,200,1323.462152
4069,220,181.771752
4070,230,768.960777
4071,200,2350.30989
4072,200,2295.846336
4073,200,1985.345773
4074,200,277.123448
4075,240,519.081301
4076,220,63.810155
4077,250,139.071126
4078,230,98.966584
4079,260,727.653413
4080,220,261.169595
4081,270,284.105097
4082,240,250.113496
4083,270,47.332861
4084,270,6.796929
4085,260,65.397881
4086,230,603.004776
4087,230,325.130816
4088,240,99.865033
4089,230,106.732776
4090,240,1625.641295
4091,200,702.422881
4092,250,372.026828
4093,230,1.527884
4094,240,0.34498
4095,240,138.309714
4096,250,20.14075
4097,230,117.62467
4098,250,258.144608
4099,240,240.045954
4100,230,238.577512
4101,230,100.971581
4102,240,1497.140519
4103,230,127.014193
4104,240,137.615968
4105,230,139.98643
4106,240,140.392418
4107,250,1321.526715
4108,240,123.169638
4109,230,123.169773
4110,260,1727.661148
4111,260,1547.950598
4112,260,1340.472838
4113,260,1396.775255
4114,260,1390.697025
4115,260,1407.133156
4116,260,1175.668076
4117,40,796.805823
4118,260,1477.066097
4119,260,1150.611628
4120,40,1186.463266
4121,40,2135.13524
4122,40,594.929439
4123,40,150.032515
4124,140,1548.287636
4125,30,222.265286
4126,100,2053.771608
4127,140,643.821155
4128,30,19.219425
4129,30,38.37197
4130,150,1159.817687
4131,100,1341.663576
4132,220,83.33008
4133,150,483.569271
4134,10,496.403861
4135,190,404.738754
4136,20,1564.317195
4137,200,179.5809
4138,100,1534.414698
4139,200,983.690805
4140,20,699.541326
4141,270,1370.013167
4142,30,356.527396
4143,270,1171.425481
4144,10,91.603978
4145,100,1603.169669
4146,190,165.669991
4147,10,1479.258302
4148,10,357.62618
4149,200,113.089252
4150,270,537.266959
4151,100,2070.997155
4152,10,213.868109
4153,210,85.234752
4154,20,142.030891
4155,160,20.304983
4156,20,268.24374
4157,180,168.405051
4158,10,106.725142
4159,100,1829.324971
4160,20,526.392836
4161,50,624.358475
4162,20,289.475112
4163,50,61.959584
4164,100,1760.190166
4165,50,428.261697
4166,20,84.238394
4167,30,1725.614875
4168,20,18.165454
4169,20,280.53528
4170,100,1318.774114
4171,40,1025.532707
4172,40,52.054208
4173,20,290.973063
4174,20,521.622973
4175,20,44.004847
4176,40,191.364741
4177,30,0.788421
4178,260,1341.355413
4179,20,68.859771
4180,120,1540.527156
4181,30,16.75304
4182,20,119.247922
4183,260,2419.10385
4184,30,21.668204
4185,120,1370.412514
4186,30,199.724509
4187,20,30.105537
4188,120,1746.196196
4189,260,1383.400448
4190,10,2984.396689
4191,140,71.740685
4192,120,2083.170634
4193,20,2858.226696
4194,10,1114.171409
4195,260,1393.99201
4196,120,2101.899817
4197,20,176.309244
4198,20,453.241333
4199,260,1650.934451
4200,10,201.91532
4201,120,617.563198
4202,260,1947.574884
4203,50,140.456084
4204,10,5.240076
4205,130,1463.696022
4206,20,1862.906979
4207,260,1929.556972
4208,20,270.125283
4209,130,1517.449703
4210,20,1833.336106
4211,10,218.758664
4212,130,2334.541884
4213,260,1586.044426
4214,20,707.754218
4215,10,260.496124
4216,260,1413.476821
4217,20,1913.034251
4218,130,1145.295347
4219,30,355.236426
4220,20,993.717656
4221,260,1462.579381
4222,130,2220.92196
4223,30,204.93331
4224,20,1605.798861
4225,130,890.121578
4226,260,1877.074591
4227,30,314.736064
4228,20,1483.585978
4229,20,688.429348
4230,260,1514.614991
4231,170,1385.257815
4232,20,1595.786225
4233,10,4004.341983
4234,170,1711.456136
4235,260,977.958607
4236,10,1542.88734
4237,260,2143.175163
4238,170,1684.360313
4239,20,1700.778606
4240,10,3564.478788
4241,260,816.068153
4242,20,2492.523834
4243,170,1517.779857
4244,10,1279.343846
4245,260,1834.369981
4246,50,138.009754
4247,170,1390.780366
4248,20,2188.38236
4249,260,476.084545
4250,30,1811.222604
4251,20,723.828936
4252,230,113.103213
4253,170,1517.202665
4254,30,2559.82319
4255,40,962.900015
4256,240,112.674609
4257,170,1578.762933
4258,30,1495.971666
4259,50,329.508288
4260,270,31.694929
4261,170,1635.010317
4262,10,440.142418
4263,240,560.243949
4264,170,1771.785712
4265,30,1796.189137
4266,10,120.219779
4267,230,242.094168
4268,170,414.894335
4269,30,1697.900001
4270,20,1019.658455
4271,260,1.21954
4272,180,64.933197
4273,200,830.05948
4274,30,965.635122
4275,260,1.45318
4276,180,133.410837
4277,240,40.999102
4278,200,371.863461
4279,70,359.718803
4280,30,1655.690887
4281,240,571.715295
4282,160,769.02513
4283,190,208.485332
4284,30,718.621175
4285,250,193.928369
4286,150,1376.323689
4287,30,1386.926399
4288,190,101.415894
4289,250,906.485844
4290,190,1026.194646
4291,30,1880.63671
4292,150,1398.73422
4293,270,1113.977328
4294,30,1692.268499
4295,200,56.346218
4296,150,534.182351
4297,30,1252.619611
4298,160,812.017464
4299,200,340.56639
4300,270,1958.86427
4301,30,2046.074645
4302,160,314.68748
4303,200,170.029584
4304,270,1536.466541
4305,190,188.617786
4306,160,77.632259
4307,30,2249.6668
4308,270,1391.541995
4309,200,16.335687
4310,30,973.914594
4311,160,236.774068
4312,200,141.216414
4313,170,187.387685
4314,270,1272.969034
4315,50,111.160624
4316,170,210.503196
4317,200,161.843915
4318,150,1495.022848
4319,270,2590.254547
4320,160,462.031998
4321,190,168.441675
4322,150,1398.687018
4323,270,1505.873375
4324,170,1662.891144
4325,200,538.490259
4326,150,1941.240685
4327,270,1945.076306
4328,170,117.162625
4329,130,643.433577
4330,160,72.97964
4331,130,1784.368251
4332,270,1045.183904
4333,150,1667.022025
4334,200,509.794083
4335,270,1501.505682
4336,130,1301.184306
4337,150,2056.051101
4338,270,2266.874635
4339,200,136.475071
4340,130,1455.070287
4341,150,1455.426822
4342,150,1674.797693
4343,270,1908.163384
4344,130,1665.79634
4345,40,23.910095
4346,250,67.808522
4347,40,41.927889
4348,130,1775.230058
4349,130,1620.273485
4350,50,521.114869
4351,280,1598.182351
4352,130,1026.323505
4353,130,1987.299414
4354,50,1602.06421
4355,130,1426.666151
4356,280,1870.1282
4357,130,1424.117098
4358,130,573.657039
4359,260,208.747412
4360,130,1474.968832
4361,50,1404.683221
4362,160,88.677669
4363,270,42.259858
4364,130,1054.661479
4365,50,2833.922616
4366,190,63.629167
4367,280,901.996073
4368,130,865.846937
4369,50,1584.20801
4370,150,182.379699
4371,160,88.68671
4372,270,58.0729
4373,150,540.317966
4374,50,2188.58318
4375,260,130.378887
4376,120,1198.037853
4377,150,416.940991
4378,50,2074.842545
4379,270,48.337127
4380,120,1472.754197
4381,150,64.707424
4382,40,8.076082
4383,280,2033.248388
4384,30,543.40583
4385,120,1734.085406
4386,40,1390.138254
4387,30,44.467495
4388,280,106.845849
4389,120,1300.271651
4390,50,1630.371166
4391,40,459.492792
4392,10,696.05678
4393,270,1253.994539
4394,120,1767.239488
4395,40,193.890084
4396,10,2497.875565
4397,50,190.086384
4398,120,1964.437673
4399,190,2141.930842
4400,10,1946.499217
4401,50,52.076615
4402,120,1953.622925
4403,10,1774.196864
4404,190,1269.549238
4405,50,110.431997
4406,10,2610.550498
4407,200,1171.508807
4408,120,1383.419297
4409,40,1964.061157
4410,120,1358.508816
4411,40,1998.669468
4412,10,1615.682297
4413,200,1331.532178
4414,200,1923.473793
4415,40,2013.567351
4416,10,1482.292583
4417,120,946.454858
4418,120,796.985516
4419,40,512.267114
4420,10,1146.304489
4421,200,1850.204451
4422,150,1391.722256
4423,10,3370.182169
4424,10,1680.708808
4425,150,36.151578
4426,200,1908.302389
4427,200,192.507541
4428,10,3201.453887
4429,10,3081.02066
4430,180,1447.399139
4431,250,1714.177289
4432,10,560.719519
4433,180,1920.422236
4434,250,125.570023
4435,30,497.100917
4436,10,1002.790167
4437,180,1221.748383
4438,250,120.004957
4439,20,1746.124608
4440,10,334.902314
4441,180,1486.121275
4442,250,536.271086
4443,40,1097.212374
4444,10,183.033932
4445,250,1182.107213
4446,180,1398.414825
4447,40,143.882385
4448,40,178.403737
4449,250,254.991526
4450,10,388.504127
4451,180,1411.456134
4452,10,534.841114
4453,250,545.934904
4454,180,1632.364246
4455,10,570.083019
4456,10,169.735055
4457,180,1662.121528
4458,90,1710.672988
4459,40,135.358691
4460,10,185.593988
4461,90,2191.39761
4462,180,1328.253801
4463,90,2002.337277
4464,180,1354.112628
4465,10,192.177845
4466,40,46.608205
4467,180,1268.012439
4468,90,818.370462
4469,50,5.528277
4470,10,188.459716
4471,150,23.2717
4472,110,268.465466
4473,10,127.782866
4474,10,123.738185
4475,130,157.766475
4476,10,198.121753
4477,10,128.386573
4478,190,1559.699543
4479,110,217.65295
4480,10,169.051824
4481,80,1586.78629
4482,10,623.358736
4483,10,143.501381
4484,190,1388.241832
4485,80,966.095704
4486,190,1749.324362
4487,10,72.857674
4488,10,406.246182
4489,80,1771.948001
4490,190,1676.949553
4491,10,114.07312
4492,30,176.218445
4493,100,518.974197
4494,130,65.405325
4495,10,78.977055
4496,10,73.929542
4497,190,1423.765125
4498,100,95.275959
4499,10,185.705865
4500,190,1616.634111
4501,10,116.158597
4502,90,169.168461
4503,10,76.239381
4504,10,615.277118
4505,100,101.2354
4506,190,1598.738171
4507,20,68.980212
4508,80,117.212053
4509,10,115.061417
4510,10,224.460943
4511,190,1801.901596
4512,80,139.612497
4513,80,204.888015
4514,20,434.326689
4515,10,180.040677
4516,190,1502.830299
4517,200,107.044936
4518,20,323.22908
4519,10,436.636293
4520,270,1165.079926
4521,10,372.690672
4522,190,975.5221
4523,20,269.257308
4524,10,389.94586
4525,270,1738.224138
4526,190,756.114805
4527,90,1377.478284
4528,30,104.445953
4529,270,939.073617
4530,180,229.111636
4531,90,2325.997452
4532,270,472.325122
4533,200,1623.034884
4534,270,103.088753
4535,90,1683.914878
4536,270,234.929266
4537,200,1274.690652
4538,90,1552.084312
4539,250,1476.988346
4540,200,120.637817
4541,90,748.848763
4542,130,3.613374
4543,270,109.522833
4544,70,685.968547
4545,260,497.039416
4546,250,478.6936
4547,70,18.998652
4548,70,1.638945
4549,180,344.658557
4550,130,87.474741
4551,150,11.06771
4552,220,300.951797
4553,150,515.370479
4554,210,788.723439
4555,150,280.206931
4556,200,1048.268912
4557,150,127.661506
4558,160,9.967201
4559,80,30.388674
4560,160,35.790139
4561,150,164.981451
4562,270,126.955374
4563,270,421.025656
4564,130,1113.528162
4565,270,164.027009
4566,130,1327.09793
4567,270,1308.82309
4568,130,1709.222313
4569,270,234.291162
4570,130,1410.841614
4571,270,246.811934
4572,130,845.633646
4573,270,297.011243
4574,270,574.838704
4575,140,1775.207362
4576,270,212.162387
4577,140,1652.513533
4578,270,147.955827
4579,140,1430.065146
4580,270,1766.646092
4581,140,494.989289
4582,270,1780.071653
4583,120,1275.053728
4584,270,118.437865
4585,120,1266.205305
4586,270,185.348888
4587,40,618.466246
4588,40,218.140153
3001,240,1637.678528
3002,240,2490.506586
3003,240,1944.899249
3004,240,1162.367824
3005,240,1296.872288
3006,240,1288.663007
3007,240,2146.285674
3008,40,1888.001542
3009,240,2013.271147
3010,40,92.36063
3011,40,474.869277
3012,240,1800.41098
3013,40,461.941561
3014,240,1652.690664
3015,40,256.434512
3016,240,1708.698445
3017,50,160.823931
3018,240,1662.728035
3019,40,947.330305
3020,240,1502.831162
3021,40,317.312487
3022,240,1947.415753
3023,40,250.730055
3024,240,1642.670486
3025,40,54.372957
3026,240,2253.779235
3027,30,866.089157
3028,240,1870.229599
3029,30,465.547239
3030,240,739.130164
3031,90,64.1903
3032,250,253.311622
3033,70,9.688912
3034,240,619.787563
3035,50,118.86017
3036,250,219.141217
3037,40,290.129937
3038,250,138.56571
3039,30,293.982585
3040,100,2505.751363
3041,40,845.703208
3042,50,374.133503
3043,100,441.992298
3044,40,372.613178
3045,240,167.099372
3046,30,1785.878648
3047,240,49.56181
3048,240,257.456979
3049,30,283.160783
3050,220,140.161454
3051,30,1852.296999
3052,230,176.272078
3053,20,148.293683
3054,200,268.493304
3055,40,409.610815
3056,250,636.822721
3057,30,501.750835
3058,210,380.799306
3059,30,838.849437
3060,220,165.44496
3061,130,2488.516531
3062,230,105.761659
3063,130,1844.385666
3064,120,1256.287397
3065,130,604.330933
3066,140,1827.882485
3067,140,573.897084
3068,150,755.207214
3069,100,86.449498
3070,130,4967.15658
3071,120,951.179095
3072,130,1882.660806
3073,130,538.248684
3074,130,1335.359341
3075,70,1.688367
3076,120,116.987003
3077,50,610.420518
3078,140,1305.840896
3079,70,30.652138
3080,150,270.804537
3081,60,617.908313
3082,130,863.796297
3083,210,290.109803
3084,240,1525.862037
3085,220,139.437048
3086,240,2195.675182
3087,240,128.677259
3088,200,603.39156
3089,240,1705.589043
3090,190,1912.861549
3091,210,269.028873
3092,170,946.43239
3093,190,1526.835039
3094,240,597.498273
3095,190,1678.866751
3096,240,209.035357
3097,190,1918.723614
3098,80,1994.971862
3099,190,2244.093522
3100,80,3022.540153
3101,190,2260.152845
3102,80,4878.740758
3103,190,1063.778769
3104,80,2535.99007
3105,190,1448.191726
3106,80,2060.366078
3107,80,1777.829613
3108,190,1570.864427
3109,80,2334.61593
3110,190,1618.062319
3111,80,1091.573322
3112,190,1577.435393
3113,80,1323.213879
3114,190,1006.120611
3115,260,148.289076
3116,80,1331.075204
3117,180,1684.393358
3118,260,378.214866
3119,80,2166.507434
3120,180,2274.566369
3121,180,2651.064037
3122,80,2013.742839
3123,180,2351.068877
3124,80,1791.696508
3125,250,199.511604
3126,70,2502.462283
3127,250,259.276624
3128,250,119.251294
3129,70,754.185305
3130,250,192.164237
3131,90,238.104321
3132,60,1144.933851
3133,240,758.337419
3134,60,2303.401715
3135,240,168.500505
3136,250,864.916745
3137,60,2886.858822
3138,180,1809.693086
3139,60,2610.798078
3140,80,1848.09853
3141,240,1349.18837
3142,180,1462.973952
3143,180,1911.324584
3144,70,1359.009263
3145,80,2514.190608
3146,240,433.972745
3147,80,2172.981228
3148,80,1446.81151
3149,250,576.583081
3150,180,955.812963
3151,80,2022.484875
3152,200,705.113808
3153,240,4.203031
3154,70,316.891018
3155,70,592.670927
3156,190,419.172125
3157,80,1791.798599
3158,240,945.449347
3159,170,1592.320012
3160,70,1302.681099
3161,240,1345.618641
3162,80,1235.17379
3163,110,3130.706724
3164,170,2127.283337
3165,240,1879.783882
3166,80,2362.876832
3167,110,1374.187267
3168,240,1890.152552
3169,170,1536.839944
3170,110,2233.235006
3171,80,1440.456428
3172,220,177.630781
3173,170,1145.570489
3174,110,1604.019224
3175,170,1525.493015
3176,240,416.220723
3177,80,1231.591612
3178,110,1144.516211
3179,170,2064.556376
3180,240,1523.606683
3181,110,929.342544
3182,80,1121.299064
3183,170,1390.71525
3184,20,87.749644
3185,110,516.476302
3186,80,1439.285947
3187,110,77.656774
3188,70,204.232418
3189,170,512.706994
3190,40,525.041688
3191,100,103.84713
3192,50,84.6447
3193,80,1602.127579
3194,200,1400.201021
3195,150,84.378433
3196,30,353.184711
3197,200,1364.786189
3198,80,1175.927822
3199,100,4271.806179
3200,220,314.829575
3201,80,1741.298508
3202,200,1979.627664
3203,100,1934.894993
3204,150,1632.282727
3205,90,2404.324271
3206,100,960.752783
3207,200,1806.615694
3208,100,1794.481711
3209,150,2211.785892
3210,200,1605.717752
3211,90,1501.952455
3212,210,2453.203836
3213,90,648.309435
3214,200,1792.497023
3215,100,2880.112943
3216,150,1785.062163
3217,100,1868.01538
3218,70,2424.389554
3219,200,1545.046739
3220,150,2246.776597
3221,100,455.193859
3222,70,1760.175903
3223,200,2082.953
3224,160,66.144646
3225,210,2087.84093
3226,150,1421.187851
3227,70,4278.989958
3228,60,2683.753313
