OBJECTID,UNITID,UNITID2,COMPKEY,UNITTYPE,MOS_ID,NAME,ADDRESS,COMMENTS,FEATURE_TO,FEATURE_FR,COMPTYPE,MAINCOMP1,MAINCOMP2,DITCH_LENGTH,MAINT_ZONE,MAP_NO,HUC,BASE_WID,CHAN_WID,BANK_HT,REC_WATER,COMMENTS2,CATEGORY
2343,S7139,S7140,773382,ORD,NA,Crags II,6421 CRAGS CSWY, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G24,AS17,0,0,0,,,
1338,2888-2550-R,2888-0116-R,766045,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,J07,CB25,0.5,3,0.5,,,
3154,793,609,1808902,ORD,NA,Land of Promise at Blackwater,3140 LAND OF PROMISE RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G18,AS16,0,0,0,,,
2344,S7140,S7142,773383,ORD,NA,Crags II,6421 CRAGS CSWY, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G24,AS17,0,0,0,,,
1339,2968-0538-L,2968-END-L,766955,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,M15,AS19,0,0,0,,,
3155,50500,50501,1275639,MOS, ,Highland I, , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,F12,AS13,0,0,0,,,
2345,S7143,S7146,773384,ORD,NA,Crags II,6421 CRAGS CSWY, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G24,AS11,0,0,0,,,
1340,2968-0537-R,2968-END-R,766952,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,M15,AS19,0,0,0,,,
3156,51014,51015,1712064,MOS, ,Baillio, , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,J06,CB25,2,4,1,,,
2346,S7146,S7147,773385,ORD,NA,Crags II,6421 CRAGS CSWY, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G24,AS11,0,0,0,,,
1341,2972-0465-L,2972-5332-L,764548,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,D03,CB26,1.5,4,1,,,
3157,51099,51100,1721184,MOS,MJ06-01,Baillio,948 BAILLIO DRIVE, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,J06,CB25,4,10,3,,,
2347,S7152,S7153,773386,MOS,MH22-03,Blackwater II, , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H22,AS16,0,0,0,,,
1342,2972-0465-L,2972-5332-L,764548,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,D03,CB26,1.5,4,1,,,
2348,S7153,S7154,773387,MOS,MH22-03,Blackwater II, , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H22,AS16,0,0,0,,,
3158,51037,51038,1717982,MOS,MJ06--01C,Wolfsnare Road,1952 WOLFSNARE ROAD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,J06,CB25,3,5,1.5,,,
1343,2972-0465-R,2972-5332-R,764545,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,D03,CB26,1,5,2,,,
2349,S7154,S7155,773388,MOS,MH22-03,Blackwater II, , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H22,AS16,0,0,0,,,
3159,51074,51075,1719546,MOS,MJ06-01H,Commodore Drive,1008 COMMODORE DRIVE,REGULATORY,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,J06,CB25,5,7,2,,,
1344,2987-0314-L,2987-END-L,769929,DITCH,NA,HUGGINS PATH,HUGGINS PATH, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I06,CB25,1,10,1,,,
2350,S7155,S7156,773389,MOS,MH22-03,Blackwater II, , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H22,AS16,0,0,0,,,
2,06290090,106,768249,ORD, , , , ,ASSET_STORM_NODE,ASSET_STORM_MISC,28,72,32,,,G08,CB25,0,0,0,,,
3160,51072,51073,1719543,MOS,MJ06-01E,Old Cutler Road,861 OLD CUTLER ROAD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,J06,CB25,2,4,2,,,
2351,S7156,S7157,773390,MOS,MH22-03,Blackwater II, , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H22,AS16,0,0,0,,,
1345,2987-0314-R,2987-END-R,769932,DITCH,NA,HUGGINS PATH,HUGGINS PATH, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I06,CB25,1,10,1,,,
3161,51100,50271A,1721187,MOS, MJ06-01,Baillio,948 BAILLIO DRIVE, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,J06,CB25,4,10,3,,,
3,50151,50152,1263338,MOS,MA09-01A1,Barnard Way,1058 COLLEGE PARK BLVD,CONCRETE CHANNEL,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,A09,JK54,4,6,2,,,
2352,S7160,S7161,773628,MOS,MH22-02, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H22,AS17,0,0,0,,,
1346,306,307,769642,CANAL,NA, ,4753 RED COAT RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,E04,CB26,35,40,0,,,
3162,50271A,51075,1721188,MOS,MJ06-01,Baillio,1008 COMMODORE DRIVE,REGULATORY,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,J06,CB25,4,10,3,,,
2353,S7162,S7163,773629,MOS,MH22-04,Blackwater III, , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H22,AS17,0,0,0,,,
4,50153,50154,1263341,MOS,MA09-01A2,Barnard Way,6328 BARNARD WAY, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,A09,JK54,4,5,2,,,
1347,3060-1604-L,3060-END-L,769845,DITCH,NA,JAKE SEARS RD,JAKE SEARS RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,B10,JK54,1,2,1,,,
2354,S7164,S7165,773630,MOS,NA,Blackwater III, , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H22,AS17,0,0,0,,,
5,50155,50156,1263344,MOS,MA09-01A3,Barnard Way,6328 BUCKNELL CIRCLE, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,A09,JK54,4,5,2,,,
1348,3060-1604-R,3060-4439-R,772300,DITCH,NA,JAKE SEARS RD,JAKE SEARS RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,B10,JK54,0,0,0,,,
3163,51102,51108,1721225,MOS,MJ06-01D,Duke of Suffolk,940 DUKE OF SUFFOLK DRIVE, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,J05,CB25,6,3,4,,,
2355,S7166,S7167,773631,MOS,MI24-02,Blackwater V, , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I24,AS17,0,0,0,,,
6,50159,50160,1263350,MOS,MA09-01C,Amherst,5329 AMHERST LANE, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,B09,JK54,3,5,2,,,
1349,3060-4439-R,3060-END-R,769848,DITCH,NA,JAKE SEARS RD,JAKE SEARS RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,B10,JK54,1,1,1,,,
3164,51109,51104,1721238,MOS,MJ06-01D2,Duke of Suffolk,2208 HALFMOON CRESCENT, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,J05,CB25,4,2,2,,,
2356,S7167,S7168,773632,MOS,MI24-02,Blackwater V, , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I24,AS17,0,0,0,,,
7,0521-0053-L,0521-0542-L,764248,DITCH, , , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,A08,JK54,1,5,1,,,
1350,3061-2526-L,3061-3541-L,764688,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,D04,CB26,1,3,2,,,
3165,51075,51101,1721191,MOS,MJ06-01,Baillio,1008 COMMODORE DRIVE,REGULATORY,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,J06,CB25,4,10,3,,,
2357,S7168,S7169,773633,MOS,MI24-02,Blackwater V, , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I24,AS17,0,0,0,,,
1351,3061-2526-R,3061-3541-R,764683,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,D04,CB26,1,6,3,,,
8,2919-4672-L,2919-0521-L,764276,DITCH, , , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,A08,JK54,1.5,3,1.5,,,
2358,S7171,S7170,773634,MOS,MG22-03A, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,F22,AS10,0,0,0,,,
3166,51111,51106,1721243,MOS,MJ06-01D5,Duke of Suffolk,2208 HIDDEN CREEK CT, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,J06,CB25,5,2,2,,,
1352,3061-3541-L,3061-0351-L,764690,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,D04,CB26,0.5,4,1,,,
9,2919-4124-L,2919-4672-L,764273,DITCH, , , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,A08,JK54,1,1,1,,,
2359,S7172,S7171,773635,MOS,MG22-03A, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,F22,AS16,0,0,0,,,
3167,51110,51105,1721240,MOS,MJ06-01D3,Duke of Suffolk,2209 HALFMOON CRESCENT, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,J05,CB25,5,2,2,,,
1353,3061-3541-R,3061-0351-R,764685,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,D04,CB26,1,6,3,,,
10,2919-0542-L,2919-4124-L,764271,DITCH, , , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,A08,JK54,1,1,1,,,
3168,51108,51101,1721236,MOS,MJ06-01D, , ,REGULATORY,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,J06,CB25,12,6,4,,,
2360,S7182,S7183,773639,ORD,NA,Hungarian III,3169 HUNGARIAN RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G22,AS17,0,0,0,,,
1354,3070-0089-L,3070-0119-L,766312,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,K16,AS14,0,0,0,,,
11,2919-3795-R,2919-0418-R,764268,DITCH, , , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,A08,JK54,2,6,3,,,
3169,51113,51108,1721247,MOS,MJ06-01D7,Brickell Court,2208 BRICKELL COURT, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,J06,CB25,5,2,2,,,
2361,S7183,514,937441,ORD,NA,3169 HUNGARIAN RD,3169 HUNGARIAN RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G22,AS17,0,0,0,,,
1355,3070-0089-R,3070-NODE-R,766315,DITCH,NA,JARVIS RD,JARVIS RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,K16,AS14,0,0,0,,,
12,50713,50714,1277294,MOS,MA08-03,Glen Arden,1004 HOBBS ROAD,TAKES STREET CURB WATER FROM HOBBS RD TO ENDWALL 15 FROM ROAD EDGE (GLEN ARDEN RD),ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,A08,JK54,2,6,3,,,
3170,51112,51107,1721245,MOS,MJ06-01D8,Duke of Suffolk,1056 COMMODORE DRIVE, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,J06,CB25,5,2,2,,,
2362,S7183,S7184,773640,ORD,NA,Hungarian III, , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G22,AS17,0,0,0,,,
1356,308,309,769947,ORD,NA,Whitethorne Road,4400 WAKEFIELD DR, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,F04,CB25,4,20,6,,,
13,1870-0015-R,1870-END-R,1263288,DITCH,NA, ,120 CORWOOD AV, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,F07,CB25,1,2,2,,,
2363,S7184,S7187,773641,ORD,NA,Hungarian III, , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G22,AS17,0,0,0,,,
3171,51039,51040,1718027,MOS,MJ06-01A, , ,"PRIVATE, TAKES NO STREET WATER",ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,J06,CB25,3,6,5,,,
1357,310,311,770143,ORD,NA,Hickory Nut Loop,1837 HICKORY NUT LOOP, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I11,AS14,0,0,0,,,
14,2436-END-R,2436-0015-R,1263294,DITCH,NA, ,192 S FIR AV, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,F07,CB25,3,2,3,,,
2364,S7187,513,773642,ORD,NA,Hungarian III, , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G22,AS17,0,0,0,,,
3172,51040,51098,1721182,MOS,MJ06-01,Mable Lane,1790 MABLE LANE, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,J06,CB25,4,10,3,,,
1358,312,313,770146,MOS,MI12-02,Buyrn Farm at Maple Shade Court,1829 MAPLE SHADE CT, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I11,AS14,0,0,0,,,
15,0440-0014-L,0440-0441-L,1263379,DITCH,NA, ,5125 BLACKWATER RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H20,AS16,0,0,0,,,
3173,0520-3272-L,0520-4422-L,765629,DITCH, , , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G05,CB25,1,5,2,,,
2365,S7195,S7196,773643,ORD,NA,Hungarian III, , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G22,AS17,0,0,0,,,
1359,314,315,770149,MOS,NA,BURYN CIRCLE DITCH,2573 BUYRN CI, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I11, ,0,0,0,,,
16,0069-0077-R,0069-0089-R,1263381,DITCH,NA, ,1816 MILL LANDING RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,K18,AS20,0,0,0,,,
2366,S7196,S7198,773644,ORD,NA,Hungarian III, , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G22,AS17,0,0,0,,,
3174,50763,50764,1277402,MOS, ,Little Neck Road, , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G06,CB25,2,2,2,,,
1360,316,317,770153,ORD,NA,PRIVATE,DAM NECK RD,PRIVATE-SCHOOLS,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,K10,AS14,10,30,8,,,
17,0069-0690-L,0069-0070-L,1263383,DITCH,NA, ,1505 MILL LANDING RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,L19,AS20,0,0,0,,,
2367,S7198,S7201,773645,ORD,NA,Hungarian III, , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G22,AS17,0,0,0,,,
3175,50765,50766,1277405,MOS, , , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G06,CB25,2,2,2,,,
1361,318,319,770156,ORD,NA,Horse Pasture Road,1493 LONDON BRIDGE RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I10,AS14,0,0,0,,,
2368,S7201,S7204,773646,ORD,NA,Hungarian III, , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G23,AS17,0,0,0,,,
18,0069-END-L,0069-0690-L,1263385,DITCH,NA, ,1301 MILL LANDING RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,L19,AS20,0,0,0,,,
3176,50741,50742,1277363,MOS,MG06-12,MG06-12,636 ALBERTHAS DRIVE,Takes private street water to city stormwater pipe,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G06,CB25,2,3,2,,,
1362,320,321,770162,ORD,NA,Taylor Farm at Dam Neck Road West,DAM NECK RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I10,AS14,0,0,0,,,
2369,S7205,S7206,773647,MOS,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G22,AS10,0,0,0,,,
3177,50743,50744,1277366,MOS,MG06-12A,MG06-12A,636 ALBERTHAS DRIVE,Maintenance done in 2015. See history in Hansen,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G06,CB25,1,2,1,,,
19,121,120,768334,CANAL,NA,CANAL #2,INTERNATIONAL PW, ,ASSET_STORM_MISC,ASSET_STORM_NODE,28,32,72,,,I08,CB25,80,200,80,,,
1363,3212-0199-L,3212-0314-L,770039,DITCH,NA,E KINGS RD,E KINGS RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I06,CB25,1,1,1,,,
2370,S7206,S7207,773648,MOS,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G22,AS10,0,0,0,,,
3178,50291,50292,1275197,MOS,MH05-09A,Bishopsgate Lane,876 BISHOPSGATE LANE, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H05,CB25,1,2,1,,,
1364,3212-0483-L,3212-0199-L,770037,DITCH,NA,E KINGS RD,E KINGS RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I06,CB25,1,1,1,,,
20,355,RC 91,768758,ORD,NA,Eaglewood Drive,1210 EAGLEWOOD DR, ,ASSET_STORM_MISC,ASSET_STORM_NODE,28,32,72,,,K09,AS18,15,35,12,,,
2371,S7208,S7210,773649,MOS,NA,Fluridy, , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G22,AS10,0,0,0,,,
3179,50289,50292,1275194,MOS,MH05-09,Bishopsgate Lane,3104 CELBRIDGE COURT, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H05,CB25,3,6,2,,,
21,50548,50549,1275820,MOS,MF03-01A,Greenwell Road,4545 JAMES CT, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,E03,CB25,2,8,4,,,
1365,3212-0483-R,3212-5685-R,770042,DITCH,NA,E KINGS RD,E KINGS RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I06,CB25,1,1,1,,,
2372,S7210,S7211,773650,MOS,NA,Fluridy, , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G21,AS16,0,0,0,,,
3180,50292,50290,1803683,MOS,MH05-09,Bishopsgate Lane,3104 CELBRIDGE COURT, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H05,CB25,3,6,2,,,
22,12,1200020,768012,ORD,NA,Greenwich 1,5720 GREENWICH RD,VDOT,ASSET_STORM_NODE,ASSET_STORM_MISC,28,32,32,,,C07,JK54,8,12,12,,,
1366,3212-5685-R,3212-0314-R,770044,DITCH,NA,E KINGS RD,E KINGS RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I06,CB25,1,1,1,,,
2373,S8001,S8002,773651,ORD,NA,3457 Land of Promise Road,3457 LAND OF PROMISE RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,F19,AS15,0,0,0,,,
3181,50286,50287,1275189,MOS,MH05-08,Middle Plantation Quay,3392 MIDDLE PLANTATION QUAY, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H05,CB25,4,5,2,,,
23,10480010,197,768736,ORD,NA,Taylor Farm at Dam Neck Road East, , ,ASSET_STORM_NODE,ASSET_STORM_MISC,28,72,32,,,I10,AS14,0,0,0,,,
2374,S8002,S8003,773652,ORD,NA,3457 Land of Promise Road,3457 LAND OF PROMISE RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,F19,AS15,0,0,0,,,
1367,3213-0314-L,3213-END-L,769944,DITCH,NA,N KINGS RD,N KINGS RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I06,CB25,1,10,1,,,
3182,50288,51309,1275191,MOS,MH05-08A, ,3393 HERONS GATE,"PRIVATE, TAKES NO STREET WATER",ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H05,CB25,2,4,1,,,
24,5175-0374-R,5175-END-R,1263446,DITCH,NA, ,1305 TAYLORS POINT RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,K04,CB25,1,6,1,,,
2375,S8003,S8004,773653,ORD,NA,3457 Land of Promise Road,3457 LAND OF PROMISE RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,F19,AS15,0,0,0,,,
3183,50279,50280,1275177,MOS, , , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H05,CB25,3,3,1,,,
1368,3213-0314-R,3213-END-R,769941,DITCH,NA,N KINGS RD,N KINGS RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,I06,CB25,1,10,1,,,
25,0206-0134-L,0206-0135-L,1263734,DITCH,NA, ,401 23RD ST, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,M06,CB25,1,3,2,,,
2376,S8004,S8005,773654,ORD,NA,3457 Land of Promise Road,3457 LAND OF PROMISE RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,F19,AS15,0,0,0,,,
3184,50277,50278,1275174,MOS, ,Regent Park Walk, , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H05,CB25,4,4,1,,,
1369,322,323,770159,ORD,NA,Dam Neck Yard,3556 DAM NECK RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G10,AS14,0,0,0,,,
26,1013-1056-R,1013-END-R,1263737,DITCH,NA, ,920 B ST, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,L06,CB25,2,4,3,,,
2377,S8005,S8006,773655,ORD,NA,3457 Land of Promise Road,3457 LAND OF PROMISE RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,F19,AS15,0,0,0,,,
3185,50024,50812,1257494,MOS,MH05-03A,Regent Park Walk,908 ROYAL OAK CLOSE, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H05,CB25,4,5,1,,,
1370,3235-0437-L,3235-END-L,765541,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G04,CB25,1.5,5,2,,,
27,0208-5192-L,0208-0446-L,1263740,DITCH,NA, ,506 ARCTIC AV, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,M07,AO23,1,2,2,,,
3186,50022,50812,1257492,MOS,MH05-03,Regent Park Walk,920 ROYAL OAK CLOSE, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H05,CB25,4,6,2,,,
2378,S8006,S8007,773656,ORD,NA,3457 Land of Promise Road,3457 LAND OF PROMISE RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,F19,AS15,0,0,0,,,
1371,3235-0437-R,3235-END-R,767070,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,G04,CB25,1,3,1,,,
28,0208-0446-L,0208-0304-L,1263742,DITCH,NA, ,604 ARCTIC AV, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,M07,AO23,1,2,2,,,
2379,S8007,S8008,773657,ORD,NA,3457 Land of Promise Road,3457 LAND OF PROMISE RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,F19,AS15,0,0,0,,,
3187,50813,50023,1278744,MOS,MH05-03,Regent Park Walk,3301 REGENT PARK WALK,REGULATORY,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H05,CB25,4,6,2,,,
1372,3235-3172-L,3235-0437-L,765762,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H04,CB25,1,3,1,,,
29,0208-0304-L,0208-END-L,1263744,DITCH,NA, ,403 CAROLINA AV, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,M07,AO23,1,2,2,,,
2380,S8008,S8009,773658,ORD,NA,3457 Land of Promise Road,3457 LAND OF PROMISE RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,F19,AS15,0,0,0,,,
3188,50275,50276,1275171,MOS,MH05-02,Roehampton Vale,1009 ROEHAMPTON VALE, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H05,CB25,3,5,4,,,
1373,3235-3508-R,3235-4766-R,765745,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H04,CB25,0.5,3,0.5,,,
30,1020060,1020050,767959,ORD,MD03-03,Oak Leaf,2021 OAK LEAF LA, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,D03,CB26,4,10,3,,,
2381,S8009,S8010,773659,ORD,NA,3457 Land of Promise Road,3457 LAND OF PROMISE RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,F19,AS15,0,0,0,,,
3189,50281,51308,1275181,MOS,MH05-06,St. Catherines Way,3380 HERONS GATE, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H05,CB25,3,5,2,,,
31,1280040,1280010,767971,ORD,NA,Meadowside,DIAMOND SPRINGS RD DITCH, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,C05,CB26,6,30,5,,,
1374,3235-4766-R,3235-0437-R,765747,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H04,CB25,1,5,1,,,
2382,S8010,S8011,773660,ORD,NA,3457 Land of Promise Road,3457 LAND OF PROMISE RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,F19,AS16,0,0,0,,,
3190,51308,50282,1803552,MOS,MH05-06,St. Catherines Way,3372 HERONS GATE,"POSSIBLY REGULATORY; TIDAL",ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H05,CB25,3,5,2,,,
1375,3235-4766-R,3235-0437-R,765747,DITCH,NA, , , ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H04,CB25,1,5,1,,,
32,1280100,1280060,768368,ORD,NA,Spider,DIAMOND SPRINGS RD DITCH, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,C05,CB26,0,0,0,,,
2383,S8011,S8012,773661,ORD,NA,3457 Land of Promise Road,3457 LAND OF PROMISE RD, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,F19,AS16,0,0,0,,,
3191,50095,50096,1263162,MOS,MH06-05,Leffler Lane,401 LEFFLER LANE,DITCH MAY HAVE A DEBRIS FENCE,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,H06,CB25,3,6,4,,,
33,1410010,1360005,768370,CANAL,NA,Wesleyan,701 HAWKINS LA, ,ASSET_STORM_NODE,ASSET_STORM_NODE,28,32,32,,,D05,CB26,10,30,6,,,
