OBJECTID,CE_PLAT_NUM,CE_CHAIN_ID,CE_RIGHT_FROM,CE_LEFT_FROM,CE_RIGHT_TO,CE_LEFT_TO,CE_RF_SUB,CE_LF_SUB,CE_RT_SUB,CE_LT_SUB,CE_C_STAT,CE_LOUD_ID,CE_UPD_DATE,ST_CHAIN_ID,ST_FROM,ST_TO,ST_STR_NAME,ST_DIR_SUF,ST_STR_TYPE,ST_DIR_PREF,ST_PO,ST_SUBDV,ST_CDATE,ST_SUBDV_SEC,ST_JURIS,ST_STR_DIR,ST_RTNO
187623, ,3099,42027,42026,42049,42048,0,0,0,0,1,9165,2006-04-10T00:00:00.000Z,3099,JAMES MONROE HWY,END,RASPBERRY, ,DR, ,LEESBURG,PLAINS OF RASPBERRY,2002-03-18T00:00:00.000Z, ,COUNTY,WE,1170
188625, ,1174,36519,36518,36581,36580,0,0,0,0,1,11643,,1174,SILCOTT SPRINGS RD,TELEGRAPH SPRINGS RD,SHOEMAKER SCHOOL, ,RD, ,PURCELLVILLE, ,1996-01-18T00:00:00.000Z, ,COUNTY,WE,622
187624, ,3099,42051,42050,42075,42074,0,0,0,0,1,17406,2006-04-10T00:00:00.000Z,3099,JAMES MONROE HWY,END,RASPBERRY, ,DR, ,LEESBURG,PLAINS OF RASPBERRY,2002-03-18T00:00:00.000Z, ,COUNTY,WE,1170
188626, ,1174,36583,36582,36605,36604,0,0,0,0,1,11644,,1174,SILCOTT SPRINGS RD,TELEGRAPH SPRINGS RD,SHOEMAKER SCHOOL, ,RD, ,PURCELLVILLE, ,1996-01-18T00:00:00.000Z, ,COUNTY,WE,622
187625,2001-0459,5115,43007,43006,43011,43010,0,0,0,0, ,10522,,5115,UNISON KNOLL CIR,END,JANNEYS CORNER, ,CT, ,ASHBURN,LOUDOUN VALLEY ESTATES II,2009-03-20T00:00:00.000Z,8,COUNTY,WE,2517
187626,2001-0459,5116,22733,22732,22737,22736,0,0,0,0, ,10523,,5116,UNISON KNOLL CIR,END,ARCOLA MANOR, ,CT, ,ASHBURN,LOUDOUN VALLEY ESTATES II,2009-03-20T00:00:00.000Z,8,COUNTY,NS,2516
187627, ,3787,43091,43090,43105,43104,0,0,0,0, ,9317,,3787,LAKE SHORE SQ,ELK LICK RD,SHIMMERING LAKE, ,TE, ,CHANTILLY,SOUTH RIDING,1997-03-18T00:00:00.000Z,5A,COUNTY,WE,PAE-U
188627,2000-0113,5022,20235,20234,20243,20242,0,0,0,0, ,9052,,5022,NIGHTWATCH ST,HUTZEL AL,MACGLASHAN, ,TE, ,ASHBURN,BELMONT GREENE CONDOMINIUMS,2003-08-11T00:00:00.000Z, ,COUNTY,NS,PAE-U
188628,2002-0581,5586,37147,37146,37221,37220,0,0,0,0, ,11645,,5586,ALLDER SCHOOL RD,END,WYNNWOOD, ,LA, ,PURCELLVILLE,TSUI FAMILY SUBDIVISION,2003-01-30T00:00:00.000Z, ,COUNTY,WE,PAE-R
187628, ,3784,43077,43076,43089,43088,0,0,0,0, ,9322,,3784,ELK LICK RD,END,WATERCREST, ,SQ, ,CHANTILLY,SOUTH RIDING,1996-10-18T00:00:00.000Z,5A,COUNTY,WE,PAE-U
188629, ,3793,0,0,0,0,0,0,0,0,1,9438,2006-04-20T00:00:00.000Z,3793,ROUTE 15 BYP,DULLES TOLL RD,DULLES GREENWAY, ,, ,COUNTY, ,1998-08-27T00:00:00.000Z,,COUNTY,NS,267
187629,2003-0287,6099,43469,43468,43485,43470,0,0,0,0, ,14776,,6099,CLARECASTLE DR,POLAND RD,MOUNTCASTLE, ,DR, ,CHANTILLY,POLAND ROAD PROPERTY,2004-04-15T00:00:00.000Z,1,COUNTY,WE,2754
188630,2002-0583,5572,37723,37722,37827,37826,0,0,0,0, ,11648,,5572,LINCOLN RD,END,KINGS CLOSE, ,LA, ,PURCELLVILLE,KING FAMILY SUB,2003-01-09T00:00:00.000Z, ,COUNTY,WE,PAE-R
187630,2001-0459,5117,22745,22744,22755,22754,0,0,0,0, ,10528,,5117,RYAN RD,LINDSEY HEIGHTS PL,AIRMONT HUNT, ,DR, ,ASHBURN,LOUDOUN VALLEY ESTATES II,2009-03-20T00:00:00.000Z,8,COUNTY,NS,2513
188631, ,3780,37941,37940,38061,38060,0,0,0,0,4,11499,,3780,PURCELLVILLE RD,END,DAWSON GAP, ,LA, ,PURCELLVILLE, ,1996-04-17T00:00:00.000Z, ,COUNTY,WE,PAE-R
187631, ,941,25637,25636,25741,25740,0,0,0,0,1,14777,,941,JOHN MOSBY HWY,FAIRFAX COUNTY,POLAND, ,RD, ,CHANTILLY, ,1993-04-08T00:00:00.000Z, ,COUNTY,NS,742
188632,2001-0051,5234,0,0,0,0,0,0,0,0, ,10089,,5234,KILLAWOG TE,KILLAWOG TE,CONESUS, ,SQ, ,ASHBURN,ASHBURN VILLAGE,2004-03-18T00:00:00.000Z,47,COUNTY,NS,PAE-U
187632,2006-0637,6647,0,0,0,0,24,23,28,27, ,18129,,6647,BERLIN TPKE,END,TILGHAM, ,PL, ,LOVETTSVILLE,KINGSRIDGE ESTATES,2009-09-03T00:00:00.000Z,3,LOVETTSVILLE,NS,1387
188633,2004-0218,6162,36069,36068,36071,36070,0,0,0,0, ,15581,2005-08-15T00:00:00.000Z,6162,TEDLER CIR,TEDLER CIR,LEGEND, ,DR, ,ROUND HILL,ROUND HILL LAKEPOINT,2010-03-05T00:00:00.000Z, ,COUNTY,WE,2862
187633, ,529,0,0,0,0,0,0,0,0,1,1196,,529,EDWARDS FERRY RD NE,ENDS,HERITAGE,NE,WY, ,LEESBURG,HERITAGE SQUARE,1911-01-01T00:00:00.000Z, ,LEESBURG,NS,PAE-U
188634,2003-0037,5589,17231,17230,17291,17290,0,0,0,0, ,11652,,5589,ROUNDMONT PL,END,FONTAINE, ,CT, ,ROUND HILL,HAMLETS AT BLUE RIDGE,2003-01-30T00:00:00.000Z,3,COUNTY,NS,PAE-U
187634,2001-0459,5113,43067,43066,43077,43076,0,0,0,0, ,10532,,5113,AIRMONT HUNT DR,AIRMONT HUNT DR,UNISON KNOLL, ,CIR, ,ASHBURN,LOUDOUN VALLEY ESTATES II,2009-03-20T00:00:00.000Z,8,COUNTY,WE,2514
187635,2004-0063,6247,25173,25172,25209,25208,0,0,0,0, ,14826,,6247,ELK LICK RD,END,BLACKSTONE, ,CT, ,CHANTILLY,ELK LICK ESTATES,2004-08-26T00:00:00.000Z, ,COUNTY,NS,PAE-U
188635, ,3780,38063,38062,38109,38108,0,0,0,0,4,11500,,3780,PURCELLVILLE RD,END,DAWSON GAP, ,LA, ,PURCELLVILLE, ,1996-04-17T00:00:00.000Z, ,COUNTY,WE,PAE-R
188636, ,4995,0,0,0,0,0,0,0,0, ,11167,2006-11-17T00:00:00.000Z,4995,TILBERG ST,THOLEN ST,FELT HAT, ,AL, ,ASHBURN,BELMONT GREENE,2001-05-03T00:00:00.000Z,3/4,COUNTY,NS,PAE-U
187636, ,529,0,0,0,0,0,0,0,0,1,1190,,529,EDWARDS FERRY RD NE,ENDS,HERITAGE,NE,WY, ,LEESBURG,HERITAGE SQUARE,1911-01-01T00:00:00.000Z, ,LEESBURG,NS,PAE-U
188637,2001-0051,5236,0,0,0,0,0,0,0,0, ,10090,,5236,LIVONIA TE,END,KILLAWOG, ,TE, ,ASHBURN,ASHBURN VILLAGE,2004-03-18T00:00:00.000Z,46-48,COUNTY,NS,PAE-U
188638,2000-0113,5026,0,0,0,0,0,0,0,0, ,9054,,5026,ZANDER TE,MACGLASHAN TE,OLD ANNESS, ,AL, ,ASHBURN,BELMONT GREENE CONDOMINIUMS,2001-06-11T00:00:00.000Z, ,COUNTY,WE,PAE-U
187637, ,380,0,0,0,0,0,0,0,0,1,1192,,380,EAST MARKET ST,LEESBURG TOWN LIMITS,EDWARDS FERRY,NE,RD, ,LEESBURG, ,1996-01-19T00:00:00.000Z, ,LEESBURG,WE,773
188639,2003-0037,5592,17129,17128,17157,17156,0,0,0,0, ,11657,,5592,DENISE WY,ENDS,GRAND VALLEY, ,CT, ,ROUND HILL,HAMLETS AT BLUE RIDGE,2003-01-30T00:00:00.000Z,3,COUNTY,NS,PAE-U
187638, ,3361,47351,47350,47381,47382,0,0,0,0,1,2904,,3361,HARDWOOD FOREST DR,ENDS,DARKHOLLOW FALLS, ,TE, ,STERLING,GREAT FALLS CHASE,1993-10-27T00:00:00.000Z,10,COUNTY,WE,PAE-U
187639, ,3075,21361,21360,21385,21384,0,0,0,0, ,6792,,3075,FITZGERALD DR,END,HANSBERRY, ,TE, ,ASHBURN,FARMWELL HUNT,2001-05-03T00:00:00.000Z,1-10,COUNTY,NS,PAE-U
188640,2002-0178,3539,42851,0,42929,0,0,0,0,0, ,17055,2006-02-13T00:00:00.000Z,3539,NORTHSTAR BLVD,JOHN MOSBY HWY,TALL CEDARS, ,PKWY, ,CHANTILLY,SOUTH RIDING,2014-01-28T00:00:00.000Z, ,COUNTY,WE,2200
187640, ,3225,44221,44220,44233,44232,0,0,0,0, ,6797,,3225,FOOTSTEP TE,LOST MOCCASIN TE,LITCHFIELD, ,TE, ,ASHBURN,ASHBURN VILLAGE,2001-05-03T00:00:00.000Z,51C,COUNTY,WE,PAE-U
187641, ,3225,44235,44234,44253,44252,0,0,0,0, ,6798,,3225,FOOTSTEP TE,LOST MOCCASIN TE,LITCHFIELD, ,TE, ,ASHBURN,ASHBURN VILLAGE,2001-05-03T00:00:00.000Z,51C,COUNTY,WE,PAE-U
187642, ,3225,44255,44254,44265,44264,0,0,0,0, ,6799,,3225,FOOTSTEP TE,LOST MOCCASIN TE,LITCHFIELD, ,TE, ,ASHBURN,ASHBURN VILLAGE,2001-05-03T00:00:00.000Z,51C,COUNTY,WE,PAE-U
188641,2001-0051,5236,20983,20982,20991,20990,0,0,0,0, ,10093,,5236,LIVONIA TE,END,KILLAWOG, ,TE, ,ASHBURN,ASHBURN VILLAGE,2004-03-18T00:00:00.000Z,46-48,COUNTY,NS,PAE-U
187643, ,308,45889,45888,45927,45926,0,0,0,0,1,2905,,308,COUNTRYSIDE BLVD,TRIPLESEVEN RD,CROMWELL, ,RD, ,STERLING,COUNTRYSIDE,1911-01-01T00:00:00.000Z,2,COUNTY,WE,1580
187644, ,4347,21051,21050,21089,21088,0,0,0,0, ,6801,,4347,LITCHFIELD TE,END,PICKERELWEED, ,TE, ,ASHBURN,ASHBURN VILLAGE,2001-05-03T00:00:00.000Z,51C,COUNTY,NS,PAE-U
188642,2003-0059,5617,40671,40670,40757,40756,0,0,0,0, ,11660,,5617,FOLLY LA,END,KEESLING FARM, ,LA, ,LOVETTSVILLE,KEESLING FAMILY SUBDIVISION,2003-02-13T00:00:00.000Z, ,COUNTY,WE,PAE-R
187645, ,4348,21063,21062,21077,21076,0,0,0,0, ,6802,,4348,LITCHFIELD TE,END,CRIPPLE CREEK, ,SQ, ,ASHBURN,ASHBURN VILLAGE,2001-08-07T00:00:00.000Z,51C,COUNTY,NS,PAE-U
188643, ,410,11827,11826,12035,12034,0,0,0,0,1,11662,2009-07-01T00:00:00.000Z,410,GARNET RD,LOVETTSVILLE RD,FOLLY, ,LA, ,LOVETTSVILLE, ,1996-05-23T00:00:00.000Z, ,COUNTY,NS,670
187646,1967-0003,2648,0,0,0,0,1000,0,1310,0,1,4352,2007-03-20T00:00:00.000Z,2648,E FREDERICK DR,E CHURCH RD,STERLING, ,BLVD,N,STERLING,STERLING PARK,2013-12-10T00:00:00.000Z, ,COUNTY,NS,1456
187647,1999-0173,4494,43101,43100,43109,43108,0,0,0,0, ,7088,2006-03-06T00:00:00.000Z,4494,TEMP END,RIVER CREEK PKWY,NORTHLAKE, ,BLVD, ,LEESBURG,NORTHLAKE,2007-12-17T00:00:00.000Z,1,COUNTY,WE,2183
188644,2001-0051,3208,20927,20926,20951,20950,0,0,0,0, ,10094,,3208,KILLAWOG TE,KILLAWOG TE,COLECROFT, ,SQ, ,ASHBURN,ASHBURN VILLAGE,2004-03-18T00:00:00.000Z,46,COUNTY,NS,PAE-U
187648,1999-0173,4494,0,43110,0,43160,0,0,0,0, ,17204,2006-03-06T00:00:00.000Z,4494,TEMP END,RIVER CREEK PKWY,NORTHLAKE, ,BLVD, ,LEESBURG,NORTHLAKE,2007-12-17T00:00:00.000Z,1,COUNTY,WE,2183
187649,1999-0173,4494,43111,0,43161,0,0,0,0,0, ,17203,2006-03-06T00:00:00.000Z,4494,TEMP END,RIVER CREEK PKWY,NORTHLAKE, ,BLVD, ,LEESBURG,NORTHLAKE,2007-12-17T00:00:00.000Z,1,COUNTY,WE,2183
188645,1995-0180,2029,34881,34880,34891,34890,0,0,0,0, ,11663,,2029,TURNBERRY DR,END,BENJAMIN, ,CT, ,ROUND HILL,STONELEIGH,2001-05-23T00:00:00.000Z,7,COUNTY,WE, 
187650,1999-0305,4512,20031,20030,20047,20046,0,0,0,0, ,7509,,4512,RYDER CUP SQ,ENDS,PRESIDENTS CUP, ,TE, ,ASHBURN,BELMONT,2001-04-02T00:00:00.000Z,B,COUNTY,NS,PAE-U
188646,2001-0195,4994,20387,20386,20419,20418,0,0,0,0, ,11171,2006-11-17T00:00:00.000Z,4994,CHESTERTON ST,MIDDLEBURY ST,TILBERG, ,ST, ,ASHBURN,BELMONT GREENE,2004-03-23T00:00:00.000Z,3/4,COUNTY,NS,PAE-U
187651, ,74,0,0,0,0,511,510,513,512,1,2908,2005-10-31T00:00:00.000Z,74,SUGARLAND RUN DR,ENDS,AVONDALE, ,DR, ,STERLING,SUGARLAND RUN,1911-01-01T00:00:00.000Z,1,COUNTY,NS,1712
187652, ,3640,0,0,0,0,0,0,0,0,1,8151,2007-11-09T00:00:00.000Z,3640,BATTLEFIELD PKWY SE,END,SOLITUDE,SE,CT, ,LEESBURG,KINCAID FOREST,1995-06-30T00:00:00.000Z, ,LEESBURG,NS,PAE-U
187653, ,3640,0,0,0,0,0,0,0,0,1,17225,2007-11-09T00:00:00.000Z,3640,BATTLEFIELD PKWY SE,END,SOLITUDE,SE,CT, ,LEESBURG,KINCAID FOREST,1995-06-30T00:00:00.000Z, ,LEESBURG,NS,PAE-U
188647,1997-0367,2031,18285,18284,18289,18288,0,0,0,0, ,11665,,2031,STONELEIGH DR,HARRY BYRD HWY,TURNBERRY, ,DR, ,ROUND HILL,STONELEIGH,2002-02-14T00:00:00.000Z,1,COUNTY,NS,1333
187654, ,566,40441,40440,40457,40456,0,0,0,0,1,10553,,566,CLARKES GAP RD,OLD WATERFORD RD,HURLEY, ,LA, ,PAEONIAN SPRINGS, ,1997-03-19T00:00:00.000Z, ,COUNTY,WE,703
188648, ,1128,0,42587,0,42622,0,0,0,0,1,17578,2009-07-22T00:00:00.000Z,1128,EVERGREEN MILLS RD,LOUDOUN CO PKWY,RYAN, ,RD, ,COUNTY, ,2005-10-05T00:00:00.000Z, ,COUNTY,WE,772
187655, ,4349,21075,21074,21087,21086,0,0,0,0, ,6803,,4349,LITCHFIELD TE,END,BITTERROOT, ,TE, ,ASHBURN,ASHBURN VILLAGE,2001-05-03T00:00:00.000Z,51C,COUNTY,NS,PAE-U
188649, ,1977,0,0,0,0,0,0,0,0,1,18036,2006-10-30T00:00:00.000Z,1977,CLAIBORNE PKWY,ASHBURN FARM PKWY,CROSSROADS, ,DR, ,ASHBURN,ASHBURN FARM,1999-07-07T00:00:00.000Z,4,COUNTY,WE,1880
188650,2005-0490,7127,23007,23006,23015,23014,0,0,0,0,3,18646,,7127,ADDLESTONE PL,EVERGREEN RIDGE DR,CHERTSEY, ,ST, ,ASHBURN,LOUDOUN VALLEY ESTATES II LB 1,2007-08-29T00:00:00.000Z,4/5,COUNTY,NS,PAE-U
187656,2002-0042,5382,11269,11268,11359,11358,0,0,0,0, ,10555,,5382,TRITICUM LA,END,ALLIUM, ,LA, ,LOVETTSVILLE,MOLER,2002-07-17T00:00:00.000Z,2,COUNTY,NS,PAE-R
188651, ,1322,45219,0,45501,0,0,0,0,0,1,10587,2005-10-05T00:00:00.000Z,1322,FARMWELL RD,SULLY RD,WAXPOOL, ,RD, ,COUNTY, ,2010-04-02T00:00:00.000Z, ,COUNTY,WE,625
188652, ,1170,0,0,0,0,0,0,0,0, ,14650,2006-04-20T00:00:00.000Z,1170,FAULKNER PKWY,LOUDOUN COUNTY PKWY,SHELLHORN, ,RD, ,ASHBURN, ,2010-04-28T00:00:00.000Z, ,COUNTY,NS,643
188653, ,1977,0,0,0,0,0,0,0,0,1,3363,2006-10-30T00:00:00.000Z,1977,CLAIBORNE PKWY,ASHBURN FARM PKWY,CROSSROADS, ,DR, ,ASHBURN,ASHBURN FARM,1999-07-07T00:00:00.000Z,4,COUNTY,WE,1880
188654,2002-0423,5931,17753,17752,17765,17764,0,0,0,0, ,13163,,5931,MARBURY ST,END,CARDINAL, ,CT, ,ROUND HILL,ROUND HILL LAKE POINT,2004-01-13T00:00:00.000Z,II,COUNTY,NS,PAE-U
188655,2000-0113,5026,0,0,0,0,0,0,0,0, ,9056,,5026,ZANDER TE,MACGLASHAN TE,OLD ANNESS, ,AL, ,ASHBURN,BELMONT GREENE CONDOMINIUMS,2001-06-11T00:00:00.000Z, ,COUNTY,WE,PAE-U
187657,1989-0041,1542,0,0,0,0,0,0,0,0, ,16275,2005-08-12T00:00:00.000Z,1542,BATTLEFIELD PKWY NE,ENDS,SMARTTS,NE,LA, ,LEESBURG,POTOMAC CROSSING,1993-03-09T00:00:00.000Z,1B,LEESBURG,WE,PAE-U
187658, ,2859,20400,20399,20422,20421,0,0,0,0,1,2219,,2859,NASHUA ST,END,PLAINFIELD, ,ST, ,ASHBURN,BELMONT FOREST,1994-03-10T00:00:00.000Z,1,COUNTY,NS, 
188656,2001-0051,5238,44459,44458,44511,44510,0,0,0,0, ,10095,,5238,KILLAWOG TE,MARBLEHEAD DR,POTTER, ,TE, ,ASHBURN,ASHBURN VILLAGE,2004-03-18T00:00:00.000Z,46,COUNTY,WE,PAE-U
187659, ,110,0,0,0,0,0,0,0,0,1,10558,,110,WOODGROVE RD,HARRY BYRD HWY,BELL, ,RD, ,COUNTY, ,1994-11-04T00:00:00.000Z, ,COUNTY,WE,720
187660, ,3640,0,0,0,0,425,0,427,0,1,8150,2006-03-09T00:00:00.000Z,3640,BATTLEFIELD PKWY SE,END,SOLITUDE,SE,CT, ,LEESBURG,KINCAID FOREST,1995-06-30T00:00:00.000Z, ,LEESBURG,NS,PAE-U
188657, ,6630,0,0,0,0,0,0,0,0, ,16443,,6630,NB SULLY RD,WB WAXPOOL RD, ,FR,RAMP,EX, , ,2005-10-06T00:00:00.000Z, ,COUNTY, , 
187661,2004-0512,1762,0,0,0,0,201,200,205,206, ,15333,2006-03-09T00:00:00.000Z,1762,LAWSON RD SE,END,GREENHOW,SE,CT, ,LEESBURG,TURNER-WILSON,1992-08-14T00:00:00.000Z, ,LEESBURG,WE,PAE-U
188658,2002-0044,4967,42601,42600,42615,42614,0,0,0,0,1,11677,2009-07-22T00:00:00.000Z,4967,NORTHSTAR BLVD,LEGACY PARK DR,REGAL WOOD, ,DR, ,ASHBURN,BRAMBLETON,2010-04-02T00:00:00.000Z,2-1,COUNTY,WE,2550
187662,2002-0284,5394,0,0,0,0,700,701,712,713, ,10560,,5394,TENNESSEE DR,END,PRINCETON,NE,CT, ,LEESBURG,EDWARDS LANDING,2005-03-07T00:00:00.000Z,2B,LEESBURG,NS,PAE-U
188659,2006-0654,7051,25127,25126,25173,25172,0,0,0,0,1,18367,2013-04-04T00:00:00.000Z,7051,PARADISE PL,END,BEACH, ,PL, ,CHANTILLY,LITTLE RIVER COMMONS,2013-04-08T00:00:00.000Z,1,COUNTY,NS,2591
188660,2002-0545,5513,25551,25550,25579,25578,0,0,0,0, ,12666,2006-12-13T00:00:00.000Z,5513,LONGACRE DR,END,DAPPER, ,CT, ,CHANTILLY,CEDAR HUNT,2013-12-09T00:00:00.000Z,2,COUNTY,NS,2667
187663,2002-0284,5392,0,0,0,0,700,701,706,707, ,10561,,5392,TENNESSEE DR,END,HARTFORD,NE,CT, ,LEESBURG,EDWARDS LANDING,2005-03-07T00:00:00.000Z,2B,LEESBURG,NS,PAE-U
188661, ,1322,0,0,0,0,0,0,0,0,1,16421,2005-10-05T00:00:00.000Z,1322,FARMWELL RD,SULLY RD,WAXPOOL, ,RD, ,COUNTY, ,2010-04-02T00:00:00.000Z, ,COUNTY,WE,625
188662, ,1236,0,0,0,0,0,0,0,0,1,16430,2005-10-05T00:00:00.000Z,1236,HARRY BYRD HWY,FAIRFAX COUNTY,SULLY, ,RD, ,STERLING, ,1911-01-01T00:00:00.000Z, ,COUNTY,NS,28
188663, ,6629,0,0,0,0,0,0,0,0, ,16440,,6629,NB SULLY RD,WB WAXPOOL RD, ,TO,RAMP,EX, , ,2005-10-06T00:00:00.000Z, ,COUNTY, , 
187664,2002-0284,5393,0,0,0,0,700,701,712,713, ,10562,,5393,TENNESSEE DR,END,MONTAUK,NE,CT, ,LEESBURG,EDWARDS LANDING,2005-03-07T00:00:00.000Z,2B,LEESBURG,WE,PAE-U
188664, ,7473,0,0,0,0,0,0,0,0,1,17489,2010-04-06T00:00:00.000Z,7473,FAULKNER PKWY,FARMWELL RD,WAXPOOL, ,RD, ,COUNTY, ,2010-04-05T00:00:00.000Z, ,COUNTY,WE,640
188665, ,396,19991,19990,20057,20056,0,0,0,0,1,1800,2006-12-15T00:00:00.000Z,396,MASONS LA SE,OLD OX RD,EVERGREEN MILLS, ,RD, ,COUNTY, ,2001-09-20T00:00:00.000Z, ,COUNTY,NS,621
188666, ,1236,0,0,0,0,0,0,0,0,1,16429,2005-10-05T00:00:00.000Z,1236,HARRY BYRD HWY,FAIRFAX COUNTY,SULLY, ,RD, ,STERLING, ,1911-01-01T00:00:00.000Z, ,COUNTY,NS,28
188667, ,1170,0,0,0,0,0,0,0,0, ,11350,2006-04-20T00:00:00.000Z,1170,FAULKNER PKWY,LOUDOUN COUNTY PKWY,SHELLHORN, ,RD, ,ASHBURN, ,2010-04-28T00:00:00.000Z, ,COUNTY,NS,643
187665,2002-0284,5395,0,0,0,0,1216,1217,1234,1235, ,10563,,5395,HUTCHISON PL,BATTLEFIELD PKWY NE,TENNESSEE,NE,DR, ,LEESBURG,EDWARDS LANDING,2005-03-07T00:00:00.000Z,2B,LEESBURG,WE,PAE-U
188668, ,6065,44321,44320,44365,44364,0,0,0,0, ,13423,,6065,ASHBROOK PL,ASHBROOK PL,PREMIER, ,PLAZA, ,ASHBURN,ASHBROOK,2004-02-27T00:00:00.000Z, ,COUNTY,WE,PAE-U
187666,2002-0212,4722,0,0,0,0,0,0,0,0, ,10564,,4722, ,SYCOLIN RD SE,HOPE,SE,PKWY, ,LEESBURG,STRATFORD,2000-03-27T00:00:00.000Z,A-B,LEESBURG,WE,PAE-U
188669,2001-0051,5235,44431,44430,44445,44444,0,0,0,0, ,10110,,5235,LIVONIA TE,LIVONIA TE,HARWICH, ,SQ, ,ASHBURN,ASHBURN VILLAGE,2004-03-18T00:00:00.000Z,48,COUNTY,WE,PAE-U
187667, ,2099,0,0,0,0,528,523,528,523, ,17248,2006-03-09T00:00:00.000Z,2099,BATTLEFIELD PKWY SE,LAWSON RD SE,BEAUREGARD,SE,DR, ,LEESBURG,BEAUREGARD ESTATES,1992-04-14T00:00:00.000Z,1,LEESBURG,NS,PAE-U
187668, ,4146,43043,43042,43055,43054,0,0,0,0,1,6135,,4146,TALL CEDARS PKWY,ELK LICK RD,THOROUGHGOOD, ,DR, ,CHANTILLY,SOUTH RIDING,1998-08-20T00:00:00.000Z,5B,COUNTY,WE,PAE-U
188670, ,7473,43901,0,43909,0,0,0,0,0,1,17493,2010-04-06T00:00:00.000Z,7473,FAULKNER PKWY,FARMWELL RD,WAXPOOL, ,RD, ,COUNTY, ,2010-04-05T00:00:00.000Z, ,COUNTY,WE,640
187669,2006-0572,6918,0,0,0,0,0,0,0,0,2,17828,,6918,COPPERMINE SQ,PROMENADE DR,CANAL BOAT, ,AL, ,LEESBURG,LANSDOWNE TOWN CENTER,2006-08-11T00:00:00.000Z,E5,COUNTY,NS,PAE-U
188671, ,726,0,0,0,0,0,0,0,0,1,11727,2010-10-28T00:00:00.000Z,726,ATLANTIC BLVD,CHURCH RD,MAGNOLIA, ,RD, ,STERLING,FOXLEE,1911-01-01T00:00:00.000Z,1,COUNTY,NS,1525
188672, ,6632,0,0,0,0,0,0,0,0, ,16453,,6632,NB SULLY RD,W CHURCH RD, ,FR,RAMP,EX, , ,2005-10-06T00:00:00.000Z, ,COUNTY, , 
187670, ,2103,0,0,0,0,402,401,418,417,1,1624,2006-03-09T00:00:00.000Z,2103,RANGERS WY SE,ENDS,BRECKINRIDGE,SE,SQ, ,LEESBURG,FORT BEAUREGARD,1992-10-05T00:00:00.000Z,1,LEESBURG,NS,PAE-U
188673,2007-0093,7057,42221,42220,42255,42254,0,0,0,0,3,18389,2009-12-02T00:00:00.000Z,7057,WHITE SANDS DR,END,OASIS, ,CT, ,CHANTILLY,LITTLE RIVER COMMONS,2013-04-08T00:00:00.000Z,2,COUNTY,WE,2593
187671,2004-0063,1037,25247,25246,25273,25272,0,0,0,0,1,14827,,1037,JOHN MOSBY HWY,ELK LICK RD RT 1096,ELK LICK, ,RD, ,CHANTILLY, ,1993-04-08T00:00:00.000Z, ,COUNTY,NS,621
188674,2001-0312,4724,25837,25836,25855,25854,0,0,0,0, ,10236,2006-12-14T00:00:00.000Z,4724,FREEDOM ST,DONOVAN DR,DONEGAL, ,DR, ,CHANTILLY,SOUTH RIDING,2008-04-04T00:00:00.000Z,48,COUNTY,NS,1248
187672,2004-0063,1037,25275,25274,25283,25282,0,0,0,0,1,14828,,1037,JOHN MOSBY HWY,ELK LICK RD RT 1096,ELK LICK, ,RD, ,CHANTILLY, ,1993-04-08T00:00:00.000Z, ,COUNTY,NS,621
188675,1999-0385,4580,18323,18322,18335,18334,0,0,0,0, ,7617,2006-12-13T00:00:00.000Z,4580,SHOAL CREEK DR,END,MID OCEAN, ,PL, ,LEESBURG,RIVER CREEK,2002-12-17T00:00:00.000Z,1-1/4,COUNTY,NS,PAE-U
188676, ,1163,0,0,0,0,0,0,0,0,1,11734,,1163,SULLY RD,ATLANTIC BLVD,SEVERN, ,WY,E,STERLING,HAZELTON,1999-10-26T00:00:00.000Z, ,COUNTY,WE,847
187673,2000-0421,5279,38677,38676,38831,38830,0,0,0,0, ,10572,,5279,GEORGES MILL RD,END,TRITICUM, ,LA, ,LOVETTSVILLE,MOLER,2002-04-03T00:00:00.000Z, ,COUNTY,WE,PAE-R
188677, ,7473,43875,43874,43899,43898,0,0,0,0,1,15391,2010-04-06T00:00:00.000Z,7473,FAULKNER PKWY,FARMWELL RD,WAXPOOL, ,RD, ,COUNTY, ,2010-04-05T00:00:00.000Z, ,COUNTY,WE,640
188678, ,1219,0,22386,0,22418,0,0,0,0,1,5084,2007-03-20T00:00:00.000Z,1219,E HOLLY AV,PACIFIC BLVD,STERLING, ,BLVD,S,STERLING,STERLING PARK,2013-12-10T00:00:00.000Z, ,COUNTY,NS,846
188679,2003-0397,6398,0,0,0,0,0,0,0,0, ,15492,,6398,MCCOMAS TE,END,DRILLFIELD, ,TE, ,CHANTILLY,SOUTH RIDING,2005-03-09T00:00:00.000Z,81-1,COUNTY,NS,PAE-U
188680,2005-0225,5217,0,0,0,0,8,1,10,5, ,16466,2007-10-30T00:00:00.000Z,5217,EAST BROAD WY,S LOUDOUN ST,BERLIN, ,PKE,S,LOVETTSVILLE, ,2002-01-29T00:00:00.000Z, ,LOVETTSVILLE,NS,287
