OBJECTID,ZONECLASS,ZONEDESC,LASTUPDATE,LASTEDITOR,ACCOUNT,NOTES,SHAPE_Length,SHAPE_Area
53021,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 92   A     20,,9073.738067,4636792.043023
54149,A-1,Agricultural,2005-08-15T00:00:00.000Z,, 18   2      A,,2484.024385,336483.059105
54150,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 18   1      B,,2079.259468,180387.991211
53022,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 92   A     23,,12844.705642,6043179.338341
54151,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 36C  1      1,,1753.778497,135631.543009
54152,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 36   A     48D,,2370.698123,280965.685218
54153,999,N/A,2005-08-15T00:00:00.000Z,, 13C  4      1,OUTSIDE OF COUNTY,1149.697306,62562.93461
53023,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 17A  1    141,,970.218665,32073.641583
54154,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 13C  4      1,,462.898297,12475.394872
53024,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 48   A      5F,,1552.613995,133886.856881
54155,999,N/A,,, 21G  2  G  13,OUTSIDE OF COUNTY,539.116035,17031.700222
53025,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 18G  1     16,,992.903024,60944.804014
54156,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 21   A     61,,3376.622566,747066.876489
53026,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 23B  1     25,,970.98792,58607.933917
54157,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 15   A     15,,101.280529,483.583226
53027,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 87   3      2,,2955.733842,347584.414361
54158,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 15A 18      2,,1282.780263,74440.038758
53028,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 87   3      7,,2919.103356,355353.694356
54159,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 87   A     18,,5936.19295,1314968.831498
53029,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 87   3      8,,3131.672437,349998.636855
54160,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 25C  8     15,,3233.282579,507137.943431
53030,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 87   3      9,,3324.544745,357428.091062
54161,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 25   4      1H,,2360.729903,280565.894665
53031,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 87   2      2,,2739.588138,322368.460558
53032,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 23K  1  B   8,,837.178775,35358.488184
53033,999,N/A,2005-07-01T00:00:00.000Z,, 19A  1     30,OUTSIDE OF COUNTY,588.185755,20192.218867
54162,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 25   4      1F,,2729.041247,322709.397811
54163,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40   A     13A1, ,837.595651,42914.388578
53034,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20J  4     11,,551.412811,17554.072795
54164,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40A  1      3, ,1831.875046,120033.717343
53035,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20L  1     24,,772.175799,33763.106778
54165,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40   2      1, ,3028.579361,465626.208552
53036,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20J  2     60,,682.142136,26704.509168
54166,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40   5      4, ,10832.079177,3446815.812308
53037,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20L  1     18,,737.520758,33412.488251
54167,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 15B  6    107,,320.369666,3345.974256
53038,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20J 10      1,,686.102695,25065.906835
54168,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 15B  6    109,,372.882793,4345.499404
53039,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20J  1     57,,609.406005,20420.490704
54169,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 30   A     51A, ,1337.060454,96867.495278
53040,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20K  3      9,,567.460005,15740.770212
54170,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 30   A     51B, ,1963.684905,216269.610507
53041,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 23  12     19,,2731.097361,274370.5424
54171,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 18   1      A,,2236.964952,222568.822091
53042,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 46   A     58B,,1521.616041,130455.356368
54172,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 18   A     10,,1899.499975,105390.235667
53043,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 87   4     12A,,1403.667578,82187.321929
54173,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 18   A    145,,1559.132022,135334.915042
53044,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 23   A     57,,838.208588,40128.289882
54174,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 18   A    143,,909.270626,49400.532917
53045,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20J  5     11,,577.42251,20508.306268
54175,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20H  1EQD 101A,,657.937054,23506.542131
53046,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 23K  1  B   9,,844.822274,35370.507154
54176,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 36   A     26,,7814.546588,1379743.757354
53047,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20M  2     11,,1615.65246,130491.588524
54177,999,N/A,2007-03-06T00:00:00.000Z,, 21G  1      9,OUTSIDE OF COUNTY,660.086665,27116.521149
53048,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20L  1     19,,976.564586,57015.751604
54178,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21G  2  G  12,,264.50983,2942.704462
53049,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 23  12      3,,3109.68806,366311.818106
54179,999,N/A,,, 21G  1      6,OUTSIDE OF COUNTY,546.978253,17268.43176
53050,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20K  5     25,,552.292496,14545.419297
54180,999,N/A,,, 21G  1      8,OUTSIDE OF COUNTY,559.740872,18310.805242
53051,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21N  1      1,,957.334367,45216.505975
54181,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21G  2  J   9,,355.834337,6310.205739
53052,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21   A    158,,1176.030787,72074.925861
54182,999,N/A,,, 21G  2  J  11,OUTSIDE OF COUNTY,575.65582,19622.08557
53053,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20K  3     10,,570.125277,16046.403032
54183,999,N/A,,, 21G  1      1,OUTSIDE OF COUNTY,580.716526,20229.381777
54184,999,N/A,,, 21G  1      2,OUTSIDE OF COUNTY,568.784186,18984.729508
53054,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20K  9      1,,632.53801,18838.716164
54185,999,N/A,,, 21G  2  J   8,OUTSIDE OF COUNTY,555.003961,18076.643525
53055,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20S  6     13,,665.165513,26310.310664
54186,999,N/A,,, 21G  2  J   6,OUTSIDE OF COUNTY,548.220607,18244.799025
53056,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20A  2  A  24,,667.201985,27453.804501
54187,999,N/A,,, 21G  2  J   9,OUTSIDE OF COUNTY,567.742218,19121.838122
53057,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 46   A     79A,,1591.365219,133178.879308
54188,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 22G  3     23,,726.54477,29408.279397
53058,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 46   A     79D,,851.786578,42517.129058
54189,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 22G  3     22,,697.091528,27924.914809
53059,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 46  14      4,,4820.883584,487426.572749
54190,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 22G  1     21,,495.332708,13750.976739
53060,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20H  1NQD 144,,620.474391,20258.00317
54191,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 22G  1     22,,506.110974,14232.813143
53061,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20R  1     73,,636.186655,22618.486574
54192,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 22   A     85A,,3162.323607,439146.57726
53062,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20H  1NQD 138,,819.948095,22526.423043
54193,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 30   3      A1, ,7966.315692,2268787.973504
53063,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20R  1     69,,621.029429,20649.595466
54194,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 30   3      A5, ,1377.260794,107887.880272
54195,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 30   3      A, ,8432.878826,2975872.928932
53064,ROW,Right-of-Way,2005-07-01T00:00:00.000Z,,,ROW,2090.173386,61398.347183
54196,999,N/A,2005-07-01T00:00:00.000Z,, 13E  6  U   14,OUTSIDE OF COUNTY,543.839416,17270.787471
53065,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 22C  6  4   6,,461.606431,5051.47791
54197,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 13E  6  U   2,,540.055859,18027.927784
53066,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 22C  6  6   4,,278.027158,2704.656582
54198,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 13E  6  U   3,,535.473824,17691.810835
53067,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21D  8  B   4,,760.533109,32415.424155
54199,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 13E  6  U   4,,533.286932,17538.554166
53068,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 22D  2     39,,852.006408,10822.321063
54200,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 13E  5  P  11,,492.903824,14503.855171
53069,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 22C  6  6   5,,311.446474,3259.351495
54201,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 13E  5  P  12,,496.264383,14738.908077
53070,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 53   A     64,,867.323494,46548.647129
54202,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 13E  5  N   8,,606.600808,19915.587503
53071,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 53   A     68C1,,316.547255,6093.543834
54203,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 13E  5  P  10,,507.233106,15312.701749
53072,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 46   A     61B,,1009.503869,62343.478534
54204,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 18B  6  A   1,,780.536549,35981.122302
53073,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 46   A     79E,,3318.599058,224076.233338
53075,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20H  1NQD 140,,969.380579,39213.506126
54205,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 18   A     49,,4051.26646,746880.183336
53076,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20R  1     72,,615.833701,20627.38861
53077,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20R  1     71,,615.559797,20725.922628
54206,"B-GC,C","Business - General Commercial, Conditional",2005-08-15T00:00:00.000Z,, 27B  1      3C,,859.905648,40326.015676
53078,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20H  1NQD 142,,909.453319,31915.103358
53079,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 22C  8     11F,,578.417401,11000.221657
54207,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 18   A     47B,,5054.84219,769285.297608
53080,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 23E  4     20,,859.646799,37368.283484
54208,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 12   A     77,,264.175785,4111.857426
53081,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 22D  2     22,,855.445012,10321.52332
54209,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12H  2  2   9,,618.593593,21882.618278
53082,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21C 10     10,,673.758142,26861.32648
54210,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12H  2  2   8,,707.785243,31478.458363
53083,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 23E  4     23,,955.050127,45172.886079
54211,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12J  1     23,,729.583522,28919.736304
53084,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20H 13WQD   A,,685.449302,16839.744787
54212,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 12J 15  2   A,,678.413679,22399.180291
54213,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12J  1     22,,685.719803,25476.051583
54214,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 12J  1     21,,527.364779,16267.421767
53085,I-G,Industrial - General,2005-08-15T00:00:00.000Z,, 21   A    211,,1320.682113,89139.612117
54215,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 21H  1  A  20,,784.088591,27666.963162
53086,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21D  5  A  15,,571.568011,18854.108046
54216,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 21H  1  A   9,,907.773564,35150.387616
53087,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 22D  2     40,,861.542698,11950.603971
54217,999,N/A,2005-08-15T00:00:00.000Z,, 21H  1  A   9,OUTSIDE OF COUNTY,536.71293,16802.812543
53088,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21D  5  A  14,,578.433058,19423.928422
54218,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 12K  1     13A,,884.594221,33906.123798
53089,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 21H  1  C  10A,,876.848404,29636.158766
54219,999,N/A,2005-08-15T00:00:00.000Z,, 12K  1     13A,OUTSIDE OF COUNTY,540.591778,16871.813416
53090,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 33B  4     22, ,926.870369,44383.934269
54220,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 12K  1      4C,,2616.845691,354353.151522
53091,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 33B  4     23, ,777.983387,31592.1956
54221,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 12K  1      4B,,2433.425756,367518.5131
53092,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 33B  4     24, ,679.069455,23954.351822
54222,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 12K  1      5,,786.762619,29150.846369
53093,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 33B  4     25, ,661.952634,22701.431669
54223,999,N/A,2005-07-01T00:00:00.000Z,, 13E  5  N   1,OUTSIDE OF COUNTY,592.416224,21497.286704
53094,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 33B  4     12, ,658.538793,22925.112701
54224,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 13   A     51,,948.45477,41819.14574
53095,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 33B  6      B, ,918.562444,50460.878448
54225,999,N/A,2005-07-01T00:00:00.000Z,, 13   A     51,OUTSIDE OF COUNTY,1038.926511,60765.196494
53096,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 33B  6      6, ,1202.856575,77610.332317
54226,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 87   4     12,,4681.657646,1090792.013959
53097,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 33B  6      7, ,1183.910018,86005.632223
54227,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 25   4      2A,,1341.511921,70532.942859
53098,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 46   A     59,,2186.707402,151115.329591
53099,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 46   A     58,,6589.82054,1475159.850924
54228,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 25   4      3B,,858.575492,45094.97469
53100,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 46   1      1F,,3403.477764,214869.395222
54229,A-1,Agricultural,2005-07-01T00:00:00.000Z,,<Null>,ROW,592.284969,7705.113751
53101,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20H  1NQD 136,,307.405817,3900.745608
54230,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40   A    103, ,1663.738819,154861.241419
53102,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20H  1NQD 135,,40.062961,67.808959
54231,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40   A    101, ,1546.774283,138330.252064
53103,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20H  1NQD 139,,839.304845,15918.100947
54232,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 40   A     99A, ,3252.695499,222732.628633
53104,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20H  1NQD 141,,832.761209,22926.425474
54233,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 68C  2      1,,219.203383,908.752568
53105,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 22D  2     38,,845.272207,10360.964496
54234,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 68   A     76,,1198.102298,65647.489058
53106,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 22C  6  7  15,,482.019277,5449.127266
54235,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 68   A     81E,,2681.627189,345272.709304
53107,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21C 10     16,,600.980469,20573.248317
54236,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 68   A     91D,,2491.343504,312991.802925
53108,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20H  1WQD 120,,719.149979,28718.553934
54237,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 68D  4      6,,777.298617,15076.30433
53109,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21D  5  A  20,,585.420834,19290.842519
54238,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 72   A     11,,6914.924692,2179749.27935
53110,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21D  5  A 100,,572.607742,19047.567302
54239,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 72   A     15,,13397.776755,4676037.048914
53111,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20D  8     26,,540.108894,11588.757617
54240,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 21   A     97C,,937.064598,53131.742364
53112,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 22C  6  4   7,,460.173016,5019.955516
54241,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,,  8   A      4D,,1360.392934,100487.140382
53113,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21D  5  A  18,,562.131338,17966.963088
54242,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,,  8   A      4B,,1294.065158,88940.696034
53114,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 20H  1WQD  15,,718.898789,21724.221634
54243,A-1,Agricultural,2005-07-01T00:00:00.000Z,,  9   8      6A,,1936.450572,131573.131756
53116,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 21A  4    211,,506.344436,5834.18806
53117,A-1,Agricultural,2005-07-01T00:00:00.000Z,,101   A     41B,,1873.547245,215117.747538
54244,A-1,Agricultural,2005-07-01T00:00:00.000Z,,  9   8      9,,2282.726226,269031.586412
53118,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 33F  2      5, ,1087.673346,45822.316629
54245,A-1,Agricultural,2005-07-01T00:00:00.000Z,,  9   8      8,,2647.051063,259264.647637
53119,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 33B  4     26, ,660.558677,23051.96581
53120,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 33F  2      2, ,2093.856311,106962.430733
54246,A-1,Agricultural,2005-07-01T00:00:00.000Z,,  9   A      3A,,2384.019512,141043.743091
53121,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 33B  5     23, ,694.825381,26868.024267
54247,I-H,Industrial - Heavy,2005-08-15T00:00:00.000Z,,  9   A     41,,2798.650649,483251.218148
53122,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 33B  5     11, ,727.315122,27800.317185
54248,R-MF,Residential - Multi Family,2007-03-06T00:00:00.000Z,, 27   A     71,,4097.175279,931143.140985
53123,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 33B  5      8, ,712.71761,26400.875951
54249,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 18B  6  C   2,,615.993793,20826.025237
53124,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 33B  6      4, ,2572.447995,257156.509423
54250,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 23   7      2A,,7274.940783,3341289.431346
54251,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 22A  1     50A,,929.084271,40368.050235
53125,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 70   8      5,,4869.225551,1229958.243604
54252,I-G,Industrial - General,2005-08-15T00:00:00.000Z,, 18   A     91,,2393.377032,347323.446871
54253,BRKN,Contact the Town of Brookneal,2005-07-01T00:00:00.000Z,,103C 18      H,ZONED BY THE TOWN OF BROOKNEAL,578.538299,1536.776442
53126,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 17   A     43A,,2249.484255,217650.193622
53127,A-1,Agricultural,2005-07-01T00:00:00.000Z,,,ROW,1764.073541,49158.376453
54254,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 32   A    119, ,2264.788065,263740.943699
53128,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 45   A     24A,,761.815642,31038.840669
54255,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 32   A    118, ,1129.944329,55795.028735
54256,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,,,,4169.34811,62126.425877
53129,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 45   A      9,,6804.140261,2444854.118311
54257,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 13D  1     38,,1351.229461,113296.92251
54258,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 13D  1     47,,1544.443088,133542.545565
53130,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 31F  2      3, ,1751.087681,147511.892985
54259,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 13D  1     31B,,461.482429,12121.192949
53131,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 31F  2      7, ,1699.647159,162575.740858
54260,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 33   A     38B, ,1029.410707,67760.241853
54261,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 25F  2     15,,2025.229252,232291.047473
53132,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 62   A      8B,,9718.804345,2899928.717112
54262,A-1,Agricultural,2005-07-01T00:00:00.000Z,,<Null>,ROW,1019.853912,15355.33482
53133,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,,102A  2  4   4,,1250.025019,64818.849365
53134,A-1,Agricultural,2005-07-01T00:00:00.000Z,,102   2      3,,5964.635209,2041727.139203
54263,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 35   A     65,,1962.196926,216936.260808
53135,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,,102A  2  2   6A,,610.385606,19929.160941
54264,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 35F  2      2,,2330.886398,312439.687534
53136,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 43C  9      D, ,2206.72212,75393.309494
53137,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 43   8      2A, ,1763.244021,167083.887194
54265,R-SF,Residential - Single Family,2007-03-06T00:00:00.000Z,, 35A  1      2,,918.719107,50986.214253
53138,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 43C  4     11, ,2744.669968,187209.018406
54266,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 31F  1     10, ,1891.22439,147765.254157
53139,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 43H  2      2, ,1454.287898,108513.642166
54267,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 30H  1     15, ,1655.371676,132531.466509
53140,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 43C  9      E, ,1003.576935,55586.659468
54268,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 13D  1     17A,,647.957128,18834.360987
53141,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 12J 14      A2,,3544.200809,219314.260898
54269,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 13D  1     15,,1060.876413,45790.1132
54270,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 22A  1      7,,696.549506,8150.647201
53142,A-1,Agricultural,2005-07-01T00:00:00.000Z,,<Null>,ROW,1715.608518,17677.733162
54271,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 22A  1      6,,691.362328,8022.20796
54272,B-GC,Business - General Commercial,2005-08-15T00:00:00.000Z,, 22A  1      1,,802.965268,26501.767044
53143,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 52   1      3A,,3831.195292,725026.168089
54273,BRKN,Contact the Town of Brookneal,2005-07-01T00:00:00.000Z,,103C 30     63A,ZONED BY THE TOWN OF BROOKNEAL,1280.751679,36284.453724
53144,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 52   A     10,,6667.185373,1520762.985859
54274,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 47   A     66D,,4031.078362,262601.511721
54275,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 47   A     66A9,,4475.761638,838471.093058
53145,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 53   A      2,,9456.882588,4077194.010452
54276,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 47   A     66A4,,2822.330233,241543.522504
53146,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 53   A      2C,,2498.468931,304184.344986
54277,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 47   A     66A5,,2919.406052,215235.928313
53147,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 52   A      6B2,,2295.421219,261380.261149
54281,A-1,Agricultural,2005-07-01T00:00:00.000Z,, 23   7      1,,6265.329495,943030.97999
