OBJECTID,PAR_GPIN,PCDESC,LEGAL1,DISTNUM,PROPCLAS,ZONING,OWNER1,MAILADDR,MAILCITY,MAILSTAT,MAILZIP,AREA_DOC,SHAPEarea,SHAPElen
185,14662531310000,SCHOOLS,,,,,,,,,,,83305.074676,1302.730361
186,14664414630000,PUBLIC UTILITIES,,,,,,,,,,,435.702245,83.831958
187,14663849470000,PUBLIC UTILITIES,,,,,,,,,,,779.47147,116.413277
188,14664970600000,PARKS AND RECREATION,,,,,,,,,,,3011.045482,261.971294
189,14674285260000,PUBLIC UTILITIES,,,,,,,,,,,437.823637,115.025357
190,14674175970000,PARKS AND RECREATION,,,,,,,,,,,17490.877389,918.835653
191,14672286860000, ,,,,,,,,,,,1090.829033,297.651419
192,14674517270000, ,,,,,,,,,,,95102.252661,1297.211577
193,14674557210000, ,,,,,,,,,,,37224.143392,795.785903
194,14674586500000, ,,,,,,,,,,,23423.684249,701.535127
195,14674364860000,SCHOOLS,,,,,,,,,,,91193.139653,1277.209523
196,14673323870000,PUBLIC UTILITIES,,,,,,,,,,,431.601562,83.66882
197,14673416760000,PUBLIC UTILITIES,,,,,,,,,,,368.585886,76.80105
198,14684042220000,PARKS AND RECREATION,,,,,,,,,,,16791.957769,519.744898
199,14682340910000,PUBLIC UTILITIES,,,,,,,,,,,485.173286,88.826761
200,14684461380000,PUBLIC UTILITIES,,,,,,,,,,,392.255086,80.369248
201,14683343310000,PARKS AND RECREATION,,,,,,,,,,,5792.11039,333.24161
202,14684217660000,PARKS AND RECREATION,,,,,,,,,,,23878.601554,815.590087
203,14682594680000,PUBLIC UTILITIES,,,,,,,,,,,3580.166872,260.443819
204,14682786150000,PARKS AND RECREATION,,,,,,,,,,,8632.014417,372.455665
205,14684566670000,PARKS AND RECREATION,,,,,,,,,,,15931.054989,522.514824
206,14667967460000, ,,,,,,,,,,,2481.071999,217.392815
207,14667775070000,SCHOOLS,,,,,,,,,,,79040.540364,1258.36183
208,14677164870000, ,,,,,,,,,,,2016.985318,189.491026
209,14677165760000, ,,,,,,,,,,,2134.620814,195.595165
210,14677166750000, ,,,,,,,,,,,2158.066804,198.568197
211,14677167750000, ,,,,,,,,,,,3414.930184,237.302746
212,14689567190000,PUBLIC UTILITIES,,,,,,,,,,,400.141558,80.099312
213,14698397710000,PUBLIC UTILITIES,,,,,,,,,,,412.649951,81.267128
214,14699254780000,PUBLIC UTILITIES,,,,,,,,,,,321.031817,72.584213
215,14699495190000, ,,,,,,,,,,,3482.09183,791.675882
216,14699681850000, ,,,,,,,,,,,1099.294419,248.068794
217,14790570390000,SCHOOLS,,,,,,,,,,,75824.321659,1122.995427
218,14698726740000,PUBLIC UTILITIES,,,,,,,,,,,212.658105,69.845615
219,14699700370000, ,,,,,,,,,,,4062.943779,775.035825
220,14699794910000,PUBLIC UTILITIES,,,,,,,,,,,280.944282,66.871052
221,14698726710000, ,,,,,,,,,,,398.699593,83.593507
222,14785023420000,PARKS AND RECREATION,,,,,,,,,,,1021.937056,125.576266
223,14785016120000,ECONOMIC DEVELOPMENT,,,,,,,,,,,840.130781,172.668684
224,14774987480000,PARKS AND RECREATION,,,,,,,,,,,824.787684,115.163624
225,14775907680000,PARKS AND RECREATION,,,,,,,,,,,1077.944085,131.493309
226,14774963600000,PARKS AND RECREATION,,,,,,,,,,,1064.627438,130.991728
227,14774962330000,PARKS AND RECREATION,,,,,,,,,,,1081.609729,131.773678
228,14774961150000,PARKS AND RECREATION,,,,,,,,,,,1055.882571,130.566256
229,14774950880000,PARKS AND RECREATION,,,,,,,,,,,1076.869606,131.787782
230,14682540150000,PUBLIC UTILITIES,,,,,,,,,,,13035.098754,2307.016929
231,14682834910000,PUBLIC UTILITIES,,,,,,,,,,,396.841729,81.395971
232,14682846570000,PARKS AND RECREATION,,,,,,,,,,,16083.580878,521.541523
233,14682831790000,PARKS AND RECREATION,,,,,,,,,,,18917.722247,627.729411
234,14692269930000, ,,,,,,,,,,,375385.35753,3249.411609
235,14694228230000,PUBLIC UTILITIES,,,,,,,,,,,2627.982566,293.083065
236,14692634760000,PARKS AND RECREATION,,,,,,,,,,,91313.547618,6433.89093
237,14692620970000,PUBLIC UTILITIES,,,,,,,,,,,574.568046,103.868427
238,14694747090000,PUBLIC UTILITIES,,,,,,,,,,,362.347707,81.910131
239,14750196890000,PUBLIC UTILITIES,,,,,,,,,,,782.504098,118.312907
240,14659147780000,PARKS AND RECREATION,,,,,,,,,,,82645.581812,1601.528018
241,14657047770000,PARKS AND RECREATION,,,,,,,,,,,4397396.297894,19859.99644
242,14657389060000, ,,,,,,,,,,,1380.796564,155.608201
243,14657387850000, ,,,,,,,,,,,768.47896,124.158246
244,14656408470000,PUBLIC UTILITIES,,,,,,,,,,,793.608655,119.062406
245,14657444080000, ,,,,,,,,,,,1152.382364,137.506873
246,14657444730000, ,,,,,,,,,,,1406.282578,173.65258
247,14657462320000, ,,,,,,,,,,,916.398153,137.663468
248,14657461940000, ,,,,,,,,,,,813.162838,126.553171
249,14657317340000,PARKS AND RECREATION,,,,,,,,,,,27070.567188,745.413608
250,14657409250000, ,,,,,,,,,,,2106.293488,192.429398
251,14656682840000,PUBLIC UTILITIES,,,,,,,,,,,238.077362,61.722244
252,14657715400000, ,,,,,,,,,,,16824.881391,773.444578
253,14656582410000, ,,,,,,,,,,,911.135337,131.965157
254,14657962360000,PUBLIC UTILITIES,,,,,,,,,,,946.969615,120.843685
255,14666354470000,PARKS AND RECREATION,,,,,,,,,,,35198.557776,813.116414
256,14666336490000,PUBLIC UTILITIES,,,,,,,,,,,4489.956855,271.360295
257,14667418240000,LIBRARYS,,,,,,,,,,,61389.788098,1039.389267
258,14667996630000, ,,,,,,,,,,,3394.269491,275.380429
259,14667867650000, ,,,,,,,,,,,1553.329693,181.421111
260,14667863410000, ,,,,,,,,,,,16605.48991,559.661143
261,14667891640000, ,,,,,,,,,,,1307.391436,151.637037
262,14665982200000, ,,,,,,,,,,,3425.405016,234.394143
263,14666912290000,PUBLIC UTILITIES,,,,,,,,,,,650.019317,122.377061
264,14667958860000, ,,,,,,,,,,,223.750701,60.519488
265,14675199760000,PUBLIC UTILITIES,,,,,,,,,,,787.265981,115.050817
266,14677195110000, ,,,,,,,,,,,1758.395779,173.00645
267,14677194120000, ,,,,,,,,,,,1737.2672,172.207419
268,14677193130000, ,,,,,,,,,,,2641.669314,205.857781
269,14676293110000, ,,,,,,,,,,,228201.327804,2196.011623
270,14677290010000, ,,,,,,,,,,,2017.459827,185.026287
271,14677199010000, ,,,,,,,,,,,2272.914672,192.162429
272,14677169800000, ,,,,,,,,,,,3093.022503,243.205113
273,14677260840000, ,,,,,,,,,,,2993.898856,213.87109
274,14677197160000, ,,,,,,,,,,,1769.946976,171.647334
275,14677196180000, ,,,,,,,,,,,1735.377107,171.83898
276,14677195190000, ,,,,,,,,,,,1757.726867,172.981697
277,14677263810000, ,,,,,,,,,,,3564.802028,280.396258
278,14677163810000, ,,,,,,,,,,,1907.550444,182.234458
279,14677164800000, ,,,,,,,,,,,1958.131837,185.595888
280,14676130400000, ,,,,,,,,,,,10747.041369,595.40938
281,14676008640000, ,,,,,,,,,,,852.58635,200.74991
282,14677191130000, ,,,,,,,,,,,2232.506081,188.287052
283,14677161920000, ,,,,,,,,,,,2783.787067,209.905806
284,14677162930000, ,,,,,,,,,,,1842.225427,178.084541
285,14677079220000, ,,,,,,,,,,,2429.337834,197.447351
286,14677077160000, ,,,,,,,,,,,3085.904203,221.682034
287,14677075170000, ,,,,,,,,,,,2609.332167,202.120151
288,14677099270000, ,,,,,,,,,,,4305.539013,269.934708
289,14677098420000, ,,,,,,,,,,,2288.555876,197.100191
290,14677097520000, ,,,,,,,,,,,2495.505406,207.849499
291,14677096530000, ,,,,,,,,,,,2566.243028,211.274873
292,14677072430000, ,,,,,,,,,,,2200.320375,195.407557
293,14677074130000, ,,,,,,,,,,,3634.08453,240.175205
294,14677094170000, ,,,,,,,,,,,2433.5129,207.436378
295,14677092230000, ,,,,,,,,,,,2436.579218,204.281237
296,14677090650000, ,,,,,,,,,,,6386.134713,311.146018
297,14677071830000, ,,,,,,,,,,,195.362807,66.191377
298,14676505940000,PUBLIC UTILITIES,,,,,,,,,,,379.930428,78.370488
299,14677418960000,SCHOOLS,,,,,,,,,,,6394.153437,323.733904
300,14676853620000,PUBLIC UTILITIES,,,,,,,,,,,667.945261,106.620061
301,14677741250000,PUBLIC UTILITIES,,,,,,,,,,,934.916843,189.196968
302,14677758620000,PARKS AND RECREATION,,,,,,,,,,,10302.483368,707.086231
303,14676854160000,PARKS AND RECREATION,,,,,,,,,,,6250.551477,329.966446
304,14685048760000,PUBLIC UTILITIES,,,,,,,,,,,3176.134449,273.879739
305,14696571760000,PUBLIC UTILITIES,,,,,,,,,,,523.427403,116.323171
306,14658354900000, ,,,,,,,,,,,31597.708217,901.850372
307,14750301340000,PUBLIC UTILITIES,,,,,,,,,,,1266.467542,239.632569
308,14750735990000, ,,,,,,,,,,,1008.962943,559.333155
309,14658657870000,PUBLIC UTILITIES,,,,,,,,,,,233.390037,61.178642
310,14750504230000,PUBLIC UTILITIES,,,,,,,,,,,377.641774,77.907479
311,14750666170000, ,,,,,,,,,,,16816.434774,3683.175465
312,14659599510000, ,,,,,,,,,,,1092.040745,134.457901
313,14750690330000,PARKS AND RECREATION,,,,,,,,,,,22961.382657,802.577104
314,14669070950000,PUBLIC UTILITIES,,,,,,,,,,,3217.116329,1709.313357
315,14668341500000,PUBLIC UTILITIES,,,,,,,,,,,481.641803,88.394503
316,14669354880000,SCHOOLS,,,,,,,,,,,174410.77501,1691.409765
317,14668113880000,PUBLIC UTILITIES,,,,,,,,,,,1043.913968,141.109077
318,14669225880000, ,,,,,,,,,,,2948.784377,226.310317
319,14760150950000,PUBLIC UTILITIES,,,,,,,,,,,231.807107,60.977636
320,14669259670000,SCHOOLS,,,,,,,,,,,70885.846722,1092.507494
321,14669226280000, ,,,,,,,,,,,263.166068,84.91587
322,14668476350000,PUBLIC UTILITIES,,,,,,,,,,,1454.477915,185.533139
323,14760439930000,PARKS AND RECREATION,,,,,,,,,,,145877.566837,1668.181052
324,14668684650000,SCHOOLS,,,,,,,,,,,193419.961096,2006.257566
325,14668903850000, ,,,,,,,,,,,11943.571127,482.378318
326,14668819520000, ,,,,,,,,,,,3218.109682,226.924877
327,14760963440000,PUBLIC UTILITIES,,,,,,,,,,,318.851617,71.626188
328,14678092160000, ,,,,,,,,,,,10981.67532,835.702554
329,14678176560000,PUBLIC UTILITIES,,,,,,,,,,,232.496717,60.991523
330,14678547700000, ,,,,,,,,,,,12.833124,21.864342
331,14679494880000, ,,,,,,,,,,,1054.802924,146.223205
332,14770455730000,PUBLIC UTILITIES,,,,,,,,,,,274.980565,66.743076
333,14679444000000, ,,,,,,,,,,,14532.765708,495.311099
334,14679464900000, ,,,,,,,,,,,14436.914779,494.331434
335,14678745310000,PUBLIC UTILITIES,,,,,,,,,,,304.222066,70.743349
336,14678699720000,PUBLIC UTILITIES,,,,,,,,,,,337.040585,75.338297
337,14689097160000,PARKS AND RECREATION,,,,,,,,,,,10255.321354,446.135597
338,14679945350000,PUBLIC UTILITIES,,,,,,,,,,,995.090115,188.948826
339,14689463300000,SCHOOLS,,,,,,,,,,,2585.175584,206.758452
340,14689496160000,SCHOOLS,,,,,,,,,,,157651.08254,1630.551409
341,14689444880000,SCHOOLS,,,,,,,,,,,11731.264952,560.245406
342,14689433700000,SCHOOLS,,,,,,,,,,,11168.406381,505.177227
343,14689452420000,SCHOOLS,,,,,,,,,,,610.944355,114.471994
344,14689412940000,SCHOOLS,,,,,,,,,,,1780.670296,226.108684
345,14689426230000,SCHOOLS,,,,,,,,,,,18508.411276,1023.394881
346,14780754980000,PARKS AND RECREATION,,,,,,,,,,,18669.331278,732.862089
347,14780786710000,PARKS AND RECREATION,,,,,,,,,,,13938.717861,476.084729
348,14744514320000, ,,,,,,,,,,,747.004495,139.034034
349,14744515700000, ,,,,,,,,,,,2214.433856,192.074185
350,14745555540000,PARKS AND RECREATION,,,,,,,,,,,10554.243474,492.11214
351,14745543360000,PARKS AND RECREATION,,,,,,,,,,,13951.252919,498.208899
352,14746947290000,PUBLIC UTILITIES,,,,,,,,,,,1934.834568,195.726296
353,14754031760000,SCHOOLS,,,,,,,,,,,155708.637552,1788.763459
354,14742981760000,PUBLIC UTILITIES,,,,,,,,,,,365.174054,76.859737
355,14743679440000,PUBLIC UTILITIES,,,,,,,,,,,382.468867,77.857248
356,14752485690000,PARKS AND RECREATION,,,,,,,,,,,33291.138528,738.305683
357,14752411120000,SCHOOLS,,,,,,,,,,,216198.417553,1887.805715
358,14751433250000, ,,,,,,,,,,,9483.356098,389.817146
359,14753417840000, ,,,,,,,,,,,4627.382981,302.844923
360,14753438400000,PARKS AND RECREATION,,,,,,,,,,,6611.099112,351.534764
361,14753524380000, ,,,,,,,,,,,47727.384766,941.754457
362,14751683810000,PUBLIC UTILITIES,,,,,,,,,,,835.429544,153.969595
363,14752816610000,SCHOOLS,,,,,,,,,,,101852.721749,1542.618815
364,14751874750000,PUBLIC UTILITIES,,,,,,,,,,,778.872838,160.262834
365,14761299750000,PUBLIC UTILITIES,,,,,,,,,,,408.147626,114.796707
366,14763089890000,PUBLIC UTILITIES,,,,,,,,,,,812.432479,116.504131
367,14763516350000,SCHOOLS,,,,,,,,,,,74265.689949,1165.970466
368,14763716720000,PUBLIC UTILITIES,,,,,,,,,,,364.173875,76.532085
369,14761785920000,PARKS AND RECREATION,,,,,,,,,,,735750.222164,9934.849775
370,14773523370000,PUBLIC UTILITIES,,,,,,,,,,,467.868072,87.452757
371,14772412780000,PUBLIC UTILITIES,,,,,,,,,,,11559.672518,466.726326
372,14773379340000, ,,,,,,,,,,,4728.275515,560.131407
373,14772349230000, ,,,,,,,,,,,15207.144647,1542.742648
374,14772481070000, ,,,,,,,,,,,13000.681341,476.30321
375,14772403550000, ,,,,,,,,,,,4483.532184,522.913404
376,14771741510000,PUBLIC UTILITIES,,,,,,,,,,,610.766501,107.793405
377,14782069930000, ,,,,,,,,,,,8124.805886,456.066918
378,14783073120000,SCHOOLS,,,,,,,,,,,82117.019688,1533.40295
379,14783097280000,PUBLIC UTILITIES,,,,,,,,,,,35672.247897,1117.5464
380,14783007880000,PUBLIC UTILITIES,,,,,,,,,,,3006.421169,227.289995
381,14782273620000, ,,,,,,,,,,,22519.952298,1771.401869
382,14782255910000, ,,,,,,,,,,,20655.04688,1630.541273
383,14783577460000,PUBLIC UTILITIES,,,,,,,,,,,313.267561,71.078598
384,14782518030000,SCHOOLS,,,,,,,,,,,78036.450535,1110.364246
385,14782644700000,PUBLIC UTILITIES,,,,,,,,,,,242.696128,62.919469
386,14783644050000, ,,,,,,,,,,,1384.749895,274.935865
387,14783654550000, ,,,,,,,,,,,12678.652526,458.363243
388,14783617470000, ,,,,,,,,,,,1742.998075,362.293707
389,14783711410000,PUBLIC UTILITIES,,,,,,,,,,,452.852203,90.031093
390,14781717010000,PUBLIC UTILITIES,,,,,,,,,,,777.514788,216.748434
391,14791071140000,PUBLIC UTILITIES,,,,,,,,,,,2885.849077,216.839861
392,14792019390000,PARKS AND RECREATION,,,,,,,,,,,6127.531824,334.328059
393,14793059840000,PUBLIC UTILITIES,,,,,,,,,,,490.73452,89.28075
394,14793271530000, ,,,,,,,,,,,313.28611,162.722009
395,14792398050000,PARKS AND RECREATION,,,,,,,,,,,3920.7699,370.510276
396,14793365590000, ,,,,,,,,,,,657.47441,127.470775
397,14793267730000, ,,,,,,,,,,,304.083222,101.002046
398,14793277890000, ,,,,,,,,,,,325.287123,106.471211
399,14792583650000, ,,,,,,,,,,,12033.314259,1317.337904
400,14792498200000,SCHOOLS,,,,,,,,,,,111449.280713,1436.354021
401,14793848600000,PUBLIC UTILITIES,,,,,,,,,,,446548.281691,8152.130643
402,14792782660000, ,,,,,,,,,,,60910.612825,1343.607807
403,14756411970000,PUBLIC UTILITIES,,,,,,,,,,,254.495818,64.020558
404,14755253090000,PUBLIC UTILITIES,,,,,,,,,,,374.060579,77.393526
405,14755335530000,PARKS AND RECREATION,,,,,,,,,,,3344.424733,231.950076
406,14756581650000, ,,,,,,,,,,,79230.774549,1448.11935
407,14755734590000,PUBLIC UTILITIES,,,,,,,,,,,732.849584,114.994174
408,14756807030000,PUBLIC UTILITIES,,,,,,,,,,,447.422654,88.236679
409,14754982940000,PARKS AND RECREATION,,,,,,,,,,,18637.83325,550.912722
410,14764144840000,PARKS AND RECREATION,,,,,,,,,,,18992.838225,730.231851
411,14764653950000,PUBLIC UTILITIES,,,,,,,,,,,490.180789,92.630842
412,14765456630000,PUBLIC UTILITIES,,,,,,,,,,,344.487823,75.704914
413,14767506190000,PUBLIC UTILITIES,,,,,,,,,,,908.218683,119.658515
414,14765916950000, ,,,,,,,,,,,368.931471,135.067114
415,14765925840000, ,,,,,,,,,,,809.402829,167.304189
416,14765860090000,PUBLIC UTILITIES,,,,,,,,,,,824.251953,130.557417
417,14766909850000, ,,,,,,,,,,,1684.368686,274.733341
418,14776283410000,PUBLIC UTILITIES,,,,,,,,,,,609.217605,99.029745
419,14774055240000, ,,,,,,,,,,,1450.508092,157.646323
420,14774054270000, ,,,,,,,,,,,214.337888,77.106739
421,14776078310000,PUBLIC UTILITIES,,,,,,,,,,,403.551996,84.688275
422,14774056740000, ,,,,,,,,,,,3533.262581,238.914595
423,14776274610000,PUBLIC UTILITIES,,,,,,,,,,,312.498681,72.965073
424,14774377090000,ECONIMIC DEVELOPMENT,,,,,,,,,,,19572.156103,613.946921
425,14774570940000,ECONIMIC DEVELOPMENT,,,,,,,,,,,8676.666495,375.003806
426,14776279490000, ,,,,,,,,,,,6897.114826,404.111252
427,14775402230000,PUBLIC UTILITIES,,,,,,,,,,,677.686816,107.340208
428,14774352260000, ,,,,,,,,,,,3181.916978,243.068102
429,14775375730000,PUBLIC UTILITIES,,,,,,,,,,,447.618527,84.992321
430,14774357190000,ECONIMIC DEVELOPMENT,,,,,,,,,,,3495.10673,282.080467
431,14774858040000,PARKS AND RECREATION,,,,,,,,,,,1070.838402,131.318584
432,14774847780000,PARKS AND RECREATION,,,,,,,,,,,1044.077012,129.148411
433,14774847410000,PARKS AND RECREATION,,,,,,,,,,,981.566154,125.450851
434,14774846230000,PARKS AND RECREATION,,,,,,,,,,,919.373843,121.288929
435,14774867700000,PARKS AND RECREATION,,,,,,,,,,,998.538789,127.141407
436,24332535300000, ,,,,,,,,,,,362.268576,76.133652
437,24341165890000, ,,,,,,,,,,,8911.316862,380.814878
438,24341173520000,PARKS AND RECREATION,,,,,,,,,,,3206.876454,244.951161
439,24341180630000, ,,,,,,,,,,,16316.686939,557.992244
440,14774879870000,PARKS AND RECREATION,,,,,,,,,,,1016.320895,128.032407
441,14785021060000,PARKS AND RECREATION,,,,,,,,,,,971.251489,124.903519
442,14785010790000,PARKS AND RECREATION,,,,,,,,,,,1015.087993,127.350943
443,14785010510000,PARKS AND RECREATION,,,,,,,,,,,1066.762503,130.84318
444,14757852980000, ,,,,,,,,,,,14901.834506,577.645248
445,14757810720000, ,,,,,,,,,,,26353.752774,718.274975
446,14757873550000, ,,,,,,,,,,,564.299772,113.442291
447,14758886130000,SCHOOLS,,,,,,,,,,,94702.357901,1263.858551
448,14862146150000,SCHOOLS,,,,,,,,,,,317804.037782,2241.302548
449,14860124290000,PUBLIC UTILITIES,,,,,,,,,,,550.993943,98.044645
450,14862089840000,SCHOOLS,,,,,,,,,,,431.012504,117.512237
451,14861121850000, ,,,,,,,,,,,19534.812796,1627.49476
452,14970820820000,PUBLIC UTILITIES,,,,,,,,,,,297.062488,69.440216
453,14889375760000,PARKS AND RECREATION,,,,,,,,,,,46116.750618,1092.185669
454,14889335830000,PARKS AND RECREATION,,,,,,,,,,,14894.83349,783.069244
455,14980234100000,PUBLIC UTILITIES,,,,,,,,,,,214.546336,58.734841
456,14889382050000,PARKS AND RECREATION,,,,,,,,,,,1506.822431,216.633379
457,14980419580000,PUBLIC UTILITIES,,,,,,,,,,,676.924284,168.935692
458,14889742430000,PUBLIC UTILITIES,,,,,,,,,,,295.460437,69.238895
459,14980662360000,PUBLIC UTILITIES,,,,,,,,,,,442.804037,103.986711
460,14774866320000,PARKS AND RECREATION,,,,,,,,,,,1067.962089,141.948516
461,14774867960000,PARKS AND RECREATION,,,,,,,,,,,984.85376,126.381413
462,14774878240000,PARKS AND RECREATION,,,,,,,,,,,1034.804802,129.156381
463,14774835960000,PARKS AND RECREATION,,,,,,,,,,,1090.943895,133.312856
464,14774834570000,PARKS AND RECREATION,,,,,,,,,,,1090.107891,130.632893
465,14774833120000,PARKS AND RECREATION,,,,,,,,,,,1390.265701,145.93476
466,14774822940000,PARKS AND RECREATION,,,,,,,,,,,1102.351773,134.089104
467,14774821970000,PARKS AND RECREATION,,,,,,,,,,,1239.183009,142.041584
468,14774820780000,PARKS AND RECREATION,,,,,,,,,,,1306.537005,146.122775
469,14774729780000,PARKS AND RECREATION,,,,,,,,,,,1175.562933,137.972121
470,14774729710000,PARKS AND RECREATION,,,,,,,,,,,1150.426615,137.14405
471,14774728640000,PARKS AND RECREATION,,,,,,,,,,,1109.052456,135.016046
472,14774727770000,PARKS AND RECREATION,,,,,,,,,,,1107.280451,134.796492
473,14774840870000,PARKS AND RECREATION,,,,,,,,,,,1181.071957,138.096997
474,14774726690000,PARKS AND RECREATION,,,,,,,,,,,1120.866135,135.379935
475,14774726720000,PARKS AND RECREATION,,,,,,,,,,,1103.105145,134.255394
476,14774725640000,PARKS AND RECREATION,,,,,,,,,,,1094.579703,133.653624
477,14774724660000,PARKS AND RECREATION,,,,,,,,,,,1082.830984,132.841785
478,14774748630000,PARKS AND RECREATION,,,,,,,,,,,1105.374347,133.223697
479,14774749710000,PARKS AND RECREATION,,,,,,,,,,,1005.977962,127.332734
480,14774749890000,PARKS AND RECREATION,,,,,,,,,,,969.556388,124.792934
481,14774746780000,PARKS AND RECREATION,,,,,,,,,,,1004.371631,127.416817
482,14774747650000,PARKS AND RECREATION,,,,,,,,,,,1009.666697,127.761559
483,14774744750000,PARKS AND RECREATION,,,,,,,,,,,1013.062386,127.63138
484,14774745730000,PARKS AND RECREATION,,,,,,,,,,,985.536733,126.141453
485,14774746710000,PARKS AND RECREATION,,,,,,,,,,,982.944598,126.075088
486,14775808230000,PUBLIC UTILITIES,,,,,,,,,,,478.188861,87.215138
487,14774723690000,PARKS AND RECREATION,,,,,,,,,,,1084.214295,132.727426
488,14774723620000,PARKS AND RECREATION,,,,,,,,,,,1027.694638,129.402539
489,14774722740000,PARKS AND RECREATION,,,,,,,,,,,1023.260892,128.972579
490,14774721760000,PARKS AND RECREATION,,,,,,,,,,,1059.066247,131.195653
491,14774720790000,PARKS AND RECREATION,,,,,,,,,,,1042.217528,128.978986
492,14774720710000,PARKS AND RECREATION,,,,,,,,,,,937.303905,123.897803
493,14774629740000,PARKS AND RECREATION,,,,,,,,,,,947.839571,123.304334
494,14774628650000,PARKS AND RECREATION,,,,,,,,,,,1067.710162,128.067387
495,14774648890000,PARKS AND RECREATION,,,,,,,,,,,1008.082597,124.220932
496,14774649770000,PARKS AND RECREATION,,,,,,,,,,,1029.828194,128.430879
497,14774740860000,PARKS AND RECREATION,,,,,,,,,,,987.826516,125.8014
498,14774741730000,PARKS AND RECREATION,,,,,,,,,,,1005.056645,127.018422
499,14774742710000,PARKS AND RECREATION,,,,,,,,,,,1016.310156,127.534809
500,14774742880000,PARKS AND RECREATION,,,,,,,,,,,1014.905651,127.585923
501,14774743780000,PARKS AND RECREATION,,,,,,,,,,,1050.619535,129.629547
502,14775678750000,PUBLIC UTILITIES,,,,,,,,,,,674.175124,104.894651
503,14775679450000,PUBLIC UTILITIES,,,,,,,,,,,1868.836125,208.989261
504,14785024770000,PARKS AND RECREATION,,,,,,,,,,,1091.985297,129.438301
505,14784043300000,SCHOOLS,,,,,,,,,,,83292.285879,1238.722656
506,14785005820000, ,,,,,,,,,,,1205.384764,137.243014
507,14784091740000,PARKS AND RECREATION,,,,,,,,,,,966.141758,124.753181
508,14785002010000,PARKS AND RECREATION,,,,,,,,,,,1010.317971,127.152664
509,14785002290000,PARKS AND RECREATION,,,,,,,,,,,1081.369164,131.548011
510,14785003470000,PARKS AND RECREATION,,,,,,,,,,,1078.772053,128.233403
511,14774988760000,PARKS AND RECREATION,,,,,,,,,,,864.135402,117.706597
512,14774999030000,PARKS AND RECREATION,,,,,,,,,,,928.394454,121.966566
513,14784090200000,PARKS AND RECREATION,,,,,,,,,,,954.108612,123.906809
514,14784090570000,PARKS AND RECREATION,,,,,,,,,,,954.034157,123.902328
515,14775908960000,PARKS AND RECREATION,,,,,,,,,,,1069.541867,131.29861
516,14785022240000,PARKS AND RECREATION,,,,,,,,,,,1033.267074,128.827237
517,14775919230000,PARKS AND RECREATION,,,,,,,,,,,1079.537186,131.924282
518,14774859430000,PARKS AND RECREATION,,,,,,,,,,,1066.094428,130.834909
519,14774950600000,PARKS AND RECREATION,,,,,,,,,,,1075.194542,131.540869
520,14775907410000,PARKS AND RECREATION,,,,,,,,,,,1051.361592,130.14297
521,14774981200000,PARKS AND RECREATION,,,,,,,,,,,998.286206,126.781259
522,14774981480000,PARKS AND RECREATION,,,,,,,,,,,937.859533,122.979719
523,14774982750000,PARKS AND RECREATION,,,,,,,,,,,874.227715,118.8334
524,14774980040000,PARKS AND RECREATION,,,,,,,,,,,988.346092,126.586412
525,14774879410000,PARKS AND RECREATION,,,,,,,,,,,1014.354512,127.966363
526,14877839040000, ,,,,,,,,,,,43.664291,66.904738
527,14886234650000,SCHOOLS,,,,,,,,,,,87989.925154,1198.116948
528,14887214350000,PARKS AND RECREATION,,,,,,,,,,,57573.316279,956.12604
529,14887260130000, ,,,,,,,,,,,16453.082593,455.726429
530,14887258730000,PUBLIC UTILITIES,,,,,,,,,,,870.990956,121.316801
531,24082273300000,PUBLIC UTILITIES,,,,,,,,,,,359.40982,76.211168
532,24081711230000,PARKS AND RECREATION,,,,,,,,,,,13263.543114,545.22199
533,24081531460000,PARKS AND RECREATION,,,,,,,,,,,37048.29579,955.69275
534,24082559020000,PARKS AND RECREATION,,,,,,,,,,,14104.352818,517.730004
535,24078437780000, ,,,,,,,,,,,369.493765,94.823705
536,24078467480000, ,,,,,,,,,,,1089.751868,152.321942
537,24078457490000, ,,,,,,,,,,,524.589635,97.437119
538,24078532340000, ,,,,,,,,,,,3003.307157,221.732152
539,24078458020000, ,,,,,,,,,,,374.137888,82.823397
540,24170895600000,PUBLIC UTILITIES,,,,,,,,,,,366.57816,79.918427
541,24171666300000, ,,,,,,,,,,,1892.155464,175.715697
542,24171609820000, ,,,,,,,,,,,13341.809503,495.944264
543,24171642600000, ,,,,,,,,,,,3142.025457,344.986961
544,24177198380000, ,,,,,,,,,,,10788.791083,496.037094
545,24177137340000, ,,,,,,,,,,,376.58198,117.372804
546,24178174390000, ,,,,,,,,,,,1669.492695,169.344461
547,24178135040000, ,,,,,,,,,,,1265.608567,164.600275
548,24177364690000, ,,,,,,,,,,,8762.095715,422.2451
549,24333670790000, ,,,,,,,,,,,43671.972457,2097.770954
550,14776996780000, ,,,,,,,,,,,8367.034936,499.40255
551,14776953600000, ,,,,,,,,,,,21915.661015,690.410225
552,14785125670000, ,,,,,,,,,,,9784.912313,483.443123
553,14785017560000, ,,,,,,,,,,,1346.763526,173.723529
554,14785037230000, ,,,,,,,,,,,1240.447451,156.694623
555,14785110920000, ,,,,,,,,,,,6382.112528,473.007671
556,14785127910000,PUBLIC UTILITIES,,,,,,,,,,,250.111406,63.877258
557,14784437960000,SCHOOLS,,,,,,,,,,,83134.670471,1156.614569
