OBJECTID,ZONES,SHAPE_Length,SHAPE_Area
602,HWY 29,6130.33757326085,1544905.46338339
603,HWY 29,781.252783034569,39037.4670643765
604,HWY 29,795.153771312018,37809.7478290342
605,HWY 29,1103.8947493015,78864.8094425196
606,HWY 29,1741.67678241928,178718.774471396
607,HWY 29,1076.04314226605,47226.3473128189
608,HWY 29,980.777197407241,41989.7031449627
609,HWY 29,953.600413160651,45983.7709260221
610,HWY 29,876.123622404397,10743.0081274573
611,HWY 29,875.264430656685,10417.2696544203
612,HWY 29,880.07695801587,10645.8450472289
613,HWY 29,881.581230396124,10816.0186300465
614,HWY 29,881.472322260284,10639.6809094869
615,HWY 29,880.604582004017,10337.9587576271
616,HWY 29,330.966583060978,6264.3141391792
617,HWY 29,1580.62521002731,150491.239311213
618,HWY 29,2326.40101729155,187223.29890988
619,HWY 29,1241.70733798685,72831.2105691553
620,HWY 29,430.504740885185,4794.85847253175
621,HWY 29,431.315670969111,4974.69249523566
622,HWY 29,885.702877758555,11237.3051926434
623,HWY 29,600.723227532449,20581.5574126399
624,HWY 29,2035.17477661832,170920.032350733
625,HWY 29,2630.44569887195,311668.236819778
626,HWY 29,891.515719190173,38549.3530955402
627,HWY 29,5496.14929783178,1155649.41717674
628,HWY 29,430.845099999829,4952.39031076255
629,HWY 29,874.255944536691,45418.544109151
630,HWY 29,1880.83743719854,135500.969716329
631,HWY 29,879.901200297621,45617.9538316236
632,HWY 29,1774.87308105849,120840.283720823
633,HWY 29,2347.25538247875,229080.20779438
634,HWY 29,425.160852029637,4349.95573454387
635,HWY 29,428.640666241866,4631.49900651912
636,HWY 29,427.694951789677,4584.10276811767
637,HWY 29,431.116160732348,5023.15457790913
638,HWY 29,690.823367756726,24350.0924978005
639,HWY 29,1968.09242097053,136524.62167548
640,HWY 29,614.078849245804,21034.3454843817
641,HWY 29,3479.4587897407,159081.930658696
642,HWY 29,2010.85237654133,106597.042605494
643,HWY 29,2133.18709035627,238147.932517762
644,HWY 29,2218.42272890832,139608.677677444
645,HWY 29,2333.05476671749,230273.725781726
646,HWY 29,868.6260417854,46524.8397945833
647,HWY 29,909.529467562086,46550.5655087068
648,HWY 29,1884.01170450303,114497.109884717
649,HWY 29,991.817909728819,55380.1456939412
650,HWY 29,703.490852307102,25150.9122728623
651,HWY 29,897.434993447467,45402.3088628472
652,HWY 29,416.511301385518,3873.88041642764
653,HWY 29,985.942352651047,47207.5393254881
654,HWY 29,2470.01368580955,351402.143671736
655,HWY 29,810.238779018245,33795.4221813437
656,HWY 29,527.139020939845,13761.8176134147
657,HWY 29,960.544438036669,40598.2365638002
658,HWY 29,1890.09171618247,157909.084514995
659,HWY 29,942.571655762458,34156.5195787319
660,HWY 29,429.959752562161,4512.18482538531
661,HWY 29,435.668558643988,5060.87594453088
662,HWY 29,1031.78529509105,27421.3616407614
663,HWY 29,686.327145428361,26555.0092399928
664,HWY 29,426.868034475375,4239.00853769996
665,HWY 29,645.020771905847,21785.9113465864
666,HWY 29,682.534439465718,26108.9832561295
667,HWY 29,628.530542658212,20128.9958854682
668,HWY 29,640.020970484932,21371.6143059446
669,HWY 29,660.210849917958,23595.7600558478
670,HWY 29,661.567753714337,23697.2505956176
671,HWY 29,2922.81551207149,347124.233029182
672,HWY 29,769.819865818623,26781.4233657752
673,HWY 29,583.416271811521,11207.4861414588
674,HWY 29,660.13065666167,23493.2722632362
675,HWY 29,2887.22622741083,467878.893727113
676,HWY 29,1168.41175589436,85121.4067822282
677,HWY 29,2231.6691242138,75047.1244019822
678,HWY 29,661.476517216852,23893.4995575686
679,HWY 29,647.971480630325,22308.3625920686
680,HWY 29,991.134010167069,36593.1388545317
681,HWY 29,4032.29766081079,859529.619208704
682,HWY 29,1078.71336931302,63897.6887591054
683,HWY 29,667.291542592952,26865.3799638296
684,HWY 29,830.888648919926,24077.7354398059
685,HWY 29,713.785049448549,25734.1370511941
686,HWY 29,823.350751231488,39563.7890626996
687,HWY 29,1132.3162830428,52727.7489693803
688,HWY 29,2146.89680303013,126659.09143917
689,HWY 29,3179.16186627297,516375.244322697
690,HWY 29,1395.17534500319,95557.7289621384
691,HWY 29,886.586982115703,11279.6904927365
692,HWY 29,1519.91542748107,18216.279252585
693,HWY 29,1549.24252839557,38273.3117913914
694,HWY 29,1519.84574858847,38489.0080300783
695,HWY 29,1513.15019266699,55282.5854485799
696,HWY 29,1507.87838859707,72979.4971448336
697,HWY 29,1378.08475952315,54549.337427369
698,HWY 29,1286.78253385979,46292.6966000453
699,HWY 29,1339.66182252383,76970.2939966092
700,HWY 29,2186.0248811221,199843.924688205
701,HWY 29,5289.88131770074,1171562.26450858
702,HWY 29,699.991488497364,26497.9542336159
703,HWY 29,261.037252969159,2762.28846838337
704,HWY 29,285.84917056424,4209.20050237529
705,HWY 29,365.394429650488,6509.4863314664
706,HWY 29,9247.87669925046,4301593.71919837
707,HWY 29,439.144261261404,8289.06053880643
708,HWY 29,522.308018211829,10734.1491155192
709,HWY 29,657.69027382798,23527.6374505598
710,HWY 29,667.926398332696,23767.2501469388
711,HWY 29,645.95940892135,22498.5907379505
712,HWY 29,1680.61898974159,63175.6151932696
713,HWY 29,2367.98654698609,109870.813841049
714,HWY 29,1422.60516142246,14695.6494871715
715,HWY 29,1743.72984606132,42958.750138363
716,HWY 29,1736.74950676571,41420.6468855023
717,HWY 29,1295.71347534111,30803.4484813262
718,HWY 29,1369.48976485991,30056.5501149252
719,HWY 29,1452.44935250252,32549.06550664
720,HWY 29,1555.03708968671,38800.1131033933
721,HWY 29,1639.73999903873,38837.9525345111
722,HWY 29,1510.80635420019,32268.9565100941
723,HWY 29,1311.82113572449,30770.8449633712
724,HWY 29,1075.46981896353,24813.4546184732
725,HWY 29,798.991394722547,17277.0906585358
726,HWY 29,2556.35695270116,265529.774847462
727,HWY 29,619.782292840685,19673.4156187218
728,HWY 29,709.998230212429,28895.6667131573
729,HWY 29,691.755852351518,26621.5468046586
730,HWY 29,634.592407371255,22588.234296907
731,HWY 29,5561.19539863255,957845.97434972
732,HWY 29,664.67276930403,25665.281442544
733,HWY 29,626.994967205234,21941.1770195978
734,HWY 29,621.142848191822,21260.1065797769
735,HWY 29,635.621539515135,22745.2698224129
736,HWY 29,618.09962904137,20940.5672365209
737,HWY 29,658.712413197622,25113.4650823278
738,HWY 29,686.920168385784,28672.1456477015
739,HWY 29,784.735285239202,38442.0310501988
740,HWY 29,2452.30612564837,176385.155002302
741,HWY 29,432.96203393249,4858.96084129674
742,HWY 29,432.139032447282,4820.41473748892
743,HWY 29,432.259556526413,4882.90185315964
744,HWY 29,592.766910640925,19772.2089464492
745,HWY 29,434.72005201063,4438.70747208923
746,HWY 29,437.638961383652,4897.24195523271
747,HWY 29,430.691880494511,4402.31722685031
748,HWY 29,435.317249029732,5019.07773288829
749,HWY 29,434.137064691193,4855.37091866604
750,HWY 29,2863.42739050932,325611.272666158
751,HWY 29,809.996805751646,29029.6836013637
752,HWY 29,4171.96495828487,292452.988041196
753,HWY 29,4236.09219330575,333046.648869542
754,HWY 29,7269.85859061109,972869.609884884
755,HWY 29,624.801351978193,22567.7054634349
756,HWY 29,47311.8775612172,33049710.9600055
757,HWY 29,9378.99277814436,2901399.0766711
758,HWY 29,955.721321311258,21724.2779760806
759,HWY 29,1488.21163582475,142664.57869358
760,HWY 29,1148.77878126641,76133.5090983811
761,HWY 29,1161.78830596566,77490.56876354
762,HWY 29,1072.24675411457,66574.6570723287
763,HWY 29,1235.60903988234,46756.8801760475
764,HWY 29,826.507236513668,36024.0370890483
765,HWY 29,553.252202119934,9342.40986457491
766,HWY 29,582.324171182229,6398.97962703133
767,HWY 29,594.858729777431,7330.33357300146
768,HWY 29,1211.15259003471,14179.8447520185
769,HWY 29,597.164774846482,6929.99402502198
770,HWY 29,762.80808222305,32795.4587886149
771,HWY 29,4623.9003682952,317108.862149409
772,HWY 29,3467.94632513136,634317.115868161
773,HWY 29,2417.22286952971,254576.653629398
774,HWY 29,729.557488782307,21525.8234622799
775,HWY 29,1097.65406896157,71041.6026888344
776,HWY 29,1798.32969693235,124927.756437156
777,HWY 29,758.697275608219,35646.8023843021
778,HWY 29,866.448565671517,11397.8025727067
779,HWY 29,1849.7201594378,207312.047227477
780,HWY 29,854.471110572269,9579.45146042063
781,HWY 29,1084.85213420246,13552.9930367524
782,HWY 29,850.964738632708,9265.3492748244
783,HWY 29,5182.81048052255,1083332.34817606
784,HWY 29,898.837362641101,25380.390765666
785,HWY 29,861.796039232332,10883.5378915569
786,HWY 29,1756.31019836185,151980.289816816
787,HWY 29,388.758842104035,4055.52101316169
788,HWY 29,395.226770226258,4660.65489327069
789,HWY 29,632.929071377138,7614.95177230493
790,HWY 29,273.628917087421,1327.56658543246
791,HWY 29,752.139055732687,19524.0834072569
792,HWY 29,1151.21610555655,57840.1534636885
793,HWY 29,2890.8057539264,329273.978394195
794,HWY 29,1468.81236535511,94526.1197671511
795,HWY 29,634.947640034574,7168.81543438767
796,HWY 29,874.931996164024,30895.7440297528
797,HWY 29,1433.63416727808,105311.543785132
798,HWY 29,2165.95699057182,279310.537245389
799,HWY 29,335.318039896931,4381.7618637599
800,HWY 29,709.871586357626,28041.5833647342
801,HWY 29,869.45926436568,10997.6163233737
802,HWY 29,860.194947277559,10446.9192070908
803,HWY 29,795.9748846093,39112.5593351045
804,HWY 29,784.882062517392,28209.0252508612
805,HWY 29,867.47330040938,11423.0013916384
806,HWY 29,1160.02714134774,14304.6259813323
807,HWY 29,836.838277435196,8666.60645348713
808,HWY 29,1169.95988280429,14085.0117426611
809,HWY 29,644.274739187957,7798.79218198208
810,HWY 29,900.575321646933,32355.6666230485
811,HWY 29,1022.19868650677,41570.7030836014
812,HWY 29,863.457488337215,10655.9688855895
813,HWY 29,1013.16090858032,64523.0699534769
814,HWY 29,683.998481402312,7303.73389114276
815,HWY 29,666.716601680895,3604.91923570639
816,HWY 29,863.554495259899,7130.8158154132
817,HWY 29,1032.6940550678,37872.4201496148
818,HWY 29,873.780882028471,9983.59235663662
819,HWY 29,638.279119509771,7466.47314687482
820,HWY 29,635.764900792234,6907.40387445712
821,HWY 29,1243.3792908295,84642.9995398559
822,HWY 29,946.759909189975,10556.0219861174
823,HWY 29,1800.06859747372,169289.995859783
824,HWY 29,725.384096654086,26216.9370837114
825,HWY 29,1864.51860139232,183082.720311553
826,HWY 29,3553.09966495356,259027.277886053
827,HWY 29,2038.7291123667,251192.508282644
828,HWY 29,1811.46726991529,189678.927497006
829,HWY 29,2919.1125294601,317820.976549219
830,HWY 29,503.052093043086,11374.0068064163
831,HWY 29,3800.58043407717,776262.232541272
832,HWY 29,1550.43785357873,101417.08855057
833,HWY 29,2168.55792556657,279661.595744642
834,HWY 29,4808.70948769364,391483.960043327
835,HWY 29,6955.64386797388,990146.409845995
836,HWY 29,6789.313087079,1122867.11865075
837,HWY 29,1301.15257200362,35389.5801646159
838,HWY 29,6818.49858858326,1180735.87305463
839,HWY 29,1422.07190812253,114583.990597896
840,HWY 29,1045.69473580901,63996.3148406509
841,HWY 29,568.580998093608,7989.3700016801
842,HWY 29,547.547391815404,4118.2218336329
843,HWY 29,991.801090234404,40409.19967714
844,HWY 29,10292.5416337204,3960202.62166233
845,HWY 29,20261.373220891,8461304.68373172
846,HWY 29,5119.6861698943,899515.981190082
847,HWY 29,1622.48723570247,112927.914943437
848,HWY 29,1961.80206078458,235547.11248635
849,HWY 29,7847.09166870692,1326031.10469
850,HWY 29,4238.96217369643,497036.637470131
851,HWY 29,6935.11603117117,1267240.97210475
852,HWY 29,710.054338154172,31375.3807262306
853,HWY 29,1422.3152743291,45514.1668383286
854,HWY 29,5769.27519661017,345181.258424164
855,HWY 29,2242.08294244868,297577.151021087
856,HWY 29,856.902019625734,9918.38052068103
857,HWY 29,367.129509917883,5937.37323751003
858,HWY 29,855.000634896465,9498.15877545309
859,HWY 29,275.306020822075,3857.141960868
860,HWY 29,853.845353524731,45265.9794399748
861,HWY 29,2497.81285907744,267716.722210304
862,HWY 29,840.095706268237,10032.772974244
863,HWY 29,1175.90728478704,13084.1344971418
864,HWY 29,826.904601764981,7437.36877111889
865,HWY 29,1187.07747837169,13734.4723766077
866,HWY 29,4184.6019360506,1005812.42194005
867,HWY 29,1977.28418809168,204432.43293529
868,HWY 29,1995.62195538708,210186.690415463
869,HWY 29,1755.6143507922,204867.445774227
870,HWY 29,3313.72274956015,378673.458561234
871,HWY 29,3878.16157028638,496587.243791316
872,HWY 29,3201.97242265338,630675.724974131
873,HWY 29,1454.45690506728,78606.2329381539
874,HWY 29,1444.65334499545,59940.7252726871
875,HWY 29,1008.08838882379,49096.0920971426
876,HWY 29,670.51916897466,22408.0035406131
877,HWY 29,1562.76620090137,75309.04412103
878,HWY 29,2518.05891211416,208668.374446519
879,HWY 29,1204.54669261836,77336.0815698074
880,HWY 29,579.051481778061,19487.2004859596
881,HWY 29,2510.29980908103,335487.055021709
882,HWY 29,2004.30324996478,220358.226587884
883,AUTOMOTIVE,1672.34259049033,146151.35164214
884,AUTOMOTIVE,8583.1969591546,2263368.25839997
885,AUTOMOTIVE,3319.39720683634,357408.399850602
886,AUTOMOTIVE,1046.6533634586,61792.6800776875
887,AUTOMOTIVE,8235.19213165562,1463447.24921357
888,AUTOMOTIVE,844.808123469748,42310.0063080151
889,AUTOMOTIVE,1271.37502629985,68565.8370452897
890,AUTOMOTIVE,1278.42860939269,86495.2164689646
891,AUTOMOTIVE,534.001481389358,13526.8015243376
892,AUTOMOTIVE,1191.78021370167,91533.7422467211
893,AUTOMOTIVE,1417.73942692218,97313.7162336277
894,AUTOMOTIVE,4637.1882361359,477697.227562616
895,AUTOMOTIVE,751.739546204488,28100.2972855456
896,AUTOMOTIVE,1066.45251307234,31727.1050940095
897,AUTOMOTIVE,6880.92962236995,630819.909586615
898,AUTOMOTIVE,5856.07232566345,1395369.60779303
899,AUTOMOTIVE,1743.47752560835,96172.6284865577
900,AUTOMOTIVE,6262.70868705655,1639319.66016614
901,AUTOMOTIVE,1304.71973847424,40514.1011664424
902,AUTOMOTIVE,1279.53111161745,74502.3287848851
903,AUTOMOTIVE,978.755852142956,59736.4752684729
904,AUTOMOTIVE,3721.51634978545,428663.417066727
905,AUTOMOTIVE,1104.78540762962,47068.1804553966
906,AUTOMOTIVE,5655.8277933542,952640.058355179
907,AUTOMOTIVE,3183.99785436291,284674.887003805
908,AUTOMOTIVE,3146.47144350671,279639.421207184
909,AUTOMOTIVE,1642.63425162692,135555.541369848
910,AUTOMOTIVE,3316.14073549646,298771.889251368
911,AUTOMOTIVE,776.8282444257,36765.8042090914
912,AUTOMOTIVE,3597.34740438878,498136.874652392
913,LANDFILL OVERLAY,16587.3934610539,21895074.5824
