X,Y,FID,FEATURE,LOCATION,WARRANTYDA
-77.128347,38.819105,2485,Traffic Signal Hanging, ,
-77.072668,38.804009,2486,Traffic Signal Hanging, ,
-77.059526,38.830934,2487,Traffic Signal Hanging, ,
-77.072848,38.804119,2488,Traffic Signal Hanging, ,
-77.128384,38.819115,2489,Traffic Signal Hanging, ,
-77.129794,38.826403,2490,Traffic Signal Pole, ,
-77.059553,38.830932,2491,Traffic Signal Hanging, ,
-77.128415,38.819125,2492,Traffic Signal Hanging, ,
-77.129605,38.826564,2493,Traffic Signal Pole, ,
-77.059626,38.830796,2494,Traffic Signal Hanging, ,
-77.072812,38.804118,2495,Traffic Signal Hanging, ,
-77.115438,38.828388,2496,Traffic Signal Hanging, ,
-77.134809,38.823013,2497,Traffic Signal Hanging, ,
-77.072776,38.804116,2498,Traffic Signal Hanging, ,
-77.059618,38.830818,2499,Traffic Signal Hanging, ,
-77.134832,38.822983,2500,Traffic Signal Hanging, ,
-77.07291,38.804104,2501,Traffic Signal Hanging, ,
-77.134467,38.82298,2502,Traffic Signal Hanging, ,
-77.072914,38.804075,2503,Traffic Signal Hanging, ,
-77.059623,38.831212,2504,Traffic Signal Hanging, ,
-77.134506,38.822991,2505,Traffic Signal Hanging, ,
-77.072918,38.804042,2506,Traffic Signal Hanging, ,
-77.134535,38.823,2507,Traffic Signal Hanging, ,
-77.070985,38.801317,2508,Traffic Signal Pole, ,
-77.134817,38.822767,2509,Traffic Signal Hanging, ,
-77.071018,38.801048,2510,Traffic Signal Pole, ,
-77.134776,38.82275,2511,Traffic Signal Hanging, ,
-77.070991,38.801286,2512,Traffic Signal Hanging, ,
-77.13475,38.82274,2513,Traffic Signal Hanging, ,
-77.071,38.801258,2514,Traffic Signal Hanging, ,
-77.134354,38.822683,2515,Traffic Signal Hanging, ,
-77.134331,38.822708,2516,Traffic Signal Hanging, ,
-77.071008,38.801229,2517,Traffic Signal Hanging, ,
-77.132249,38.824781,2518,Traffic Signal Pole, ,
-77.070871,38.801294,2519,Traffic Signal Hanging, ,
-77.132474,38.82501,2520,Traffic Signal Pole, ,
-77.070829,38.801287,2521,Traffic Signal Hanging, ,
-77.132292,38.825092,2522,Traffic Signal Pole, ,
-77.071005,38.801106,2523,Traffic Signal Hanging, ,
-77.132094,38.824892,2524,Traffic Signal Pole, ,
-77.070998,38.801135,2525,Traffic Signal Hanging, ,
-77.128162,38.819232,2526,Traffic Signal Pole, ,
-77.07099,38.801165,2527,Traffic Signal Hanging, ,
-77.128466,38.819134,2528,Traffic Signal Pole, ,
-77.070983,38.801194,2529,Traffic Signal Hanging, ,
-77.134776,38.823066,2530,Traffic Signal Pole, ,
-77.071096,38.80106,2531,Traffic Signal Hanging, ,
-77.134869,38.82278,2532,Traffic Signal Pole, ,
-77.071144,38.801068,2533,Traffic Signal Hanging, ,
-77.134378,38.822958,2534,Traffic Signal Pole, ,
-77.067423,38.800712,2535,Traffic Signal Pole, ,
-77.134393,38.822629,2536,Traffic Signal Pole, ,
-77.067359,38.800714,2537,Traffic Signal Hanging, ,
-77.123804,38.823841,2538,Traffic Signal Hanging, ,
-77.06733,38.800715,2539,Traffic Signal Hanging, ,
-77.123773,38.823863,2540,Traffic Signal Hanging, ,
-77.067316,38.800715,2541,Traffic Signal Hanging, ,
-77.125746,38.822338,2542,Traffic Signal Hanging, ,
-77.067544,38.801002,2543,Traffic Signal Pole, ,
-77.125736,38.822297,2544,Traffic Signal Hanging, ,
-77.067528,38.800927,2545,Traffic Signal Hanging, ,
-77.125711,38.822276,2546,Traffic Signal Hanging, ,
-77.06753,38.800893,2547,Traffic Signal Hanging, ,
-77.125693,38.82226,2548,Traffic Signal Hanging, ,
-77.067236,38.80101,2549,Traffic Signal Pole, ,
-77.137241,38.812865,1,Traffic Signal Hanging, ,
-77.125482,38.822319,2550,Traffic Signal Hanging, ,
-77.067116,38.800724,2551,Traffic Signal Pole, ,
-77.125506,38.822337,2552,Traffic Signal Hanging, ,
-77.067303,38.801006,2553,Traffic Signal Hanging, ,
-77.067344,38.801005,2554,Traffic Signal Hanging, ,
-77.123598,38.823811,2555,Traffic Signal Hanging, ,
-77.067119,38.80079,2556,Traffic Signal Hanging, ,
-77.123571,38.823795,2557,Traffic Signal Hanging, ,
-77.06712,38.800822,2558,Traffic Signal Hanging, ,
-77.123535,38.823775,2559,Traffic Signal Hanging, ,
-77.123517,38.823656,2560,Traffic Signal Hanging, ,
-77.123541,38.82363,2561,Traffic Signal Hanging, ,
-77.123761,38.823681,2562,Traffic Signal Hanging, ,
-77.123792,38.823701,2563,Traffic Signal Hanging, ,
-77.055037,38.803575,1002,Traffic Signal Pole, ,
-77.062706,38.807169,1003,Traffic Signal Pole, ,
-77.06251,38.80728,1004,Traffic Signal Pole, ,
-77.052795,38.804552,1005,Traffic Signal Pole, ,
-77.052602,38.804703,1006,Traffic Signal Pole, ,
-77.051522,38.799706,1007,Traffic Signal Hanging, ,
-77.051556,38.79971,1008,Traffic Signal Hanging, ,
-77.051595,38.799713,1009,Traffic Signal Hanging, ,
-77.051753,38.798726,1010,Traffic Signal Hanging, ,
-77.051716,38.798719,1011,Traffic Signal Hanging, ,
-77.051675,38.798714,1012,Traffic Signal Hanging, ,
-77.051593,38.798632,1013,Traffic Signal Hanging, ,
-77.051598,38.798605,1014,Traffic Signal Hanging, ,
-77.051908,38.798605,1015,Traffic Signal Hanging, ,
-77.051868,38.7986,1016,Traffic Signal Hanging, ,
-77.05183,38.798597,1017,Traffic Signal Hanging, ,
-77.049493,38.799561,1018,Traffic Signal Hanging, ,
-77.049498,38.799533,1019,Traffic Signal Hanging, ,
-77.049503,38.799507,1020,Traffic Signal Hanging, ,
-77.049289,38.799627,1021,Traffic Signal Hanging, ,
-77.04926,38.799625,1022,Traffic Signal Hanging, ,
-77.049387,38.799433,1023,Traffic Signal Hanging, ,
-77.049355,38.79943,1024,Traffic Signal Hanging, ,
-77.050464,38.799567,1025,Traffic Signal Hanging, ,
-77.050429,38.799563,1026,Traffic Signal Hanging, ,
-77.050534,38.799648,1027,Traffic Signal Hanging, ,
-77.050528,38.799678,1028,Traffic Signal Hanging, ,
-77.050522,38.799708,1029,Traffic Signal Hanging, ,
-77.050403,38.799734,1030,Traffic Signal Hanging, ,
-77.050368,38.79973,1031,Traffic Signal Hanging, ,
-77.04836,38.799411,1032,Traffic Signal Hanging, ,
-77.048356,38.799436,1033,Traffic Signal Hanging, ,
-77.048145,38.799481,1034,Traffic Signal Hanging, ,
-77.048107,38.799476,1035,Traffic Signal Hanging, ,
-77.048262,38.799277,1036,Traffic Signal Hanging, ,
-77.04823,38.799273,1037,Traffic Signal Hanging, ,
-77.048508,38.798078,1038,Traffic Signal Hanging, ,
-77.04848,38.798074,1039,Traffic Signal Hanging, ,
-77.048296,38.798149,1040,Traffic Signal Hanging, ,
-77.048291,38.798173,1041,Traffic Signal Hanging, ,
-77.048286,38.798197,1042,Traffic Signal Hanging, ,
-77.048282,38.798217,1043,Traffic Signal Hanging, ,
-77.048624,38.79825,1044,Traffic Signal Hanging, ,
-77.048629,38.798228,1045,Traffic Signal Hanging, ,
-77.137225,38.812882,2,Traffic Signal Hanging, ,
-77.048404,38.798286,1046,Traffic Signal Hanging, ,
-77.137218,38.812888,3,Traffic Signal Hanging, ,
-77.048372,38.798281,1047,Traffic Signal Hanging, ,
-77.048609,38.797115,1048,Traffic Signal Hanging, ,
-77.137204,38.812902,4,Traffic Signal Hanging, ,
-77.048639,38.797118,1049,Traffic Signal Hanging, ,
-77.137194,38.812913,5,Traffic Signal Hanging, ,
-77.048897,38.797067,1050,Traffic Signal Hanging, ,
-77.13718,38.812928,6,Traffic Signal Hanging, ,
-77.137162,38.812947,7,Traffic Signal Hanging, ,
-77.048902,38.797047,1051,Traffic Signal Hanging, ,
-77.048755,38.796906,1052,Traffic Signal Hanging, ,
-77.048729,38.796903,1053,Traffic Signal Hanging, ,
-77.13715,38.81296,8,Traffic Signal Hanging, ,
-77.048543,38.79695,1054,Traffic Signal Hanging, ,
-77.13709,38.81303,9,Traffic Signal Pole, ,
-77.04854,38.796972,1055,Traffic Signal Hanging, ,
-77.137298,38.812801,10,Traffic Signal Pole, ,
-77.048865,38.795969,1056,Traffic Signal Hanging, ,
-77.132248,38.810357,11,Traffic Signal Hanging, ,
-77.048902,38.795973,1057,Traffic Signal Hanging, ,
-77.132239,38.81038,12,Traffic Signal Hanging, ,
-77.048741,38.795854,1058,Traffic Signal Hanging, ,
-77.132364,38.81029,13,Traffic Signal Hanging, ,
-77.132398,38.810295,14,Traffic Signal Hanging, ,
-77.048746,38.795834,1059,Traffic Signal Hanging, ,
-77.131816,38.811303,15,Traffic Signal Hanging, ,
-77.049017,38.795735,1060,Traffic Signal Hanging, ,
-77.131801,38.811328,16,Traffic Signal Hanging, ,
-77.04898,38.795728,1061,Traffic Signal Hanging, ,
-77.131743,38.811385,17,Traffic Signal Hanging, ,
-77.04909,38.795905,1062,Traffic Signal Hanging, ,
-77.131701,38.811371,18,Traffic Signal Hanging, ,
-77.049084,38.795929,1063,Traffic Signal Hanging, ,
-77.130287,38.813271,19,Traffic Signal Hanging, ,
-77.049151,38.794679,1064,Traffic Signal Hanging, ,
-77.130307,38.813283,20,Traffic Signal Hanging, ,
-77.049184,38.794683,1065,Traffic Signal Hanging, ,
-77.13033,38.813295,21,Traffic Signal Hanging, ,
-77.05166,38.799837,1066,Traffic Signal Hanging, ,
-77.051665,38.799814,1067,Traffic Signal Hanging, ,
-77.130562,38.813307,22,Traffic Signal Hanging, ,
-77.130579,38.813286,23,Traffic Signal Hanging, ,
-77.049247,38.794642,1068,Traffic Signal Hanging, ,
-77.130628,38.813135,24,Traffic Signal Hanging, ,
-77.049211,38.794638,1069,Traffic Signal Hanging, ,
-77.130588,38.813113,25,Traffic Signal Hanging, ,
-77.049059,38.79472,1070,Traffic Signal Hanging, ,
-77.13056,38.813097,26,Traffic Signal Hanging, ,
-77.049055,38.794746,1071,Traffic Signal Hanging, ,
-77.130366,38.813077,27,Traffic Signal Hanging, ,
-77.051585,38.798668,1072,Traffic Signal Pole, ,
-77.130386,38.813059,28,Traffic Signal Hanging, ,
-77.051626,38.798704,1073,Traffic Signal Pole, ,
-77.12674,38.813363,29,Traffic Signal Hanging, ,
-77.05196,38.798612,1074,Traffic Signal Pole, ,
-77.126719,38.813353,30,Traffic Signal Hanging, ,
-77.051657,38.799721,1075,Traffic Signal Pole, ,
-77.126523,38.813325,31,Traffic Signal Hanging, ,
-77.04949,38.799605,1076,Traffic Signal Pole, ,
-77.126501,38.813357,32,Traffic Signal Hanging, ,
-77.049427,38.799433,1077,Traffic Signal Pole, ,
-77.126475,38.813392,33,Traffic Signal Hanging, ,
-77.050335,38.79973,1078,Traffic Signal Pole, ,
-77.12646,38.813415,34,Traffic Signal Hanging, ,
-77.050522,38.79974,1079,Traffic Signal Pole, ,
-77.05051,38.799566,1080,Traffic Signal Pole, ,
-77.126714,38.813574,35,Traffic Signal Hanging, ,
-77.126692,38.813606,36,Traffic Signal Hanging, ,
-77.049226,38.799626,1081,Traffic Signal Pole, ,
-77.048355,38.799465,1082,Traffic Signal Pole, ,
-77.048322,38.799281,1083,Traffic Signal Pole, ,
-77.126672,38.813635,37,Traffic Signal Hanging, ,
-77.13414,38.814302,38,Traffic Signal Hanging, ,
-77.048055,38.799471,1084,Traffic Signal Pole, ,
-77.048311,38.798277,1085,Traffic Signal Pole, ,
-77.134128,38.814329,39,Traffic Signal Hanging, ,
-77.134115,38.814354,40,Traffic Signal Hanging, ,
-77.048297,38.798118,1086,Traffic Signal Pole, ,
-77.048572,38.798083,1087,Traffic Signal Pole, ,
-77.134101,38.814378,41,Traffic Signal Hanging, ,
-77.134155,38.814263,42,Traffic Signal Hanging, ,
-77.04863,38.798287,1088,Traffic Signal Pole, ,
-77.133997,38.814252,43,Traffic Signal Hanging, ,
-77.048896,38.797099,1089,Traffic Signal Pole, ,
-77.133954,38.814251,44,Traffic Signal Hanging, ,
-77.048832,38.796912,1090,Traffic Signal Pole, ,
-77.133911,38.814249,45,Traffic Signal Hanging, ,
-77.133898,38.814241,46,Traffic Signal Hanging, ,
-77.048549,38.796894,1091,Traffic Signal Pole, ,
-77.13387,38.814245,47,Traffic Signal Hanging, ,
-77.048564,38.797114,1092,Traffic Signal Pole, ,
-77.133854,38.814239,48,Traffic Signal Hanging, ,
-77.049085,38.795959,1093,Traffic Signal Pole, ,
-77.049074,38.79574,1094,Traffic Signal Pole, ,
-77.133806,38.814237,49,Traffic Signal Hanging, ,
-77.133606,38.814228,50,Traffic Signal Hanging, ,
-77.048807,38.795969,1095,Traffic Signal Pole, ,
-77.048746,38.795802,1096,Traffic Signal Pole, ,
-77.133607,38.814216,51,Traffic Signal Hanging, ,
-77.133629,38.814187,52,Traffic Signal Hanging, ,
-77.049085,38.794676,1097,Traffic Signal Pole, ,
-77.133648,38.814149,53,Traffic Signal Hanging, ,
-77.050393,38.791649,1098,Traffic Signal Pole, ,
-77.133666,38.814117,54,Traffic Signal Hanging, ,
-77.049308,38.794645,1099,Traffic Signal Pole, ,
-77.052774,38.798718,1100,Traffic Signal Hanging, ,
-77.133677,38.814095,55,Traffic Signal Hanging, ,
-77.133722,38.814004,56,Traffic Signal Hanging, ,
-77.052793,38.798736,1101,Traffic Signal Hanging, ,
-77.052808,38.798752,1102,Traffic Signal Hanging, ,
-77.12869,38.81528,57,Traffic Signal Hanging, ,
-77.128664,38.815267,58,Traffic Signal Hanging, ,
-77.052851,38.798803,1103,Traffic Signal Hanging, ,
-77.052865,38.798791,1104,Traffic Signal Hanging, ,
-77.128408,38.815302,59,Traffic Signal Hanging, ,
-77.128404,38.815322,60,Traffic Signal Hanging, ,
-77.052824,38.798743,1105,Traffic Signal Hanging, ,
-77.1284,38.815343,61,Traffic Signal Hanging, ,
-77.052803,38.798725,1106,Traffic Signal Hanging, ,
-77.12837,38.815436,62,Traffic Signal Hanging, ,
-77.052786,38.798706,1107,Traffic Signal Hanging, ,
-77.128396,38.815445,63,Traffic Signal Hanging, ,
-77.050451,38.791439,1108,Traffic Signal Hanging, ,
-77.128421,38.815453,64,Traffic Signal Hanging, ,
-77.050417,38.791427,1109,Traffic Signal Hanging, ,
-77.128599,38.815522,65,Traffic Signal Hanging, ,
-77.050416,38.791584,1110,Traffic Signal Hanging, ,
-77.050403,38.79161,1111,Traffic Signal Hanging, ,
-77.128607,38.815491,66,Traffic Signal Hanging, ,
-77.050134,38.791443,1112,Traffic Signal Hanging, ,
-77.128614,38.815466,67,Traffic Signal Hanging, ,
-77.050117,38.79147,1113,Traffic Signal Hanging, ,
-77.050163,38.791581,1114,Traffic Signal Hanging, ,
-77.132102,38.810502,68,Traffic Signal Hanging, ,
-77.132069,38.810496,69,Traffic Signal Hanging, ,
-77.05023,38.791614,1115,Traffic Signal Hanging, ,
-77.050261,38.791623,1116,Traffic Signal Hanging, ,
-77.132014,38.811187,70,Traffic Signal Hanging, ,
-77.132054,38.811199,71,Traffic Signal Hanging, ,
-77.050071,38.791577,1117,Traffic Signal Pole, ,
-77.131893,38.811239,72,Traffic Signal Hanging, ,
-77.131882,38.811258,73,Traffic Signal Hanging, ,
-77.050199,38.791315,1118,Traffic Signal Pole, ,
-77.132905,38.812019,74,Traffic Signal Hanging, ,
-77.050494,38.791445,1119,Traffic Signal Pole, ,
-77.132913,38.812015,75,Traffic Signal Hanging, ,
-77.110898,38.843374,1120,Traffic Signal Hanging, ,
-77.132941,38.812004,76,Traffic Signal Hanging, ,
-77.110874,38.843462,1121,Traffic Signal Hanging, ,
-77.132963,38.811995,77,Traffic Signal Hanging, ,
-77.110852,38.843538,1122,Traffic Signal Hanging, ,
-77.133093,38.812076,78,Traffic Signal Hanging, ,
-77.110847,38.843559,1123,Traffic Signal Hanging, ,
-77.133104,38.812093,79,Traffic Signal Hanging, ,
-77.110839,38.843594,1124,Traffic Signal Hanging, ,
-77.133028,38.812223,80,Traffic Signal Hanging, ,
-77.110597,38.843589,1125,Traffic Signal Hanging, ,
-77.133053,38.812207,81,Traffic Signal Hanging, ,
-77.110565,38.843575,1126,Traffic Signal Hanging, ,
-77.110519,38.843417,1127,Traffic Signal Hanging, ,
-77.13286,38.812133,82,Traffic Signal Hanging, ,
-77.132878,38.812153,83,Traffic Signal Hanging, ,
-77.110532,38.843401,1128,Traffic Signal Hanging, ,
-77.134155,38.812535,84,Traffic Signal Hanging, ,
-77.110559,38.843365,1129,Traffic Signal Hanging, ,
-77.134149,38.812566,85,Traffic Signal Hanging, ,
-77.107751,38.84175,1130,Traffic Signal Hanging, ,
-77.134473,38.812627,86,Traffic Signal Hanging, ,
-77.107644,38.841812,1131,Traffic Signal Hanging, ,
-77.134465,38.812652,87,Traffic Signal Hanging, ,
-77.107616,38.841826,1132,Traffic Signal Hanging, ,
-77.134278,38.812501,88,Traffic Signal Hanging, ,
-77.107582,38.84184,1133,Traffic Signal Hanging, ,
-77.134304,38.812504,89,Traffic Signal Hanging, ,
-77.107371,38.841757,1134,Traffic Signal Hanging, ,
-77.133077,38.812192,90,Traffic Signal Hanging, ,
-77.109086,38.842713,1135,Traffic Signal Hanging, ,
-77.133072,38.812195,91,Traffic Signal Hanging, ,
-77.109075,38.842755,1136,Traffic Signal Hanging, ,
-77.131793,38.811392,92,Traffic Signal Hanging, ,
-77.109066,38.842788,1137,Traffic Signal Hanging, ,
-77.132322,38.810275,93,Traffic Signal Pole, ,
-77.109074,38.842951,1138,Traffic Signal Hanging, ,
-77.131765,38.811397,94,Traffic Signal Pole, ,
-77.109107,38.842969,1139,Traffic Signal Hanging, ,
-77.109235,38.842938,1140,Traffic Signal Hanging, ,
-77.130533,38.813352,95,Traffic Signal Pole, ,
-77.109257,38.842906,1141,Traffic Signal Hanging, ,
-77.130698,38.813167,96,Traffic Signal Pole, ,
-77.130436,38.813,97,Traffic Signal Pole, ,
-77.109271,38.842886,1142,Traffic Signal Hanging, ,
-77.130218,38.813236,98,Traffic Signal Pole, ,
-77.109023,38.842927,1143,Traffic Signal Pole, ,
-77.126451,38.813423,99,Traffic Signal Pole, ,
-77.110712,38.843293,1144,Traffic Signal Pole, ,
-77.126636,38.813691,100,Traffic Signal Pole, ,
-77.110635,38.843261,1145,Traffic Signal Pole, ,
-77.13099,38.800222,101,Traffic Signal Pole, ,
-77.130899,38.800046,102,Traffic Signal Pole, ,
-77.110434,38.843522,1146,Traffic Signal Pole, ,
-77.110917,38.843322,1147,Traffic Signal Pole, ,
-77.131161,38.799951,103,Traffic Signal Pole, ,
-77.131106,38.799335,104,Traffic Signal Pole, ,
-77.107763,38.841758,1148,Traffic Signal Pole, ,
-77.107474,38.841894,1149,Traffic Signal Pole, ,
-77.130851,38.799154,105,Traffic Signal Pole, ,
-77.109351,38.84278,1150,Traffic Signal Pole, ,
-77.128641,38.800645,106,Traffic Signal Pole, ,
-77.109105,38.842643,1151,Traffic Signal Pole, ,
-77.128525,38.800735,107,Traffic Signal Pole, ,
-77.128391,38.800548,108,Traffic Signal Pole, ,
-77.109187,38.843007,1152,Traffic Signal Pole, ,
-77.120793,38.839529,1153,Traffic Signal Hanging, ,
-77.134129,38.799008,109,Traffic Signal Pole, ,
-77.134498,38.79907,110,Traffic Signal Pole, ,
-77.120805,38.839556,1154,Traffic Signal Hanging, ,
-77.120925,38.839596,1155,Traffic Signal Hanging, ,
-77.134456,38.799341,111,Traffic Signal Pole, ,
-77.134027,38.79935,112,Traffic Signal Pole, ,
-77.120973,38.839582,1156,Traffic Signal Hanging, ,
-77.121008,38.839574,1157,Traffic Signal Hanging, ,
-77.073669,38.823984,113,Traffic Signal Hanging, ,
-77.121018,38.83957,1158,Traffic Signal Hanging, ,
-77.073649,38.823957,114,Traffic Signal Hanging, ,
-77.073567,38.824019,115,Traffic Signal Hanging, ,
-77.121155,38.839499,1159,Traffic Signal Hanging, ,
-77.121138,38.839475,1160,Traffic Signal Hanging, ,
-77.073577,38.824024,116,Traffic Signal Hanging, ,
-77.120999,38.83943,1161,Traffic Signal Hanging, ,
-77.073602,38.824029,117,Traffic Signal Hanging, ,
-77.12097,38.839435,1162,Traffic Signal Hanging, ,
-77.073616,38.824039,118,Traffic Signal Hanging, ,
-77.073584,38.823878,119,Traffic Signal Hanging, ,
-77.073577,38.823863,120,Traffic Signal Hanging, ,
-77.07357,38.823852,121,Traffic Signal Hanging, ,
-77.12096,38.839436,1163,Traffic Signal Hanging, ,
-77.07357,38.823837,122,Traffic Signal Hanging, ,
-77.073557,38.823817,123,Traffic Signal Hanging, ,
-77.121324,38.841062,1164,Traffic Signal Hanging, ,
-77.121289,38.841042,1165,Traffic Signal Hanging, ,
-77.073448,38.824009,124,Traffic Signal Pole, ,
-77.121259,38.841026,1166,Traffic Signal Hanging, ,
-77.073722,38.824046,125,Traffic Signal Pole, ,
-77.117356,38.834171,1167,Traffic Signal Hanging, ,
-77.117375,38.834195,1168,Traffic Signal Hanging, ,
-77.073557,38.823742,126,Traffic Signal Pole, ,
-77.065277,38.824095,127,Traffic Signal Hanging, ,
-77.117406,38.83423,1169,Traffic Signal Hanging, ,
-77.117251,38.834372,1170,Traffic Signal Hanging, ,
-77.065246,38.824062,128,Traffic Signal Hanging, ,
-77.066414,38.819895,129,Traffic Signal Hanging, ,
-77.117216,38.834386,1171,Traffic Signal Hanging, ,
-77.066393,38.819898,130,Traffic Signal Hanging, ,
-77.117169,38.834407,1172,Traffic Signal Hanging, ,
-77.066344,38.819901,131,Traffic Signal Hanging, ,
-77.117135,38.834422,1173,Traffic Signal Hanging, ,
-77.066388,38.819771,132,Traffic Signal Hanging, ,
-77.066357,38.819771,133,Traffic Signal Hanging, ,
-77.116947,38.834311,1174,Traffic Signal Hanging, ,
-77.063159,38.820097,134,Traffic Signal Hanging, ,
-77.116931,38.83429,1175,Traffic Signal Hanging, ,
-77.063156,38.820074,135,Traffic Signal Hanging, ,
-77.116915,38.834269,1176,Traffic Signal Hanging, ,
-77.063025,38.820131,136,Traffic Signal Hanging, ,
-77.116893,38.834242,1177,Traffic Signal Hanging, ,
-77.062994,38.820132,137,Traffic Signal Hanging, ,
-77.117022,38.834114,1178,Traffic Signal Hanging, ,
-77.117066,38.834098,1179,Traffic Signal Hanging, ,
-77.062928,38.820064,138,Traffic Signal Hanging, ,
-77.062918,38.820043,139,Traffic Signal Hanging, ,
-77.117108,38.834082,1180,Traffic Signal Hanging, ,
-77.117144,38.83407,1181,Traffic Signal Hanging, ,
-77.06305,38.819975,140,Traffic Signal Hanging, ,
-77.063074,38.819975,141,Traffic Signal Hanging, ,
-77.119789,38.833958,1182,Traffic Signal Hanging, ,
-77.119832,38.833953,1183,Traffic Signal Hanging, ,
-77.06609,38.818038,142,Traffic Signal Hanging, ,
-77.066117,38.818066,143,Traffic Signal Hanging, ,
-77.119638,38.833738,1184,Traffic Signal Hanging, ,
-77.066103,38.818052,144,Traffic Signal Hanging, ,
-77.119644,38.833767,1185,Traffic Signal Hanging, ,
-77.066076,38.81802,145,Traffic Signal Hanging, ,
-77.119648,38.833793,1186,Traffic Signal Hanging, ,
-77.120011,38.833835,1187,Traffic Signal Hanging, ,
-77.066086,38.818028,146,Traffic Signal Hanging, ,
-77.066144,38.818108,147,Traffic Signal Hanging, ,
-77.120008,38.833807,1188,Traffic Signal Hanging, ,
-77.120003,38.833781,1189,Traffic Signal Hanging, ,
-77.066032,38.817935,148,Traffic Signal Hanging, ,
-77.119381,38.837221,1190,Traffic Signal Hanging, ,
-77.06606,38.817925,149,Traffic Signal Hanging, ,
-77.119262,38.837165,1191,Traffic Signal Hanging, ,
-77.066103,38.817908,150,Traffic Signal Hanging, ,
-77.066142,38.817896,151,Traffic Signal Hanging, ,
-77.119251,38.83715,1192,Traffic Signal Hanging, ,
-77.119249,38.836989,1193,Traffic Signal Hanging, ,
-77.119255,38.836979,1194,Traffic Signal Hanging, ,
-77.065986,38.817795,152,Traffic Signal Hanging, ,
-77.119267,38.836952,1195,Traffic Signal Hanging, ,
-77.065979,38.81776,153,Traffic Signal Hanging, ,
-77.063138,38.819983,154,Traffic Signal Pole, ,
-77.119364,38.837192,1196,Traffic Signal Hanging, ,
-77.120759,38.839457,1197,Traffic Signal Pole, ,
-77.062882,38.81999,155,Traffic Signal Pole, ,
-77.062944,38.820151,156,Traffic Signal Pole, ,
-77.120831,38.839625,1198,Traffic Signal Pole, ,
-77.121176,38.839528,1199,Traffic Signal Pole, ,
-77.063154,38.820127,157,Traffic Signal Pole, ,
-77.121096,38.83942,1200,Traffic Signal Pole, ,
-77.065329,38.824148,158,Traffic Signal Pole, ,
-77.050166,38.805608,1201,Traffic Signal Pole, ,
-77.065212,38.824032,159,Traffic Signal Pole, ,
-77.0662,38.818134,160,Traffic Signal Pole, ,
-77.106291,38.837067,1202,Traffic Signal Hanging, ,
-77.057535,38.82056,161,Traffic Signal Hanging, ,
-77.050424,38.805573,1203,Traffic Signal Pole, ,
-77.057535,38.820584,162,Traffic Signal Hanging, ,
-77.106274,38.837054,1204,Traffic Signal Hanging, ,
-77.057636,38.820498,163,Traffic Signal Hanging, ,
-77.050111,38.805414,1205,Traffic Signal Pole, ,
-77.057666,38.820494,164,Traffic Signal Hanging, ,
-77.106247,38.837034,1206,Traffic Signal Hanging, ,
-77.057598,38.820663,165,Traffic Signal Hanging, ,
-77.050859,38.807803,1207,Traffic Signal Hanging, ,
-77.057631,38.820658,166,Traffic Signal Hanging, ,
-77.106226,38.837018,1208,Traffic Signal Hanging, ,
-77.057718,38.820593,167,Traffic Signal Hanging, ,
-77.050901,38.807809,1209,Traffic Signal Hanging, ,
-77.057719,38.820615,168,Traffic Signal Hanging, ,
-77.051222,38.805555,1210,Traffic Signal Pole, ,
-77.058218,38.824016,169,Traffic Signal Hanging, ,
-77.106201,38.837002,1211,Traffic Signal Hanging, ,
-77.050938,38.807814,1212,Traffic Signal Hanging, ,
-77.058246,38.824012,170,Traffic Signal Hanging, ,
-77.058406,38.823932,171,Traffic Signal Hanging, ,
-77.051473,38.805707,1213,Traffic Signal Pole, ,
-77.105943,38.839908,1214,Traffic Signal Hanging, ,
-77.058404,38.82391,172,Traffic Signal Hanging, ,
-77.058276,38.823857,173,Traffic Signal Hanging, ,
-77.051331,38.799899,1215,Traffic Signal Hanging, ,
-77.051468,38.805546,1216,Traffic Signal Pole, ,
-77.058245,38.82386,174,Traffic Signal Hanging, ,
-77.051367,38.799905,1217,Traffic Signal Hanging, ,
-77.058106,38.823928,175,Traffic Signal Hanging, ,
-77.051227,38.806846,1218,Traffic Signal Pole, ,
-77.05811,38.823947,176,Traffic Signal Hanging, ,
-77.058091,38.82394,177,Traffic Signal Hanging, ,
-77.105962,38.839935,1219,Traffic Signal Hanging, ,
-77.051392,38.799908,1220,Traffic Signal Hanging, ,
-77.058094,38.823959,178,Traffic Signal Hanging, ,
-77.134164,38.814265,179,Traffic Signal Pole, ,
-77.07573,38.807005,1221,Traffic Signal Hanging, ,
-77.10589,38.840065,1222,Traffic Signal Hanging, ,
-77.058222,38.824027,180,Traffic Signal Hanging, ,
-77.047527,38.802691,1223,Traffic Signal Hanging, ,
-77.134067,38.814455,181,Traffic Signal Pole, ,
-77.075918,38.807081,1224,Traffic Signal Hanging, ,
-77.058392,38.823944,182,Traffic Signal Hanging, ,
-77.10592,38.840044,1225,Traffic Signal Hanging, ,
-77.075922,38.80705,1226,Traffic Signal Hanging, ,
-77.058393,38.823923,183,Traffic Signal Hanging, ,
-77.133607,38.814223,184,Traffic Signal Pole, ,
-77.047499,38.802689,1227,Traffic Signal Hanging, ,
-77.133724,38.813999,185,Traffic Signal Pole, ,
-77.105757,38.839883,1228,Traffic Signal Hanging, ,
-77.081139,38.807538,1229,Traffic Signal Hanging, ,
