OBJECTID,MAPNO,INS,DC,BLK,LOT,SUBLOT,ACCOUNT,GPIN,CONDO_NAME,NOTES,CHGDATE,ParcelType,SHAPE_Length,SHAPE_Area
38414,23,,A,,12,, 23   A     12,2694-22-2708,,,2003-11-20T00:00:00.000Z,101,3696.941405,431903.19516
38415,23,,A,,18,, 23   A     18,2694-11-8884,,,2003-11-20T00:00:00.000Z,101,8629.40619,2961818.399405
38416,23,,15,,B,, 23  15      B,2694-03-1446,,,2005-04-08T00:00:00.000Z,101,2304.116243,320041.253897
38417,23,M,1,,1,, 23M  1      1,2694-03-1043,,,2006-05-01T00:00:00.000Z,101,2461.221791,132898.832766
38418,55,A,1, ,7, , 55A  1      7,2579-22-7665, ,,2004-01-22T00:00:00.000Z,101,1054.678069,55613.698404
38419,55,,A, ,37, , 55   A     37,2579-14-7439, ,,2004-01-26T00:00:00.000Z,101,2275.292089,211602.536457
38420,22,I,4,,167,, 22I  4    167,2683-59-7907,,,2010-06-07T00:00:00.000Z,101,194.998695,1461.482001
38421,22,I,4,,166,, 22I  4    166,2683-59-7927,,,2010-06-07T00:00:00.000Z,101,194.998695,1461.481632
38422,22,I,6,,199,, 22I  6    199,2684-50-4393,,,2010-06-07T00:00:00.000Z,101,194.96539,1461.618659
38423,22,I,6,,207,, 22I  6    207,2684-50-6415,,,2010-06-07T00:00:00.000Z,101,214.487333,2231.551682
38424,22,I,6,,208,, 22I  6    208,2684-50-6427,,,2010-06-07T00:00:00.000Z,101,195.004587,1461.9684
38425,41,,A, ,71,C, 41   A     71C,2650-48-4841, ,TAX EXEMPT,2003-12-29T00:00:00.000Z,202,814.401739,41430.264888
38426,29,B,4, ,4, , 29B  4      4,2652-23-3912, , ,2003-12-10T00:00:00.000Z,101,805.407573,33459.33745
38427,29,B,4, ,3, , 29B  4      3,2652-23-1964, , ,2003-12-10T00:00:00.000Z,101,863.777048,35859.775959
38428,23,F,2,,5,, 23F  2      5,2693-15-0243,,,,101,701.996157,24483.909751
38429,23,K,1,F,2,, 23K  1  F   2,3603-15-4169,,,,101,833.284174,30734.55197
38430,20,,A,,59,G, 20   A     59G,2653-75-9250,,TAX EXEMPT,,202,845.430251,44312.32126
38431,23,F,1,,21,, 23F  1     21,2693-05-6298,,,,101,623.518253,22128.75086
38432,22,E,2,,4,, 22E  2      4,2683-55-3147,,,,101,1755.614351,204867.445774
38433,20,I,13,,2,, 20I 13      2,2653-85-2221,,,,101,1684.649313,84434.381416
38434,23,F,2,,39,, 23F  2     39,2693-15-6402,,,,101,709.280729,25948.849357
38435,55,,A, ,95, , 55   A     95,2579-32-4205, ,,2004-01-26T00:00:00.000Z,101,6855.736013,2560825.907322
38436,22,I,4,,171,, 22I  4    171,2683-59-6926,,,2010-06-07T00:00:00.000Z,101,194.997754,1461.47311
38437,22,I,4,,170,, 22I  4    170,2683-59-6946,,,2010-06-07T00:00:00.000Z,101,195.000032,1461.5539
38438,22,I,5,,194,, 22I  5    194,2684-50-4223,,,2010-06-07T00:00:00.000Z,101,214.495148,2231.304558
38439,22,I,5,,195,, 22I  5    195,2684-50-4235,,,2010-06-07T00:00:00.000Z,101,195.027222,1461.815568
38440,22,I,5,,197,, 22I  5    197,2684-50-4249,,,2010-06-07T00:00:00.000Z,101,214.584733,2233.739656
38441,22,I,6,,215,, 22I  6    215,2684-50-7320,,,2010-06-07T00:00:00.000Z,101,195.029022,1462.499349
38442,22,I,6,,203,, 22I  6    203,2684-50-5349,,,2010-06-07T00:00:00.000Z,101,194.980863,1461.341847
38443,22,I,6,,204,, 22I  6    204,2684-50-5460,,,2010-06-07T00:00:00.000Z,101,194.972466,1460.962535
38444,22,I,6,,211,, 22I  6    211,2684-50-6561,,,2010-06-07T00:00:00.000Z,101,195.004813,1461.837096
38445,22,I,6,,A,, 22I  6      A,2684-50-6446,,COMMON AREA,2010-06-07T00:00:00.000Z,103,2784.346986,107793.677085
38446,22,I,5,,A,, 22I  5      A,2684-50-6125,,COMMON AREA,2010-06-07T00:00:00.000Z,103,3008.189634,74362.240983
38447,22,I,6,,217,, 22I  6    217,2684-50-7259,,,2010-06-07T00:00:00.000Z,101,195.007074,1461.527432
38448,41,,A, ,71,B, 41   A     71B,2650-58-2864, , ,2003-12-29T00:00:00.000Z,101,877.28812,46681.510312
38449,,,,,,,,2556-23-1557,,RAILROAD,2004-01-21T00:00:00.000Z,106,2865.138494,184344.371894
38450,83,A,47,,10,B, 83A 47     10B,2556-24-9007,,TAX EXEMPT,2010-06-08T00:00:00.000Z,202,937.089566,39620.619192
38451,23,J,2,,2,, 23J  2      2,2684-94-7495,,,2010-06-11T00:00:00.000Z,101,820.298949,41404.686528
38452,23,F,2,,40,A, 23F  2     40A,2693-15-4242,,,,101,676.81145,15366.15784
38453,23,,A,,46,, 23   A     46,2683-95-5134,,,,101,1032.281803,53177.701834
38454,20,,A,,59,A, 20   A     59A,2663-05-6006,,,,101,2690.948989,432166.161279
38455,20,,A,,77,A, 20   A     77A,2663-25-2242,,,,101,1649.73766,134832.29202
38456,21,C,6,,37,, 21C  6     37,2663-95-6839,,,,101,341.015633,4341.561324
38457,21,C,6,,5,, 21C  6      5,2663-95-2962,,,,101,430.448245,4690.394727
38458,21,C,6,,46,, 21C  6     46,2663-95-3991,,,,101,345.317645,3773.113386
38459,23,F,1,,6,, 23F  1      6,2693-05-5401,,,,101,672.736297,27610.498101
38460,21,C,6,,43,, 21C  6     43,2663-95-4886,,,,101,473.711932,5402.219601
38461,20,K,4,,1,, 20K  4      1,2653-55-6890,,,,101,947.179246,56588.521554
38462,21,C,6,,36,, 21C  6     36,2663-95-6980,,,,101,413.906982,8853.930427
38463,23,A,2,,64,, 23A  2     64,2694-23-8734,,,,101,496.042172,10065.664619
38464,20,M,1,,31,, 20M  1     31,2663-25-0818,,,,101,605.747791,20862.824729
38465,20,I,2,,5,A, 20I  2      5A,2653-55-9843,,,,101,1048.252066,63182.735617
38466,20,I,5,,3,A, 20I  5      3A,2653-76-8078,,,,101,399.140191,9541.822046
38467,20,I,5,,1,, 20I  5      1,2653-75-8924,,,,101,1128.842644,43263.815601
38468,21,C,6,,12,, 21C  6     12,2663-96-1172,,,,101,435.999242,4527.224799
38469,23,F,3,,49,, 23F  3     49,2693-06-1086,,,,101,645.285733,22074.965496
38470,21,C,6,,29,, 21C  6     29,2663-96-5039,,,,101,373.12675,3881.027214
38471,20,M,1,,16,, 20M  1     16,2663-16-6008,,,,101,617.527785,21146.310746
38472,20,M,1,,25,, 20M  1     25,2663-26-2315,,,,101,587.376013,19564.927338
38473,23,F,4,,18,, 23F  4     18,2683-96-6250,,,,101,1228.573858,54501.951164
38474,20,T,1,,3,, 20T  1      3,2663-36-9258,,,,101,1573.632697,97895.102578
38475,21,,A,,193,, 21   A    193,2663-96-4323,,,,101,689.942328,29489.839375
38476,,,,,,,,2693-06-9488,,ROW,,102,515.624276,11210.825067
38477,23,F,3,,21,, 23F  3     21,2693-06-2455,,,,101,610.684596,21449.190585
38478,20,T,1,,2,, 20T  1      2,2663-36-9403,,,,101,1548.425556,95738.791646
38479,21,B,1,,13,, 21B  1     13,2664-53-7360,,,2005-06-15T00:00:00.000Z,101,261.027746,871.962804
38480,21,C,3,,28,, 21C  3     28,2663-86-0728,,,,101,490.731258,15003.310993
38481,20,G,2,2,3,, 20G  2  2   3,2663-06-7724,,,,101,766.405049,30230.732573
38482,20,G,5,,1,, 20G  5      1,2663-06-8724,,,,101,713.730809,23570.787102
38483,23,F,3,,9,, 23F  3      9,2683-95-6376,,,,101,963.043159,39649.931124
38484,22,F,2,,A,, 22F  2      A,2683-95-2493,,,,101,465.040285,13232.716343
38485,20,T,1,,9,, 20T  1      9,2663-45-1398,,,,101,1663.108456,103059.858601
38486,23,F,3,,37,, 23F  3     37,2693-05-5766,,,,101,652.952048,20711.245012
38487,20,M,1,,33,, 20M  1     33,2663-15-8804,,,,101,642.796029,22199.327693
38488,20,M,1,,32,, 20M  1     32,2663-15-9815,,,,101,649.345205,24313.153506
38489,23,F,2,,14,, 23F  2     14,2693-15-6887,,,,101,660.274382,21633.895644
38490,20,I,2,,6,F, 20I  2      6F,2653-75-5845,,,,101,821.020245,39025.401959
38491,23,F,3,,62,, 23F  3     62,2693-05-2887,,,,101,620.46632,21703.692187
38492,23,K,1,H,2,, 23K  1  H   2,3603-35-0831,,,,101,865.575315,35507.811189
38493,23,F,1,,13,, 23F  1     13,2693-15-0848,,,,101,699.497533,24108.134864
38494,21,C,6,,32,, 21C  6     32,2663-96-6120,,,,101,318.261147,4998.386069
38495,23,E,4,,2,, 23E  4      2,2694-50-8693,,,,101,1088.960556,51362.298787
38496,23,F,1,,15,, 23F  1     15,2693-16-1056,,,,101,691.527991,25934.090096
38498,20,M,1,,14,, 20M  1     14,2663-16-4148,,,,101,573.198153,19445.230603
38499,23,F,1,,33,, 23F  1     33,2693-16-7114,,,,101,717.588093,30636.852035
38500,20,I,2,,5,F, 20I  2      5F,2653-65-7943,,,,101,1699.212193,135661.585999
38501,23,F,3,,52,, 23F  3     52,2693-06-4382,,,,101,656.3186,23341.1893
38502,20,M,1,,2,, 20M  1      2,2663-16-2308,,,,101,530.640369,16567.316909
38503,20,I,3,,3,, 20I  3      3,2653-76-8347,,,,101,813.034626,28010.899507
38504,23,F,4,,17,, 23F  4     17,2683-96-8339,,,,101,847.537023,41806.48008
38505,21,C,6,,39,, 21C  6     39,2663-95-5888,,,,101,400.0153,4234.254913
38506,21,C,6,,38,, 21C  6     38,2663-95-6808,,,,101,373.942248,3775.406176
38507,22,F,1,,6,, 22F  1      6,2683-85-7724,,,,101,1052.400472,22900.238075
38508,20,T,1,,6,, 20T  1      6,2663-45-0872,,,,101,1594.806398,93701.318668
38509,20,K,4,,2,, 20K  4      2,2653-55-3990,,,,101,1439.403431,92921.679094
38510,21,C,6,,31,, 21C  6     31,2663-96-5099,,,,101,326.371591,3679.217555
38511,23,F,3,,59,, 23F  3     59,2693-06-5015,,,,101,596.207475,19991.68962
38512,21,C,6,,30,, 21C  6     30,2663-96-5069,,,,101,358.716952,3980.496361
38513,20,,A,,63,A, 20   A     63A,2653-96-6102,,,,101,869.101606,46327.734408
38514,22,F,1,,13,, 22F  1     13,2683-85-4989,,,,101,1247.727659,26017.896456
38515,21,C,6,,21,, 21C  6     21,2663-96-3106,,,,101,640.449234,12537.817998
38516,21,C,6,,16,, 21C  6     16,2663-96-1231,,,,101,429.505236,4905.177016
38517,22,F,1,,20,, 22F  1     20,2683-86-2245,,,,101,1281.659936,26834.186183
38518,23,F,3,,29,, 23F  3     29,2693-16-0441,,,,101,686.368116,25440.85384
38519,22,,7,,1,, 22   7      1,2673-76-4236,,,,101,1904.437181,201075.5985
38520,20,M,1,,11,, 20M  1     11,2663-16-3582,,,,101,635.895879,24715.412556
38521,20,G,3,,1,, 20G  3      1,2663-16-5450,,,,101,1088.945533,50671.144354
38522,23,F,3,,24,, 23F  3     24,2693-06-5740,,,,101,703.389076,26605.294116
38523,21,C,5,,2,, 21C  5      2,2663-86-9745,,,,101,722.796892,23332.739058
38524,22,F,1,,29,, 22F  1     29,2683-76-8551,,,,101,1791.805011,40225.520068
38525,21,C,3,,27,A, 21C  3     27A,2663-86-0891,,,,101,415.697086,8410.586293
38526,20,,A,,84,, 20   A     84,2663-36-9757,,,,101,1174.274627,85670.646733
38527,20,G,2,1,46,, 20G  2  1  46,2663-06-2845,,,,101,715.170125,8455.124839
38528,23,F,4,,14,, 23F  4     14,2693-06-2755,,,,101,909.177387,51190.758439
38529,21,,A,,119,, 21   A    119,2663-86-5875,,,,101,708.378938,24966.487124
38530,20,,A,,86,A, 20   A     86A,2663-36-0876,,,,101,550.728097,17360.460345
38531,21,C,3,,26,, 21C  3     26,2663-86-2806,,,,101,506.798301,15309.408864
38532,20,G,5,,17,, 20G  5     17,2663-26-1868,,,,101,1383.174732,50166.319908
38533,21,,A,,111,, 21   A    111,2663-77-2104,,,,101,950.784833,50828.901006
38534,23,F,4,,12,, 23F  4     12,2693-07-6028,,,,101,1195.280808,88873.139933
38535,20,G,1,,5,, 20G  1      5,2653-97-2074,,,,101,1322.117965,60718.002027
38536,20,F,1,,9,C, 20F  1      9C,2663-37-2296,,TAX EXEMPT,,202,814.514868,39690.578235
38537,20,Q,2,,16,, 20Q  2     16,2653-67-7481,,,,101,1409.462526,109742.891013
38538,20,G,1,,10,, 20G  1     10,2653-97-7319,,,,101,1297.251278,44066.953833
38539,21,C,2,,1,, 21C  2      1,2663-77-5522,,,,101,703.03085,28198.555942
38541,21,,A,,201,, 21   A    201,2663-87-4752,,,2003-11-25T00:00:00.000Z,101,501.370211,15764.614103
38542,12,J,13,,5,A, 12J 13      5A,2664-78-8523,,,2003-11-23T00:00:00.000Z,101,578.51929,19139.32547
38543,11,A,6,4,9,, 11A  6  4   9,2664-48-2604,,,,101,611.821038,20442.477803
38544,12,J,13,,5,, 12J 13      5,2664-78-9642,,,2003-11-23T00:00:00.000Z,101,541.823044,17134.533901
38545,14,A,A,,9,, 14A  A      9,2696-90-5577,,,2003-11-18T00:00:00.000Z,101,933.273123,46578.126654
38546,14,A,3,,1,, 14A  3      1,2696-90-5770,,,2003-11-18T00:00:00.000Z,101,791.193541,18513.166472
38547,12,J,2,,23,A, 12J  2     23A,2664-88-7321,,,2003-11-23T00:00:00.000Z,101,469.073675,2334.710963
38548,12,I,5,B,2,, 12I  5  B   2,2664-68-5340,,,2003-11-21T00:00:00.000Z,101,606.613793,22276.787804
38549,13,C,6,,7,, 13C  6      7,2674-98-3370,,,2003-11-19T00:00:00.000Z,101,638.488373,24256.391507
38550,14,,A,,61,, 14   A     61,2695-71-3120,,,2003-11-18T00:00:00.000Z,101,2981.668059,313458.340285
38551,21,C,3,,27,, 21C  3     27,2663-86-1833,,,,101,394.136802,6736.399143
38552,20,G,1,,4,, 20G  1      4,2653-96-1997,,,,101,1313.996893,58963.685372
38553,21,C,3,,15,, 21C  3     15,2663-77-8112,,,,101,647.642708,22228.11521
38554,20,,A,,86,, 20   A     86,2663-27-9021,,,,101,1351.413711,78662.797374
38555,20,G,5,,18,, 20G  5     18,2663-26-2887,,,,101,1354.379035,45999.532411
38556,20,F,1,,4,B, 20F  1      4B,2663-37-8238,,,,101,384.003393,8295.653899
38557,21,C,3,,11,, 21C  3     11,2663-87-1264,,,,101,528.699388,16224.554433
38558,21,,A,,114,, 21   A    114,2663-77-4284,,,,101,551.945665,16512.529376
38559,21,C,4,,2,D, 21C  4      2D,2663-87-6525,,,,101,1013.163644,63860.316843
38560,20,F,1,,11,, 20F  1     11,2663-37-1666,,TAX EXEMPT,,202,712.36481,15137.79603
38561,21,,A,,196,, 21   A    196,2663-97-7487,,,2003-11-17T00:00:00.000Z,101,1939.593005,159186.535733
38562,21,C,2,,4,, 21C  2      4,2663-77-8635,,,,101,945.69154,46244.232263
38563,21,C,4,,B,, 21C  4      B,2663-97-0618,,,2003-11-17T00:00:00.000Z,101,830.994261,40082.220268
38564,11,C,1,,36,, 11C  1     36,2654-97-8534,,,,101,604.797753,19894.643271
38565,12,D,11,,6,, 12D 11      6,2674-17-5600,,,,101,190.568861,1493.975739
38566,12,J,9,,48,, 12J  9     48,2664-77-2506,,,2003-11-23T00:00:00.000Z,101,389.152622,4412.546993
38567,12,J,9,,29,, 12J  9     29,2664-67-8507,,,2003-11-23T00:00:00.000Z,101,371.481408,3918.094155
38568,12,I,7,,7,, 12I  7      7,2664-58-6676,,,2003-11-21T00:00:00.000Z,101,819.029373,31274.778752
38569,11,A,5,1,15,, 11A  5  1  15,2664-38-7604,,,,101,670.014927,24764.674544
38570,12,J,1,,3,, 12J  1      3,2664-98-1619,,,2003-11-23T00:00:00.000Z,101,526.696063,16694.87142
38571,11,A,5,4,17,, 11A  5  4  17,2664-38-9695,,,,101,610.298979,21413.941792
38572,18,C,4,,9,, 18C  4      9,3644-09-9052,,,2003-12-01T00:00:00.000Z,101,798.823141,39032.905243
38574,30,,3, ,A,4, 30   3      A4,2651-87-1127, , ,2005-05-16T00:00:00.000Z,101,2601.785664,402704.005543
38575,23,F,3,,54,, 23F  3     54,2693-06-6477,,,,101,739.809178,34051.61941
38576,20,,A,,71,, 20   A     71,2663-16-0446,,,,101,715.069444,27927.264375
38577,20,M,1,,1,, 20M  1      1,2663-16-1581,,,,101,667.827485,27701.908136
38578,20,G,2,2,1,, 20G  2  2   1,2663-06-5741,,,,101,756.380937,27359.691562
38579,20,G,2,2,2,, 20G  2  2   2,2663-06-6723,,,,101,722.876891,23202.427913
38580,21,C,5,,1,, 21C  5      1,2663-86-8851,,,,101,514.361523,14902.099984
38581,20,G,5,,2,, 20G  5      2,2663-06-9704,,,,101,707.93007,21448.392081
38582,22,F,1,,31,, 22F  1     31,2683-76-7534,,,,101,1928.348949,46241.439718
38583,20,G,2,1,24,, 20G  2  1  24,2663-06-0930,,,,101,314.452109,5050.543958
38584,21,,A,,98,, 21   A     98,2663-56-3717,,,,101,1147.635694,78237.716728
38585,21,C,3,,14,, 21C  3     14,2663-77-9104,,,,101,574.364359,17447.645039
38586,20,F,3,,13,, 20F  3     13,2663-47-9150,,,,101,787.838246,26502.766526
38587,20,G,1,,6,, 20G  1      6,2653-97-3162,,,,101,1209.653953,29606.401512
38588,23,F,4,,11,, 23F  4     11,2693-07-7292,,,,101,751.941698,29020.692599
38589,21,,A,,95,, 21   A     95,2663-67-6413,,,,101,1931.838296,205551.703087
38590,21,C,11,,3,, 21C 11      3,2663-67-8488,,,,101,1619.715694,103716.889689
38591,21,C,11,,2,, 21C 11      2,2663-77-0524,,,,101,1434.005587,62559.43087
38592,20,F,1,,12,, 20F  1     12,2663-37-0721,,,,101,1031.959762,43966.47196
38593,12,D,8,,9,, 12D  8      9,2674-17-3578,,,,101,224.401706,2638.853682
38594,12,D,9,,3,, 12D  9      3,2674-17-2601,,,,101,195.846683,1431.641774
38595,12,I,1,,1,, 12I  1      1,2664-67-5437,,,2003-11-21T00:00:00.000Z,101,955.412156,57930.571323
38596,12,D,11,,5,, 12D 11      5,2674-17-4681,,,,101,192.663783,1580.446659
38597,12,,A,,70,, 12   A     70,2664-88-3681,,,2003-11-22T00:00:00.000Z,101,639.753255,24592.520934
38598,24,,1,,3,, 24   1      3,3603-53-3269,,,2003-12-08T00:00:00.000Z,101,3738.443515,390762.877499
38599,27,,A,,46,, 27   A     46,3643-84-3008,,,2003-12-08T00:00:00.000Z,101,1254.60302,96550.114121
38600,27,,A,,15,B, 27   A     15B,3633-93-9948,,,2003-12-08T00:00:00.000Z,101,3005.403219,457399.2013
38601,27,,A,,15,E, 27   A     15E,3643-03-4706,,,2003-12-08T00:00:00.000Z,101,3317.728424,137954.171267
38602,18,,A,,134,, 18   A    134,3645-51-4160,,,2005-05-13T00:00:00.000Z,101,1084.36748,72045.495876
38603,17,,A,,45,A2, 17   A     45A2,3635-62-5269,,,2003-12-30T00:00:00.000Z,101,2035.349348,219833.980338
38604,15,B,4,,52,, 15B  4     52,3605-62-1586,,,2003-12-09T00:00:00.000Z,101,449.867972,5100.932667
38605,26,,A,,37,C, 26   A     37C,3633-39-2136,,,2003-12-15T00:00:00.000Z,101,2470.441229,285427.579709
38606,27,,A,,34,A, 27   A     34A,3643-49-9474,,,2003-12-05T00:00:00.000Z,101,1010.865294,55259.188778
38607,12,I,8,,18,, 12I  8     18,2664-47-8663,,,2003-11-21T00:00:00.000Z,101,598.592589,21599.307998
38608,11,C,1,,21,, 11C  1     21,2654-97-6644,,,,101,616.702436,20153.668642
38609,12,I,2,,1,, 12I  2      1,2664-67-6693,,,2003-11-21T00:00:00.000Z,101,573.600636,19313.655622
38610,12,J,9,,41,, 12J  9     41,2664-77-0665,,,2003-11-23T00:00:00.000Z,101,395.88196,4627.639854
38611,11,A,6,1,4,, 11A  6  1   4,2664-47-2648,,,,101,594.430319,18085.623638
38612,11,C,3,,15,, 11C  3     15,2664-07-6677,,,,101,615.848759,21051.020606
38613,12,J,10,,13,, 12J 10     13,2664-77-7638,,,2003-11-23T00:00:00.000Z,101,420.304517,7399.447362
38614,12,D,13,,6,, 12D 13      6,2674-17-6794,,,,101,194.879331,1544.383827
38615,12,D,10,,10,, 12D 10     10,2674-17-2892,,,,101,211.844053,1666.291534
38616,12,J,10,,4,, 12J 10      4,2664-77-2726,,,2003-11-23T00:00:00.000Z,101,593.170918,21514.618775
38617,11,A,6,2,8,, 11A  6  2   8,2664-47-7739,,,,101,624.815694,22354.54655
38618,12,D,10,,11,, 12D 10     11,2674-17-3813,,,,101,211.256706,1641.63031
38619,12,D,10,,13,, 12D 10     13,2674-17-3854,,,,101,222.84375,2147.273826
38620,12,I,8,,21,, 12I  8     21,2664-57-1789,,,2003-11-21T00:00:00.000Z,101,596.919314,21163.275649
38621,27,,A,,32,, 27   A     32,3643-33-2856,,,2003-12-08T00:00:00.000Z,101,1657.649448,149230.008866
38622,43,C,4, ,31,A, 43C  4     31A,2680-16-7194, , ,2003-12-19T00:00:00.000Z,101,580.363228,15591.019797
38623,26,,A,,49,E, 26   A     49E,3634-51-2560,,,2003-12-15T00:00:00.000Z,101,2984.291847,357243.338244
38624,18,,A,,16,, 18   A     16,3645-22-0379,,,2003-12-08T00:00:00.000Z,101,2100.609838,248519.650754
38625,15,B,4,,A,, 15B  4      A,3605-62-1642,,,2003-12-09T00:00:00.000Z,101,617.685058,21682.34175
38626,15,B,4,,Y,, 15B  4      Y,3605-61-0926,,,2003-12-09T00:00:00.000Z,101,3549.402724,339245.303487
38627,17,D,2,,7,, 17D  2      7,3635-42-6489,,,2003-12-15T00:00:00.000Z,101,2220.437335,245432.645654
38628,26,,A,,37,A, 26   A     37A,3633-39-0401,,,2003-12-15T00:00:00.000Z,101,832.867067,41696.647541
38629,12,J,9,,43,, 12J  9     43,2664-77-1602,,,2003-11-23T00:00:00.000Z,101,391.255813,4337.467332
38630,11,C,1,,47,, 11C  1     47,2664-07-1642,,,,101,638.132528,22029.957335
38631,12,J,9,,42,, 12J  9     42,2664-77-0683,,,2003-11-23T00:00:00.000Z,101,384.092753,3675.904504
38632,12,J,10,,13,A, 12J 10     13A,2664-77-8651,,,2003-11-23T00:00:00.000Z,101,789.308073,35540.206644
38633,12,I,8,,3,, 12I  8      3,2664-57-4663,,,2003-11-21T00:00:00.000Z,101,627.392009,22105.391997
38634,12,J,9,,40,, 12J  9     40,2664-77-0646,,,2003-11-23T00:00:00.000Z,101,397.144492,4677.075137
38635,12,D,13,,5,, 12D 13      5,2674-17-6782,,,,101,192.203393,1470.244371
38636,12,D,12,,14,, 12D 12     14,2674-17-5793,,,,101,183.305792,1389.208564
38637,12,D,10,,8,, 12D 10      8,2674-17-2759,,,,101,238.407845,2817.229028
38638,12,J,9,,33,, 12J  9     33,2664-67-8796,,,2003-11-23T00:00:00.000Z,101,396.319263,4402.436656
38639,12,J,10,,12,, 12J 10     12,2664-77-6753,,,2003-11-23T00:00:00.000Z,101,618.5939,23735.880662
38640,12,D,12,,9,, 12D 12      9,2674-17-6852,,,,101,209.455881,2440.689167
38641,12,J,11,,10,, 12J 11     10,2664-87-0811,,,2003-11-23T00:00:00.000Z,101,664.574542,26968.621781
38642,12,D,12,,20,, 12D 12     20,2674-17-5758,,COMMON AREA,2011-08-16T00:00:00.000Z,103,520.949376,12419.061028
38643,12,I,8,,20,, 12I  8     20,2664-57-0850,,,2003-11-21T00:00:00.000Z,101,580.933689,20647.93057
38644,11,C,1,,45,, 11C  1     45,2664-07-2739,,,,101,623.615567,20536.327436
38645,12,J,13,,6,, 12J 13      6,2664-78-8656,,,2003-11-23T00:00:00.000Z,101,455.71918,11988.187095
38646,11,C,2,,43,, 11C  2     43,2664-08-2677,,,,101,527.757284,16591.737922
38647,11,A,5,5,30,, 11A  5  5  30,2665-30-2903,,,,101,605.131832,19057.809501
38648,25,C,6,1,3,, 25C  6  1   3,3614-71-4429,,,2003-12-09T00:00:00.000Z,101,2866.645743,319489.26931
38649,25,C,6,1,4,, 25C  6  1   4,3614-71-9486,,,2003-12-09T00:00:00.000Z,101,2080.442358,219658.762287
38650,24,,A,,30,A, 24   A     30A,3603-53-5755,,,2003-12-08T00:00:00.000Z,101,1408.657224,52090.396963
38652,43,H,1, ,16, , 43H  1     16,2670-86-9078, , ,2003-12-23T00:00:00.000Z,101,658.203499,21124.860534
38654,15,B,4,,B,, 15B  4      B,3605-62-2200,,,2003-12-09T00:00:00.000Z,101,2184.808706,66097.589022
38655,26,F,1,,3,, 26F  1      3,3633-29-6476,,,2003-12-10T00:00:00.000Z,101,1056.066651,46425.569739
38656,12,D,13,,3,, 12D 13      3,2674-17-6669,,,,101,190.070491,1447.999322
38657,12,J,10,,2,, 12J 10      2,2664-77-4632,,,2003-11-23T00:00:00.000Z,101,580.212022,20262.580749
38658,12,D,13,,4,, 12D 13      4,2674-17-6771,,,,101,194.783279,1598.737026
38659,12,D,9,,21,, 12D  9     21,2674-17-3679,,COMMON AREA,2005-06-24T00:00:00.000Z,103,273.392512,3337.036303
38660,12,J,9,,39,, 12J  9     39,2664-77-0628,,,2003-11-23T00:00:00.000Z,101,391.055204,4112.910742
38661,12,D,12,,13,, 12D 12     13,2674-17-6704,,,,101,186.020725,1514.344539
38662,12,D,10,,7,, 12D 10      7,2674-17-2728,,,,101,217.902991,1926.893298
38663,11,A,7,4,11,, 11A  7  4  11,2664-37-5713,,,,101,939.779043,47493.369697
38664,12,D,12,,5,, 12D 12      5,2674-17-5803,,,,101,181.516611,1463.826528
38665,11,A,6,1,5,, 11A  6  1   5,2664-47-1786,,,,101,676.654364,25621.399344
38666,12,D,12,,6,, 12D 12      6,2674-17-5814,,,,101,178.606581,1373.137913
38667,12,I,1,,2,, 12I  1      2,2664-67-4648,,,2003-11-21T00:00:00.000Z,101,1090.088088,59944.502698
38668,12,D,12,,7,, 12D 12      7,2674-17-5826,,,,101,174.884732,1253.967526
