OBJECTID,BLOCKID10,HOUSING10,POP10,LandSqMi,PopSqMi
6741,518100462143007,29,104,0.00771,13488.975357
6742,518100430021041,9,33,0.00962,3430.35343
6743,518100454261015,0,0,0.00632,0
6744,518100454261008,32,93,0.01243,7481.898632
6745,518100456031031,0,0,0.0001,0
6746,518100456031032,0,0,4e-05,0
6747,518100456031028,0,0,0.00292,0
6748,518100426002034,0,0,0.00934,0
6749,518100428021012,0,0,0.00124,0
6750,518100456032000,0,0,0.00205,0
6751,518100404033033,0,0,0,0
6752,518100414002013,3,12,0.04762,251.99496
6753,518100462041023,1,2,0.00041,4878.04878
6754,518100462121011,18,47,0.02347,2002.556455
6755,518100460141004,0,0,0.00203,0
6756,518100418023013,0,0,0.00826,0
6757,518100404021012,0,0,0.00418,0
6758,518100452001004,0,0,0.0131,0
6759,518100400002061,0,0,0.00867,0
6760,518100436001016,0,0,0.0009,0
6761,518100444013008,10,18,0.0095,1894.736842
6762,518100430041007,89,215,0.10284,2090.626215
6764,518100444021002,28,57,0.01768,3223.9819
6765,518100444021006,5,10,0.00117,8547.008547
6766,518100444012013,30,78,0.01646,4738.760632
6767,518100444021008,37,96,0.02264,4240.282686
6768,518100444021038,30,80,0.01533,5218.525766
6769,518100432001035,0,0,0.00193,0
6770,518100432001063,0,0,0.00237,0
6771,518100432001066,0,0,0.00145,0
6772,518100448052038,0,0,0.00049,0
6774,518100450001021,0,0,0.01916,0
6776,518100440013006,188,336,0.03606,9317.803661
6777,518100440012006,50,89,0.02841,3132.699754
6778,518100440013009,0,0,0.00265,0
6779,518100442002004,0,0,0.00209,0
6780,518100440034010,41,67,0.00655,10229.007634
6781,518100438003033,15,17,0.00222,7657.657658
6782,518100438003042,6,10,0.00152,6578.947368
6783,518100440042007,3,3,0.00375,800
6784,518100440042027,47,77,0.01576,4885.786802
6785,518100440042020,25,19,0.00728,2609.89011
6786,518100454273003,32,57,0.00462,12337.662338
6787,518100454273008,25,65,0.00349,18624.641834
6788,518100454273005,104,312,0.04356,7162.534435
6789,518100454273001,317,837,0.15155,5522.929726
6791,518100430042001,24,52,0.00318,16352.201258
6792,518100408022008,28,72,0.01034,6963.249516
6793,518100444011013,10,20,0.00941,2125.398512
6794,518100462225006,52,148,0.02527,5856.747131
6795,518100462223000,14,37,0.00811,4562.268804
6796,518100456043012,255,391,0.09972,3920.97874
6797,518100460052014,26,40,0.0032,12500
6798,518100460092012,27,77,0.01393,5527.638191
6799,518100460021020,17,44,0.00825,5333.333333
6800,518100460143008,13,41,0.00371,11051.212938
6801,518100460143013,44,129,0.02151,5997.2106
6802,518100454121024,0,0,0.0003,0
6803,518100454233033,1,5,0.00017,29411.764706
6804,518100454233078,0,0,0.00089,0
6805,518100464001028,0,0,0.00146,0
6806,518100464001024,0,0,0.00011,0
6807,518100464003008,0,0,0.00134,0
6808,518100402001035,15,24,0.00176,13636.363636
6809,518100400002014,0,0,0.00243,0
6810,518100444021033,0,0,0.00239,0
6811,518100444021004,0,0,0.00134,0
6812,518100444021029,0,0,0.00327,0
6813,518100446004028,0,0,0.0002,0
6814,518100446004052,0,0,0.00332,0
6815,518100448051022,0,0,0.03619,0
6816,518100448052018,0,0,0.02571,0
6817,518100448052019,0,0,0.00225,0
6818,518100406003027,0,0,0.00105,0
6819,518100432001074,44,173,0.01177,14698.385726
6820,518100446001021,10,25,0.01695,1474.926254
6821,518100434001005,24,33,0.00517,6382.978723
6822,518100434002007,0,0,0.00092,0
6823,518100434002008,0,0,0.00066,0
6824,518100434002013,0,0,0.00097,0
6825,518100400002063,0,0,0.0079,0
6826,518100434001011,24,23,0.00488,4713.114754
6827,518100438001005,11,12,0.00191,6282.722513
6828,518100400002064,0,0,0.00157,0
6830,518100440041034,0,0,0.00729,0
6831,518100440041035,1,0,0.00359,0
6832,518100440031036,25,46,0.00673,6835.066865
6833,518100442001025,26,53,0.00556,9532.374101
6834,518100442003004,32,54,0.00432,12500
6835,518100440033014,16,37,0.005,7400
6836,518100440033009,16,41,0.00503,8151.093439
6837,518100440033011,17,28,0.00497,5633.802817
6838,518100440033024,9,26,0.0029,8965.517241
6840,518100462141007,197,610,0.10445,5840.114888
6841,518100462142005,17,57,0.01218,4679.802956
6842,518100462252003,176,578,0.10367,5575.383428
6843,518100462252002,44,161,0.0151,10662.251656
6844,518100432001080,0,0,0.01525,0
6846,518100432001098,0,0,0.02787,0
6847,518100404041000,0,0,0,0
6848,518100402001025,0,0,0.03541,0
6849,518100410032016,50,102,0.01205,8464.73029
6850,518100460161002,7,23,0.00538,4275.092937
6851,518100454121008,0,0,0,0
6852,518100440032015,9,14,0.00569,2460.456942
6853,518100454173000,0,0,0.00169,0
6854,518100454252004,76,220,0.05759,3820.107658
6855,518100454251016,19,47,0.00951,4942.166141
6856,518100454251003,15,46,0.00896,5133.928571
6857,518100454251004,35,111,0.00775,14322.580645
6858,518100454202008,0,0,0.0464,0
6859,518100454202010,0,0,0.00136,0
6860,518100434002002,0,0,0.00116,0
6861,518100444023000,0,0,0.00082,0
6862,518100444022008,93,130,0.04724,2751.905165
6863,518100410032006,29,65,0.00966,6728.778468
6864,518100410021014,0,0,0.0225,0
6865,518100442004013,0,0,0.00063,0
6866,518100442004004,0,0,0.00019,0
6867,518100402001012,0,0,0.02674,0
6868,518100400002017,0,0,0.00412,0
6869,518100454233087,0,0,0.00025,0
6870,518100454081013,1,3,0.00028,10714.285714
6871,518100436001035,2,5,0.00202,2475.247525
6872,518100436002012,39,68,0.02037,3338.242513
6873,518100436002015,0,0,0.00206,0
6874,518100436001039,3,3,0.00078,3846.153846
6875,518100436001003,17,20,0.00454,4405.286344
6876,518100438002025,3,5,0.00183,2732.240437
6877,518100438002009,19,39,0.05692,685.172171
6878,518100438003007,4,6,0.0027,2222.222222
6879,518100438001000,19,18,0.01285,1400.77821
6880,518100438001015,10,16,0.00396,4040.40404
6881,518100438001024,0,0,0.00219,0
6882,518100438001023,0,0,0.00203,0
6883,518100402003010,11,41,0.00225,18222.222222
6884,518100460091000,0,0,0.01659,0
6885,518100406003037,0,0,0,0
6886,518100460101003,20,63,0.00853,7385.697538
6887,518100450001062,0,0,0.01329,0
6888,518100454081012,24,80,0.00615,13008.130081
6889,518100454081005,36,105,0.00167,62874.251497
6890,518100454232047,0,0,0.01463,0
6891,518100454221006,15,34,0.00835,4071.856287
6892,518100454174016,0,0,0.00114,0
6893,518100440012019,1,0,0.01076,0
6894,518100440012005,60,100,0.02453,4076.640848
6895,518100460064022,0,0,0.00073,0
6896,518100460093004,0,0,0.00391,0
6897,518100456032017,47,83,0.00271,30627.306273
6898,518100456043008,60,137,0.00582,23539.5189
6899,518100448073014,10,21,0.0032,6562.5
6901,518100438004032,19,46,0.02203,2088.061734
6902,518100446002023,11,25,0.00989,2527.805865
6903,518100404042005,0,0,0,0
6904,518100460052026,0,0,0.00269,0
6905,518100448082006,24,43,0.01613,2665.84005
6906,518100454084003,0,0,0.00016,0
6907,518100462253001,9,31,0.00402,7711.442786
6908,518100454064038,0,0,0.00565,0
6909,518100462221000,0,0,0.00019,0
6910,518100454212002,0,0,0.00244,0
6911,518100462221006,0,0,0.00034,0
6912,518100462233000,61,183,0.03304,5538.74092
6913,518100462221007,0,0,0.00097,0
6914,518100454064020,0,0,0.00489,0
6915,518100460141030,14,39,0.00514,7587.548638
6916,518100462221022,0,0,0.0005,0
6917,518100462073026,0,0,0.00508,0
6918,518100460141028,0,0,0.00096,0
6919,518100462223014,0,0,0.00046,0
6920,518100454261014,0,0,0.0035,0
6921,518100462073021,0,0,0.00627,0
6922,518100454084017,82,254,0.07636,3326.348874
6923,518100454084038,0,0,0.00271,0
6925,518100438004031,12,27,0.01061,2544.769086
6926,518100438004028,18,48,0.01646,2916.160389
6927,518100436001038,11,12,0.0016,7500
6928,518100460101013,29,79,0.01958,4034.729316
6929,518100460093002,54,145,0.03891,3726.548445
6930,518100406003041,0,0,0.00492,0
6931,518100460092008,55,170,0.03209,5297.600499
6932,518100460093000,52,140,0.0222,6306.306306
6933,518100460092011,22,48,0.00944,5084.745763
6934,518100460023000,0,0,0.00096,0
6935,518100460021022,20,60,0.01183,5071.851226
6936,518100460091022,15,37,0.01183,3127.641589
6937,518100454121067,0,0,0.00604,0
6938,518100464001062,49,145,1.48656,97.540631
6939,518100464004038,33,83,0.94731,87.616514
6940,518100464003003,21,59,0.33984,173.611111
6941,518100454274005,15,31,0.00344,9011.627907
6942,518100454274002,30,69,0.00556,12410.071942
6943,518100464004037,2,5,0.01151,434.404865
6944,518100438001018,0,0,0.00423,0
6945,518100440042044,16,33,0.00202,16336.633663
6946,518100440042019,25,29,0.00368,7880.434783
6947,518100440042018,26,39,0.00371,10512.12938
6948,518100440042017,26,36,0.00366,9836.065574
6949,518100440042030,25,38,0.00477,7966.457023
6950,518100460143001,30,129,0.00842,15320.665083
6951,518100454064015,0,0,0.00335,0
6952,518100462191001,104,333,0.07472,4456.638116
6953,518100454065022,0,0,0.00583,0
6954,518100430033038,0,0,0.0008,0
6955,518100422012010,6,12,0.00437,2745.995423
6956,518100456011031,31,77,0.02355,3269.639066
6957,518100430042015,0,0,0.00126,0
6958,518100400001034,0,0,0.00519,0
6959,518100446004033,0,0,0.00016,0
6960,518100446004034,0,0,0.00288,0
6961,518100424002013,0,0,0.00063,0
6962,518100410033010,0,0,0.00517,0
6963,518100456041002,0,0,0.00232,0
6964,518100456041003,0,0,0.00185,0
6965,518100456043010,0,0,0.0044,0
6966,518100454144007,0,0,0.00095,0
6967,518100454073015,0,0,0.00447,0
6968,518100458093004,0,0,0.00602,0
6969,518100458101000,0,0,0.00134,0
6970,518100458101004,0,0,0.00372,0
6971,518100462073010,1,4,0.0638,62.695925
6972,518100410031007,0,0,0.00124,0
6973,518100460064012,17,45,0.00978,4601.226994
6974,518100462061009,30,83,0.00689,12046.444122
6975,518100462061014,12,37,0.00281,13167.259787
6976,518100460063010,31,76,0.01655,4592.145015
6977,518100460064028,9,16,0.01,1600
6978,518100410044026,28,73,0.01121,6512.042819
6979,518100410044021,38,105,0.01574,6670.90216
6980,518100410043003,14,34,0.0066,5151.515152
6981,518100410021022,43,101,0.02637,3830.109973
6982,518100410022030,31,67,0.00531,12617.702448
6983,518100410043004,14,43,0.00659,6525.037936
6984,518100442002020,36,75,0.00148,50675.675676
6985,518100410022037,17,38,0.00737,5156.037992
6986,518100440031004,12,19,0.00174,10919.54023
6987,518100440031022,0,0,0,0
6988,518100440031011,1,4,0.0048,833.333333
6989,518100440031014,57,28,0.00499,5611.222445
6990,518100440031013,0,0,0.0048,0
6991,518100440035012,16,35,0.00503,6958.250497
6992,518100440035010,12,24,0.00502,4780.876494
6993,518100440032021,10,22,0.00222,9909.90991
6994,518100440031001,0,0,0.00248,0
6995,518100418024003,0,0,0.00857,0
6996,518100454281019,80,86,0.03106,2768.834514
6997,518100434001017,2,1,0.00138,724.637681
6998,518100430031010,0,0,0.00085,0
6999,518100430033011,0,0,0.00081,0
7000,518100430033007,24,32,0.00128,25000
1,518100426002027,0,0,0.00111,0
2,518100448063028,18,47,0.00609,7717.569787
3,518100406003038,0,0,0.0013,0
4,518100428011000,0,0,0.0001,0
5,518100458011000,0,0,0.00011,0
6,518100428011003,14,48,0.01323,3628.117914
7,518100456042006,0,0,0.00044,0
8,518100442001017,193,392,0.18511,2117.65977
9,518100440031008,10,23,0.00251,9163.346614
10,518100456043015,26,61,0.02347,2599.062633
11,518100440031009,0,0,0.00077,0
12,518100460051000,0,0,0.00013,0
13,518100428021017,0,0,0.00023,0
14,518100410022039,0,0,0.00683,0
15,518100460051028,0,0,0.00024,0
16,518100442003021,0,0,0.00023,0
17,518100412001011,23,50,0.02437,2051.702913
18,518100402001067,5,11,0.003,3666.666667
19,518100404042034,0,0,0.00184,0
20,518100404024002,0,0,0.00152,0
21,518100462212001,0,0,0.00077,0
22,518100406003036,16,40,0.02825,1415.929204
23,518100462042006,146,358,0.15636,2289.58813
24,518100400002046,0,0,0.02414,0
25,518100442002026,10,28,0.00168,16666.666667
26,518100400002045,0,0,0.02751,0
27,518100418013012,0,0,0,0
28,518100412001001,133,273,0.12553,2174.778937
29,518100412001026,0,0,0.0028,0
30,518100412002014,10,18,0.02705,665.434381
31,518100454051005,0,0,0.00146,0
32,518100458061016,47,135,0.01857,7269.789984
33,518100454141011,14,44,0.00433,10161.662818
34,518100454141005,19,56,0.00493,11359.026369
35,518100454141015,40,109,0.00717,15202.23152
36,518100454141016,39,116,0.00763,15203.145478
37,518100428011013,30,83,0.01112,7464.028777
38,518100428011019,20,48,0.00732,6557.377049
39,518100428012000,0,0,0.00651,0
40,518100428015000,15,44,0.00609,7224.958949
41,518100428015009,31,84,0.01342,6259.314456
42,518100428015020,31,91,0.01241,7332.796132
43,518100428023005,13,25,0.00621,4025.764895
44,518100428012010,19,50,0.00714,7002.80112
45,518100428013014,25,65,0.00984,6605.691057
46,518100454141003,19,56,0.00793,7061.790668
47,518100454141006,12,24,0.00516,4651.162791
48,518100428013000,96,267,0.06083,4389.281604
49,518100400002015,0,0,0.0449,0
50,518100412002008,73,107,0.02256,4742.907801
51,518100414002012,12,35,0.00512,6835.9375
52,518100430021042,12,28,0.01156,2422.145329
53,518100430022032,35,115,0.03335,3448.275862
54,518100444021001,0,0,0.00181,0
55,518100462172015,119,264,0.02771,9527.246481
56,518100460023007,39,111,0.00467,23768.736617
57,518100408024001,29,79,0.01549,5100.064558
58,518100460122004,40,127,0.0153,8300.653595
59,518100460052003,40,53,0.00889,5961.754781
60,518100460051034,0,0,0.0004,0
61,518100460094003,14,34,0.01254,2711.323764
62,518100460021003,0,0,0.00074,0
63,518100440032036,13,23,0.00368,6250
64,518100460052016,0,0,0.00082,0
65,518100458013019,0,0,0.12993,0
66,518100460052024,0,0,0.00071,0
67,518100454074044,0,0,0.01042,0
68,518100452001013,0,0,9e-05,0
69,518100454074025,0,0,0.00111,0
70,518100460021015,84,155,0.03406,4550.792719
71,518100460021029,0,0,0.01024,0
72,518100454151011,0,0,0.00037,0
73,518100412001030,10,26,0.00504,5158.730159
74,518100412002013,8,14,0.01307,1071.155318
75,518100418011023,8,18,0.00214,8411.214953
76,518100418012002,43,53,0.01475,3593.220339
77,518100442002025,6,18,0.00138,13043.478261
78,518100412002052,20,51,0.01664,3064.903846
79,518100412002063,21,29,0.01078,2690.166976
80,518100414002020,11,30,0.00169,17751.47929
81,518100408022000,33,74,0.01634,4528.76377
82,518100408022002,22,64,0.01033,6195.546951
83,518100462141002,1,0,0.02286,0
84,518100460142000,0,0,0.00245,0
85,518100460122016,1,4,0.00034,11764.705882
86,518100460121002,1162,2643,0.30156,8764.42499
87,518100458094004,44,116,0.01049,11058.15062
88,518100460131022,15,42,0.00629,6677.265501
89,518100460152000,134,386,0.03597,10731.16486
90,518100460131024,0,0,0.00519,0
91,518100460131006,0,0,0.00128,0
92,518100460161015,1,4,0.06955,57.512581
93,518100460152003,62,185,0.01742,10619.977038
94,518100462162000,356,1143,0.16024,7133.050424
95,518100458091017,63,164,0.01645,9969.604863
96,518100454051006,0,0,0.00178,0
97,518100454054005,14,33,0.00456,7236.842105
98,518100454051003,30,57,0.00599,9515.859766
99,518100454054000,322,948,0.11838,8008.109478
100,518100454061009,97,336,0.016,21000
101,518100454232057,0,0,0.00037,0
102,518100462122000,361,1003,0.14894,6734.255405
103,518100460111013,0,0,0.00219,0
104,518100462243006,22,82,0.00568,14436.619718
105,518100462253016,14,49,0.00578,8477.508651
106,518100422012021,4,14,0.00374,3743.315508
107,518100458011016,37,97,0.01769,5483.323912
108,518100422024003,22,52,0.01095,4748.858447
109,518100458032016,33,85,0.03921,2167.814333
110,518100422021024,10,20,0.00676,2958.579882
111,518100428022009,0,0,0.00143,0
112,518100422022030,84,211,0.06455,3268.783888
113,518100448083001,296,609,0.08568,7107.843137
114,518100454251020,16,54,0.00823,6561.360875
115,518100450001058,0,0,0.00029,0
116,518100454063003,19,57,0.0035,16285.714286
117,518100454061004,26,72,0.00415,17349.39759
118,518100450001010,0,0,0.0707,0
119,518100462201010,5,7,0.00297,2356.902357
120,518100454074061,0,0,0.0011,0
121,518100462201035,0,0,0.00198,0
122,518100460111008,64,132,0.02572,5132.192846
123,518100462201043,0,0,0.00047,0
124,518100454143016,9,32,0.00123,26016.260163
125,518100454052009,0,0,0.00068,0
126,518100412004024,14,27,0.00872,3096.330275
127,518100412004031,69,135,0.02503,5393.527767
128,518100412004023,12,25,0.00759,3293.807642
129,518100412004016,0,0,0.00162,0
130,518100408013002,28,81,0.01012,8003.952569
131,518100408013010,27,64,0.00997,6419.257773
132,518100408014000,22,59,0.01201,4912.572856
133,518100408014010,26,71,0.00974,7289.527721
134,518100408014006,25,61,0.00937,6510.138741
135,518100418024028,93,151,0.01544,9779.792746
136,518100418012008,12,31,0.00328,9451.219512
137,518100414001041,19,45,0.01713,2626.970228
138,518100454143008,6,18,0.0018,10000
139,518100454143015,26,82,0.00638,12852.664577
140,518100454232050,0,0,0.00541,0
141,518100422022015,27,67,0.02596,2580.893683
143,518100422023008,19,49,0.00692,7080.924855
144,518100426002005,24,56,0.0118,4745.762712
145,518100422022020,18,37,0.00648,5709.876543
146,518100426001031,0,0,0.00174,0
147,518100448082009,44,105,0.01363,7703.595011
148,518100448083022,0,0,0.01103,0
149,518100454074045,0,0,0.00619,0
150,518100442002021,12,32,0.00083,38554.216867
151,518100454081008,28,65,0.00117,55555.555556
152,518100438002013,0,0,0.00197,0
153,518100454081002,629,1706,0.26266,6495.088708
154,518100442002019,11,38,0.00051,74509.803922
155,518100442002017,163,486,0.03694,13156.469951
156,518100442001022,24,43,0.00555,7747.747748
157,518100460102002,0,0,0.00127,0
158,518100452001000,0,0,0.20669,0
159,518100452003001,0,0,0.04004,0
160,518100454081025,30,97,0.00847,11452.18418
161,518100410021016,0,0,0.04394,0
162,518100454262010,7,23,0.00523,4397.705545
163,518100454261011,71,209,0.03526,5927.396483
164,518100418022020,72,158,0.01284,12305.29595
165,518100430033000,0,0,0.02706,0
166,518100462202010,0,0,0.00086,0
167,518100450001025,0,0,0.08502,0
168,518100460121009,0,0,0.00021,0
169,518100454052003,228,641,0.07106,9020.546017
170,518100462073017,1,1,0.07022,14.240957
171,518100462121001,55,171,0.04047,4225.352113
172,518100454065011,0,0,0.00116,0
173,518100454081020,21,57,0.02597,2194.8402
174,518100462113005,64,216,0.07116,3035.413153
175,518100454074039,0,0,0.00241,0
176,518100460133006,0,0,0.00039,0
177,518100460131020,0,0,0.0008,0
178,518100462231011,0,0,0.00145,0
179,518100462211001,143,381,0.10206,3733.098178
180,518100460131016,9,22,0.00378,5820.10582
181,518100462073034,0,0,0.0013,0
182,518100418024055,25,67,0.01519,4410.796577
184,518100414001011,7,19,0.01055,1800.947867
185,518100414003017,53,151,0.03702,4078.876283
186,518100416004012,31,81,0.04752,1704.545455
187,518100420001019,60,174,0.15362,1132.665018
188,518100418021023,17,30,0.00401,7481.296758
189,518100418022011,35,75,0.00542,13837.638376
191,518100430033031,0,0,0.0048,0
192,518100424003003,35,90,0.01547,5817.7117
193,518100454151002,29,81,0.0107,7570.093458
194,518100454152005,33,103,0.01288,7996.89441
195,518100454152003,25,66,0.01438,4589.707928
196,518100444024001,0,0,0.00133,0
197,518100448081018,15,38,0.00767,4954.367666
198,518100448074024,0,0,0.00351,0
199,518100448074012,26,69,0.01011,6824.925816
200,518100448074013,26,68,0.01011,6726.013848
201,518100448074029,0,0,0.00527,0
202,518100430041021,302,585,0.09943,5883.536156
203,518100450001030,0,0,0.28284,0
204,518100446002013,20,53,0.01796,2951.002227
205,518100446002011,40,116,0.15494,748.676907
206,518100444022018,24,72,0.01213,5935.69662
207,518100404041002,1239,2506,0.60471,4144.135205
208,518100430021057,144,346,0.20428,1693.753671
210,518100448072005,257,529,0.02987,17710.077
211,518100404042031,0,0,0,0
212,518100412004019,0,0,0.00134,0
213,518100416004015,2,4,0.00345,1159.42029
214,518100422021005,6,12,0.01368,877.192982
215,518100464001040,2,6,0.06311,95.072096
216,518100420001017,9,25,0.01266,1974.723539
217,518100416004002,16,30,0.03458,867.553499
218,518100422012032,66,168,0.02963,5669.929126
219,518100456011022,31,65,0.0217,2995.391705
220,518100462041037,2,6,0.01691,354.819633
221,518100458081010,0,0,0.0023,0
222,518100460141016,0,0,0.00129,0
223,518100460141025,0,0,0.00087,0
224,518100454084013,0,0,0.00195,0
225,518100418024050,12,37,0.00874,4233.409611
226,518100420003012,50,130,0.04307,3018.342234
227,518100430031003,10,15,0.00176,8522.727273
228,518100430042014,17,29,0.00354,8192.090395
229,518100430042006,22,34,0.00361,9418.282548
230,518100430042016,21,51,0.00597,8542.713568
231,518100432001105,0,0,0.00369,0
232,518100430031028,0,0,0.0036,0
233,518100430033035,20,44,0.01025,4292.682927
234,518100430021004,0,0,0.00266,0
235,518100408012012,0,0,0.00356,0
236,518100430041033,3,2,0.00533,375.234522
237,518100430041018,7,18,0.00451,3991.13082
238,518100430041059,3,9,0.00235,3829.787234
239,518100454063000,16,40,0.00331,12084.592145
240,518100454073003,16,58,0.00364,15934.065934
241,518100454072001,14,49,0.00603,8126.036484
242,518100460143005,40,121,0.01359,8903.605592
243,518100450001044,0,340,0.05493,6189.695977
244,518100454172025,4,13,0.00365,3561.643836
245,518100448052007,0,0,0.00055,0
246,518100460023014,24,67,0.00303,22112.211221
247,518100448052016,36,80,0.00418,19138.755981
248,518100448062014,1,3,0.00186,1612.903226
249,518100412001008,86,191,0.19146,997.597409
250,518100454074000,66,176,0.10019,1756.662342
251,518100406001000,81,203,0.02189,9273.640932
252,518100418011025,75,143,0.03659,3908.171632
253,518100408012016,0,0,0.0015,0
254,518100418012004,232,342,0.02631,12998.859749
255,518100460131023,150,233,0.08005,2910.680824
256,518100460132009,43,82,0.00453,18101.545254
257,518100460131007,0,0,0.00197,0
258,518100420003005,74,227,0.0726,3126.721763
259,518100462201036,0,0,0.00108,0
260,518100432001003,0,0,0.01516,0
261,518100430021025,28,64,0.04809,1330.838012
262,518100456041008,0,0,0.01269,0
263,518100450001048,0,0,0.04098,0
264,518100404033018,0,0,0.00208,0
265,518100412003019,121,146,0.01528,9554.973822
267,518100410043031,0,0,0.00154,0
268,518100404042046,28,85,0.02135,3981.264637
269,518100464003001,99,258,5.38919,47.873614
270,518100462141003,123,392,0.06752,5805.687204
271,518100404023000,0,0,9e-05,0
272,518100440032033,0,0,0.00083,0
273,518100412001015,0,0,0.00297,0
274,518100436001019,53,82,0.01029,7968.901846
275,518100434002039,33,68,0.00794,8564.231738
276,518100444021000,139,356,0.14333,2483.778693
277,518100430041019,8,22,0.00522,4214.559387
278,518100444013003,9,25,0.00188,13297.87234
279,518100434001000,133,126,0.08794,1432.795088
280,518100444023009,0,0,0.00105,0
281,518100444012015,12,29,0.00606,4785.478548
283,518100444012008,21,53,0.01027,5160.662123
284,518100446001014,0,0,0.00035,0
285,518100432001011,0,0,0.00822,0
286,518100432001073,0,0,0.13457,0
287,518100432001059,0,0,0.0032,0
288,518100432001064,0,0,0.00162,0
289,518100432001057,0,0,0.00162,0
290,518100432001075,61,256,0.01107,23125.564589
291,518100450001009,0,0,0.067,0
292,518100450001015,0,0,0.01811,0
293,518100446004024,0,0,0.00018,0
294,518100442004015,0,0,0.00657,0
295,518100440011016,59,123,0.01346,9138.187221
296,518100448051035,0,0,0.00056,0
297,518100442004010,0,0,0.00771,0
298,518100442004002,0,0,0.01499,0
299,518100442001012,14,25,0.0085,2941.176471
300,518100438002026,6,11,0.00634,1735.015773
301,518100438003036,19,17,0.00221,7692.307692
302,518100438003035,37,48,0.0037,12972.972973
303,518100438001022,0,0,0.00167,0
304,518100440042011,38,30,0.00837,3584.229391
305,518100440042010,0,0,0.00728,0
306,518100440042037,28,57,0.00727,7840.440165
307,518100440042023,23,33,0.00358,9217.877095
308,518100454262005,7,21,0.00328,6402.439024
309,518100426002038,0,0,0.00356,0
310,518100430031024,53,96,0.02692,3566.121843
311,518100418021014,4,5,0.00139,3597.122302
312,518100414001015,36,105,0.03505,2995.720399
313,518100436002020,1,4,0.00102,3921.568627
314,518100444021024,15,23,0.00282,8156.028369
315,518100458031016,100,155,0.01205,12863.070539
316,518100460094028,34,100,0.01499,6671.114076
317,518100460052004,10,14,0.00158,8860.759494
318,518100404022014,0,0,0.00073,0
319,518100406001005,33,84,0.03855,2178.988327
320,518100410021007,0,0,0.00644,0
321,518100406001019,136,270,0.0125,21600
322,518100464001020,1,2,0.00077,2597.402597
323,518100464001054,0,0,0.00136,0
324,518100464001079,0,0,0.01068,0
325,518100464002009,1,2,0.00176,1136.363636
326,518100464001077,0,0,0.26809,0
327,518100402002005,0,0,0.00036,0
328,518100404044003,154,424,0.08975,4724.233983
329,518100412002007,0,0,0.00354,0
330,518100444021032,0,0,0.00303,0
331,518100444021037,0,0,0.00314,0
332,518100444012033,0,0,0.00233,0
333,518100446002028,0,0,0.00266,0
334,518100446004050,0,0,0.00082,0
335,518100448051010,0,0,0.00046,0
336,518100448052028,0,0,0.00038,0
337,518100402002007,0,0,0.00393,0
338,518100400001029,0,0,0.01618,0
339,518100446001002,9,26,0.0127,2047.244094
341,518100446001023,22,60,0.02041,2939.735424
342,518100446001025,35,89,0.05399,1648.453417
343,518100446003007,4,9,0.01122,802.139037
344,518100446001018,16,51,0.02798,1822.730522
346,518100438004015,20,49,0.01798,2725.250278
347,518100438004019,17,52,0.01676,3102.625298
348,518100438004023,11,24,0.01803,1331.114809
349,518100446003004,18,40,0.04291,932.18364
350,518100446003014,24,57,0.10879,523.945216
351,518100434002010,0,0,0.00094,0
352,518100440042047,10,22,0.0034,6470.588235
353,518100434002027,41,74,0.01915,3864.229765
354,518100434001030,17,19,0.00668,2844.311377
355,518100434002029,0,0,0.00096,0
356,518100434001020,21,22,0.00539,4081.632653
357,518100434001024,30,38,0.00498,7630.522088
358,518100434002033,0,0,0.00096,0
359,518100440042043,25,29,0.00135,21481.481481
360,518100442004000,0,0,0.00202,0
361,518100442004022,0,0,0.00723,0
362,518100440041022,12,20,0.00366,5464.480874
363,518100440041036,9,11,0.00357,3081.232493
364,518100440041058,0,0,0.00725,0
365,518100440041025,13,15,0.0036,4166.666667
366,518100440041027,24,31,0.00355,8732.394366
367,518100440034000,7,17,0.00726,2341.597796
368,518100440034001,34,76,0.00708,10734.463277
369,518100440034005,14,27,0.00369,7317.073171
370,518100440033001,19,38,0.0063,6031.746032
371,518100442003007,48,86,0.0068,12647.058823
372,518100440033035,17,31,0.00502,6175.298805
373,518100440033025,16,34,0.00506,6719.367589
374,518100462161000,97,213,0.09424,2260.186757
375,518100462251006,43,128,0.01858,6889.128095
376,518100462252004,41,142,0.01564,9079.283887
377,518100462253000,0,0,0.00204,0
378,518100462253008,65,195,0.03238,6022.235948
381,518100408023011,60,120,0.0132,9090.909091
382,518100412003000,0,0,0,0
384,518100462064000,0,0,0.00043,0
385,518100440034012,9,11,0.00167,6586.826347
386,518100454173009,0,0,0.00145,0
387,518100454251008,41,129,0.01747,7384.087006
388,518100454251009,12,40,0.00489,8179.9591
389,518100454251018,37,114,0.02228,5116.696589
390,518100464004021,0,0,0.03297,0
391,518100434002009,0,0,0.00026,0
392,518100442004018,0,0,0.00198,0
393,518100458031008,390,867,0.08682,9986.1783
394,518100460052025,0,0,0.00032,0
395,518100402001019,25,53,0.13562,390.797817
396,518100454241004,0,0,0.00026,0
397,518100402003000,272,514,0.03441,14937.518163
398,518100436001013,11,10,0.0022,4545.454545
399,518100438001002,9,10,0.0038,2631.578947
400,518100438003001,15,35,0.00657,5327.245053
401,518100438001010,222,121,0.00343,35276.96793
402,518100438001028,122,98,0.00208,47115.384615
403,518100402002014,13,42,0.00215,19534.883721
404,518100406003032,0,0,0.00265,0
