OBJECTID,BLOCKID10,HOUSING10,POP10,LandSqMi,PopSqMi
5586,518100428012014,21,76,0.00947,8025.343189
5587,518100428014005,34,95,0.01314,7229.832572
5588,518100454142005,22,57,0.00846,6737.588652
5589,518100454142001,23,67,0.00883,7587.768969
5590,518100454143012,60,150,0.00777,19305.019305
5591,518100408023010,6,17,0.00718,2367.688022
5592,518100404022000,0,0,0.00324,0
5593,518100404022003,623,1371,0.08661,15829.58088
5594,518100420001003,3,5,0.01289,387.897595
5595,518100406002001,493,1095,0.13717,7982.795072
5596,518100430042021,135,291,0.07576,3841.077086
5597,518100430041047,46,107,0.03607,2966.454117
5598,518100444012028,0,0,0.00119,0
5599,518100454202002,18,56,0.01166,4802.744425
5600,518100436002001,80,180,0.09544,1886.001676
5601,518100438004003,12,25,0.03367,742.500743
5602,518100406003025,6,13,0.01065,1220.657277
5603,518100460101011,25,71,0.01086,6537.753223
5604,518100410031015,16,47,0.00717,6555.090656
5605,518100454074019,0,0,0.01981,0
5606,518100460021001,0,0,0.00059,0
5607,518100458051012,12,36,0.00491,7331.97556
5608,518100460052017,0,0,0.00086,0
5609,518100460021008,0,0,0.00153,0
5610,518100458061004,0,0,0.00034,0
5611,518100428014004,0,0,0.00052,0
5612,518100454074034,0,0,0.05857,0
5613,518100452001018,0,0,0.02623,0
5614,518100440032027,10,23,0.00282,8156.028369
5615,518100454074041,0,0,0.00138,0
5616,518100458061001,18,60,0.00718,8356.545961
5617,518100462201004,68,173,0.01517,11404.087014
5618,518100458091002,0,0,0.00084,0
5619,518100402001041,0,0,0.00491,0
5620,518100400001012,0,0,0.00361,0
5621,518100418012019,0,0,0.00127,0
5622,518100418012024,32,75,0.01858,4036.598493
5623,518100412002056,0,0,0.00133,0
5624,518100412002060,23,51,0.01118,4561.717352
5625,518100412004001,2,10,0.00188,5319.148936
5626,518100412003002,68,147,0.05764,2550.312283
5627,518100408013000,41,107,0.02577,4152.114862
5628,518100412002045,13,24,0.01728,1388.888889
5629,518100454151014,9,30,0.00431,6960.556845
5630,518100454151007,22,61,0.00822,7420.924574
5631,518100454054001,0,0,0.0002,0
5632,518100460123004,0,0,0.0021,0
5633,518100460143004,56,167,0.01798,9288.097887
5634,518100460154005,14,41,0.00547,7495.429616
5635,518100460154000,38,137,0.01316,10410.334346
5636,518100460133004,50,129,0.00809,15945.611866
5637,518100454054006,16,42,0.00267,15730.337079
5638,518100454053002,12,23,0.00123,18699.186992
5639,518100454065020,11,28,0.00441,6349.206349
5640,518100448061004,69,144,0.00289,49826.989619
5641,518100456031027,0,0,0.00029,0
5642,518100460062011,0,0,0.00077,0
5643,518100416001005,16,35,0.0323,1083.591331
5644,518100458031014,32,41,0.00287,14285.714286
5645,518100458071002,69,143,0.01188,12037.037037
5646,518100424003013,28,88,0.01397,6299.212598
5647,518100422012023,108,302,0.06573,4594.553476
5648,518100458011033,0,0,0.00418,0
5649,518100428022007,0,0,0.00073,0
5650,518100428022004,551,968,0.08039,12041.298669
5651,518100422022018,71,160,0.11518,1389.130057
5652,518100454064017,0,0,0.03598,0
5653,518100448082002,41,100,0.01764,5668.93424
5654,518100454263016,35,111,0.01788,6208.053691
5655,518100454063005,24,80,0.00751,10652.463382
5656,518100454073014,0,0,0.00759,0
5657,518100454171021,0,0,0.00552,0
5658,518100462123001,179,479,0.16577,2889.545756
5659,518100460121011,0,0,0.00034,0
5660,518100462071000,0,0,0.00114,0
5661,518100460064027,0,0,0.00043,0
5662,518100462063004,0,0,0.00079,0
5663,518100460021030,0,0,0.00053,0
5664,518100462111002,0,0,0.001,0
5665,518100462041025,0,0,0.00077,0
5666,518100462201018,24,66,0.03968,1663.306452
5667,518100460121008,0,0,0.00128,0
5668,518100462213002,12,22,0.01552,1417.525773
5669,518100462202019,0,0,0.00096,0
5670,518100454073002,0,0,0.00102,0
5671,518100452003002,15,40,0.41322,96.800736
5672,518100412003016,16,28,0.00883,3171.007928
5673,518100412004026,19,47,0.01134,4144.620811
5674,518100412002065,5,12,0.00346,3468.208092
5675,518100412004006,0,0,0.00121,0
5676,518100412004012,15,34,0.00953,3567.681007
5677,518100412004022,12,29,0.00704,4119.318182
5678,518100412004017,0,0,0.00084,0
5679,518100408012004,39,106,0.01532,6919.060052
5680,518100408012005,22,58,0.00817,7099.143207
5681,518100408013006,23,56,0.00865,6473.988439
5683,518100408012006,20,52,0.00787,6607.369759
5684,518100416003005,78,90,0.00779,11553.273428
5685,518100416002001,90,227,0.01809,12548.369265
5686,518100418024033,27,43,0.0039,11025.641026
5687,518100418023010,0,0,0.00268,0
5688,518100418024036,28,49,0.00419,11694.51074
5689,518100418024061,22,41,0.02083,1968.31493
5690,518100418024051,14,35,0.00928,3771.551724
5691,518100418024064,10,27,0.00748,3609.625668
5692,518100414001044,12,25,0.01571,1591.343094
5693,518100454144010,0,0,0.00478,0
5694,518100454063001,16,38,0.0038,10000
5695,518100460161014,248,841,0.9705,866.563627
5696,518100460161016,0,0,0.0081,0
5697,518100454232030,0,0,0.02798,0
5698,518100454231000,210,689,0.65848,1046.349168
5699,518100454231030,22,49,0.29948,163.616936
5700,518100464004014,21,49,2.00414,24.44939
5701,518100422021017,8,17,0.00472,3601.694915
5702,518100422022011,19,57,0.01745,3266.475645
5703,518100422022035,14,39,0.00776,5025.773196
5704,518100422022026,21,51,0.00949,5374.077977
5705,518100422022037,20,44,0.00421,10451.306413
5706,518100426001003,74,148,0.08068,1834.407536
5707,518100426001010,0,0,0.00177,0
5708,518100448083018,0,4,0.04747,84.263746
5709,518100426001008,13,32,0.01351,2368.61584
5710,518100448083013,0,0,0.01875,0
5711,518100454071014,2,7,0.00639,1095.461659
5712,518100454074008,0,0,0.00363,0
5713,518100428013009,19,53,0.00695,7625.899281
5714,518100446004001,34,76,0.01321,5753.21726
5715,518100454081014,0,0,0.00543,0
5716,518100442002011,14,25,0.00624,4006.410256
5717,518100454172012,22,53,0.00342,15497.076023
5718,518100454251011,17,50,0.00964,5186.721992
5719,518100460091004,1,0,0.07115,0
5720,518100454231057,4,15,0.00272,5514.705882
5721,518100454231044,0,0,0.0002,0
5722,518100454202011,62,196,0.02853,6869.961444
5723,518100404042001,0,0,0.00129,0
5724,518100418022022,0,0,0.00091,0
5725,518100418022028,9,15,0.0075,2000
5726,518100428022011,128,195,0.00709,27503.526093
5727,518100454144006,0,0,0.00136,0
5728,518100460122000,0,0,0.00345,0
5729,518100462202016,21,55,0.00352,15625
5730,518100460121007,15,63,0.00681,9251.101322
5731,518100454053001,169,521,0.07961,6544.403969
5732,518100454065000,0,0,9e-05,0
5733,518100462071007,0,0,0.00129,0
5734,518100462203008,49,118,0.00229,51528.38428
5735,518100454074031,0,0,0.06398,0
5736,518100454065014,0,0,0.00047,0
5737,518100462203009,24,80,0.01552,5154.639175
5738,518100460131017,0,0,0.00066,0
5739,518100460131015,65,168,0.0232,7241.37931
5740,518100454171003,0,0,0.05592,0
5741,518100454171004,0,0,0.00157,0
5742,518100414001042,11,23,0.01467,1567.825494
5743,518100410032003,0,0,0.00181,0
5744,518100422013001,7,20,0.01582,1264.222503
5745,518100418021026,10,18,0.00356,5056.179775
5746,518100418022009,26,54,0.0361,1495.844875
5747,518100418022025,0,0,0.04974,0
6001,518100462132007,26,72,0.0072,10000
5748,518100430032008,1,2,0.00581,344.234079
6002,518100462243000,0,0,0.00243,0
5749,518100430033020,0,0,0.01586,0
6003,518100462243003,0,0,0.00152,0
5750,518100422011000,205,454,0.08641,5254.021525
6004,518100462072012,1,2,0.00051,3921.568627
6005,518100462072013,0,0,0.00025,0
5751,518100428021018,32,93,0.01566,5938.697318
6006,518100460141027,17,43,0.01472,2921.195652
6007,518100454232000,0,0,0.00017,0
5752,518100444013010,27,74,0.01814,4079.38258
6008,518100446003005,12,33,0.04108,803.310613
5753,518100444013017,17,40,0.0136,2941.176471
5754,518100444013022,19,40,0.01364,2932.55132
6009,518100460091015,0,0,0.00359,0
5755,518100448073016,96,248,0.02483,9987.917841
6010,518100460092004,16,39,0.00821,4750.304507
5756,518100450001039,0,0,0.08623,0
6011,518100460092002,22,61,0.00966,6314.699793
5757,518100428021019,0,0,0.00219,0
6012,518100460091034,14,42,0.0086,4883.72093
5758,518100428021001,0,0,0.00413,0
6013,518100460091032,33,88,0.0186,4731.182796
6014,518100460093007,0,0,0.00136,0
5759,518100448072022,15,40,0.00223,17937.219731
6015,518100460094012,15,39,0.0062,6290.322581
5760,518100448074020,23,66,0.01839,3588.907015
6016,518100460094006,0,0,0.00124,0
6017,518100460094001,11,36,0.00048,75000
5761,518100448074014,22,56,0.00844,6635.07109
6018,518100460022012,23,68,0.01114,6104.129264
5762,518100454071012,120,305,0.0431,7076.566125
6019,518100464001008,13,22,1.30696,16.832956
5763,518100450001051,0,0,0.00601,0
5764,518100448063016,20,41,0.12294,333.496014
6020,518100454121038,160,173,0.59775,289.418653
5765,518100454251015,32,67,0.01807,3707.802988
6021,518100464002018,3,12,0.01158,1036.26943
5766,518100454273002,25,69,0.00365,18904.109589
6022,518100454121065,0,0,0.00139,0
5767,518100454273010,0,0,0.00145,0
6023,518100464001002,19,54,0.95415,56.594875
5768,518100448062025,0,0,0.00533,0
5769,518100454071016,86,192,0.05563,3451.375157
6024,518100464004041,28,50,2.42436,20.624
5770,518100450001012,0,0,0.00263,0
5771,518100438004010,18,41,0.02546,1610.369207
6025,518100464004023,9,29,0.03015,961.85738
5772,518100462121002,22,67,0.01927,3476.907109
6026,518100454274004,35,113,0.00594,19023.569024
5773,518100462162009,51,155,0.0383,4046.997389
6027,518100464002038,0,0,0.00178,0
6028,518100438001033,0,0,0.00415,0
6029,518100440042003,0,0,0.00202,0
6030,518100440042028,3,3,0.00659,455.235205
5774,518100462161014,36,100,0.07792,1283.367556
6031,518100440041017,28,30,0.00728,4120.879121
6032,518100440041032,0,0,0.00718,0
5775,518100454064011,0,0,0.00013,0
6033,518100440041055,0,0,0.0072,0
5776,518100454063008,336,491,0.02745,17887.067395
6034,518100440041001,1,0,0.00489,0
6035,518100460122003,1,4,0.00036,11111.111111
5777,518100452002002,0,0,0,0
6036,518100442003014,0,0,0.0283,0
5778,518100460143011,16,54,0.00438,12328.767123
6037,518100454233076,29,83,0.03485,2381.635581
6038,518100454233077,22,70,0.03734,1874.665238
5779,518100404041017,19,59,0.01577,3741.280913
6039,518100430022018,2,6,0.00267,2247.191011
5780,518100402002010,20,64,0.00384,16666.666667
6040,518100410032009,0,0,0.00088,0
6041,518100430042004,0,0,0.00046,0
5781,518100446001003,86,224,0.10249,2185.579081
6042,518100434001014,7,4,0.0018,2222.222222
6043,518100434001015,3,6,0.00193,3108.80829
6044,518100448063002,0,0,0.0043,0
5782,518100410021041,10,27,0.00267,10112.359551
6045,518100442004024,8,20,0.00121,16528.92562
6046,518100410022010,0,0,0.00117,0
5783,518100444024015,79,194,0.04084,4750.244858
6047,518100460091005,0,0,0.00217,0
6048,518100458013021,32,61,0.02168,2813.653137
5784,518100440011002,256,451,0.03255,13855.606759
6049,518100454074005,0,0,0.03908,0
6050,518100454074006,0,0,0.04657,0
6051,518100462061008,0,0,0.00125,0
5785,518100450001052,0,0,0.01393,0
6052,518100462111000,200,560,0.14831,3775.874857
5786,518100420002004,0,0,0.00621,0
6053,518100454061007,0,0,0.00097,0
5787,518100416004003,5,14,0.01242,1127.214171
6054,518100462062023,0,0,0.00945,0
5788,518100454232018,177,483,2.17231,222.343956
6055,518100462231007,0,0,0.00153,0
6056,518100450001038,0,0,0.01884,0
6057,518100460021014,42,83,0.00608,13651.31579
6058,518100462061013,20,44,0.00401,10972.568579
6059,518100460063008,0,0,0.00055,0
6060,518100460063009,0,0,0.00066,0
6061,518100408022007,28,75,0.011,6818.181818
6062,518100410044011,11,31,0.00414,7487.922705
5789,518100464001023,1,1,0.00337,296.735905
6063,518100408024016,23,62,0.00884,7013.574661
5790,518100464001047,15,43,0.1268,339.116719
6064,518100410044017,31,76,0.01183,6424.344886
6065,518100410031014,17,45,0.00651,6912.442396
6066,518100410043027,16,41,0.00686,5976.676385
5791,518100420001001,9,21,0.02446,858.544563
6067,518100410022034,10,23,0.00428,5373.831776
6068,518100410022018,0,0,0.00619,0
6069,518100410022026,28,64,0.00498,12851.405623
5792,518100406003020,0,0,0.00151,0
6070,518100410043026,18,61,0.0068,8970.588235
6071,518100410043024,16,40,0.00682,5865.102639
5793,518100448052006,0,0,0.00845,0
6072,518100442002022,32,62,0.0008,77500
6073,518100440035002,32,62,0.00512,12109.375
5794,518100456031009,7,20,0.00579,3454.231434
6074,518100440035001,21,38,0.00506,7509.881423
6075,518100440031003,0,0,0.00257,0
5795,518100456032004,0,0,0.00233,0
6076,518100462225002,26,82,0.01196,6856.187291
5796,518100462042046,0,0,0.00139,0
6077,518100454274003,15,36,0.00296,12162.162162
5797,518100462042030,249,510,0.16119,3163.967988
6078,518100454121003,218,288,0.49434,582.594975
6079,518100452003008,0,615,0.08438,7288.45698
6080,518100454121047,2,3,0.00267,1123.595506
5798,518100462221015,0,0,0.00158,0
6081,518100454121058,0,0,0.00119,0
5799,518100454173002,43,139,0.05297,2624.126864
6082,518100454121010,68,16,0.09187,174.159138
6083,518100454121012,29,20,0.01717,1164.822365
6084,518100430031013,0,0,0.00185,0
5800,518100422011008,14,34,0.016,2125
6085,518100430031017,0,0,0.00115,0
5801,518100422011013,21,52,0.01728,3009.259259
6086,518100430032002,0,0,0.00056,0
6087,518100418021016,1,2,0.00064,3125
5802,518100422021001,2,6,0.00338,1775.147929
6088,518100418024039,14,38,0.01004,3784.860558
5805,518100430042000,46,68,0.01607,4231.487243
6089,518100430033016,0,0,0.00096,0
5806,518100430041036,30,67,0.00731,9165.526676
6090,518100414001050,0,0,0.00219,0
5807,518100462162010,13,43,0.00747,5756.358768
6091,518100404031006,23,35,0.00237,14767.93249
5808,518100430042022,9,24,0.0075,3200
6092,518100418022033,0,0,0.00588,0
5809,518100430041017,19,43,0.00604,7119.205298
6093,518100402001006,44,80,0.00509,15717.092338
5810,518100432001103,0,0,0.04989,0
6094,518100402001071,0,0,0,0
6095,518100430022010,0,0,0.00153,0
5811,518100432001036,0,0,0.01333,0
6096,518100418022029,0,0,0.00069,0
5812,518100432001045,0,0,0.02532,0
6097,518100430022021,0,0,0.00144,0
6098,518100460064006,0,0,0.00031,0
5813,518100464002003,0,0,1.15559,0
6099,518100454073001,0,0,0.0009,0
6100,518100454121036,8,12,0.00518,2316.602317
6101,518100430042019,0,0,0.00083,0
6102,518100458091003,0,0,0.01939,0
5814,518100432001049,0,0,0.00234,0
6103,518100410032026,23,50,0.01486,3364.73755
5815,518100430021003,9,22,0.00623,3531.300161
6104,518100460102003,0,0,0.0072,0
5816,518100430033037,0,0,0.00217,0
6105,518100410034000,17,50,0.01146,4363.001745
5817,518100454233004,492,1051,0.71647,1466.914176
6106,518100410034005,5,10,0.00838,1193.317422
6107,518100410043017,7,19,0.00582,3264.604811
6108,518100410043018,0,0,0.00877,0
6109,518100410041016,22,68,0.00829,8202.6538
6110,518100410041014,8,25,0.00547,4570.383912
6111,518100410041015,28,88,0.00972,9053.497942
6112,518100410021036,13,28,0.00558,5017.921147
6113,518100460064014,33,102,0.01899,5371.248025
6114,518100460064031,0,0,0.00115,0
6115,518100456043019,0,0,0.01034,0
5818,518100454062001,36,96,0.01404,6837.606838
6116,518100400002000,0,0,0.1759,0
5819,518100454074036,0,0,0.32106,0
6117,518100412003013,19,37,0.01573,2352.193261
5820,518100454072003,16,49,0.00733,6684.856753
6118,518100418012014,3,6,0.00022,27272.727273
6120,518100404024001,73,182,0.01548,11757.105943
5821,518100454073007,90,250,0.01829,13668.671405
6122,518100404022001,164,327,0.02769,11809.317443
5822,518100454072007,33,91,0.0124,7338.709677
6123,518100412002057,0,0,0.00127,0
5823,518100450001014,0,0,0.00932,0
6124,518100430021061,0,0,0.00621,0
5824,518100454171011,44,141,0.01931,7301.916106
6125,518100430021047,0,0,0.07674,0
5825,518100448051025,0,0,0.00471,0
5826,518100448061013,5,12,0.00914,1312.910284
6126,518100436001010,12,11,0.00219,5022.83105
5827,518100448062005,18,34,0.00819,4151.404151
6127,518100404041023,1,2,0.00016,12500
5828,518100432001022,0,0,0.00899,0
6128,518100404041021,2,5,0.00015,33333.333333
5829,518100450001004,0,0,0.00411,0
6129,518100444022003,0,0,0.00129,0
5830,518100448062019,24,47,0.00747,6291.834003
6130,518100402002008,0,0,0.00423,0
5831,518100448051019,2,5,0.00047,10638.297872
6131,518100438003028,0,0,0.00192,0
5832,518100456043007,36,50,0.00173,28901.734104
6132,518100446002042,0,0,0.0014,0
5833,518100408012020,66,154,0.0085,18117.647059
6133,518100454233056,0,0,0.00013,0
5834,518100458081015,0,0,0.00115,0
6134,518100454174010,0,0,0.00227,0
5835,518100460121012,12,39,0.00032,121875
6135,518100454232048,0,0,0.00765,0
5836,518100460133010,18,59,0.0072,8194.444444
6136,518100454241021,0,0,0.00097,0
5837,518100460131003,27,70,0.00412,16990.291262
6137,518100454233023,35,104,0.02711,3836.222796
5838,518100454271011,29,91,0.01614,5638.166047
5839,518100448062000,58,157,0.10625,1477.647059
6138,518100454203011,10,31,0.18716,165.633682
5840,518100432001006,0,0,0.0077,0
5841,518100410022024,58,106,0.08707,1217.411278
6139,518100454233021,0,0,9e-05,0
6140,518100454233086,0,0,0.00024,0
5842,518100456012020,51,132,0.03407,3874.376284
6141,518100454231027,21,71,0.00852,8333.333333
5843,518100426001037,0,0,0.00119,0
6142,518100458032005,17,53,0.01095,4840.182648
5846,518100410032011,0,0,0.00074,0
6143,518100460111004,43,108,0.01538,7022.106632
5847,518100442002023,0,0,0.00239,0
6144,518100462062024,0,0,0.0104,0
5848,518100462141000,0,0,0.001,0
6145,518100462114012,18,43,0.02015,2133.995037
5849,518100462133021,0,0,0.00029,0
6146,518100462112007,8,25,0.00492,5081.300813
5850,518100404023003,12,23,0.00224,10267.857143
6147,518100462112011,43,123,0.0279,4408.602151
5851,518100444021018,0,0,0.00269,0
6148,518100462133016,33,60,0.0035,17142.857143
6149,518100462133017,75,193,0.0177,10903.954802
5852,518100430041006,0,0,0.00079,0
6150,518100404023007,0,0,0.00055,0
5853,518100444011019,13,37,0.01212,3052.805281
6151,518100430021039,0,0,0.008,0
6154,518100458013004,0,0,0.00442,0
5854,518100444013002,8,20,0.00133,15037.593985
6155,518100460023018,3,11,0.0089,1235.955056
5855,518100430041008,2,6,0.00174,3448.275862
6156,518100458061013,2,4,0.00038,10526.31579
6159,518100454251014,21,62,0.01411,4394.046775
5856,518100446001006,38,106,0.03598,2946.081156
6160,518100422012016,18,65,0.01358,4786.450663
6161,518100438003041,0,0,0.00142,0
5857,518100430021058,19,34,0.01083,3139.427516
6162,518100410032000,0,0,0.00012,0
5858,518100444013006,15,43,0.01326,3242.835596
6163,518100438002028,0,0,0.00053,0
5859,518100444012014,17,49,0.00827,5925.03023
6164,518100422012015,23,73,0.01853,3939.557474
5860,518100430022031,12,35,0.00595,5882.352941
6165,518100402003001,30,84,0.0038,22105.263158
6166,518100402002018,33,101,0.00386,26165.803109
5861,518100430022028,36,107,0.03061,3495.589677
6167,518100440012021,1,1,0.00044,2272.727273
6168,518100440012010,0,0,0.00242,0
5862,518100446002018,162,362,0.17435,2076.283338
6169,518100440042039,0,0,0.00026,0
6170,518100440042048,9,16,0.00129,12403.100775
6171,518100448072037,0,0,0.00017,0
6172,518100440012012,0,0,0.00054,0
6174,518100454232003,0,0,0.00225,0
6175,518100454084029,0,0,0.00286,0
5863,518100432001005,0,0,0.01046,0
6176,518100454232041,0,0,0.0003,0
5864,518100432001072,0,0,0.00153,0
6177,518100454231009,0,0,0.00054,0
6178,518100454242017,0,0,0.01309,0
5865,518100442004036,7,17,0.00104,16346.153846
