OBJECTID,FLD_ZONE,STATIC_BFE,DEPTH,ShapeSTArea
1436,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3563.887294
1437,X,-9999,-9999,2815.142221
1438,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4400.873425
1439,X,-9999,-9999,1435.647881
1440,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,24570.436532
1441,X,-9999,-9999,41042.069084
1442,X,-9999,-9999,16214.242714
1443,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,10731.54417
1444,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,11278.019456
1445,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1268.14258
1446,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,49230.87899
1447,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,11863.709592
1448,X,-9999,-9999,8553.390808
1449,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4221.118885
1450,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,24621.998169
1451,X,-9999,-9999,17891.549472
1452,X,-9999,-9999,22594.015958
1453,X,-9999,-9999,57115.441668
1454,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,288293.637631
1455,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,7457.896753
1456,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,34058.821678
1457,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,23419.808569
1458,AE,7.6,-9999,1445990.366563
1459,AE,7.6,-9999,44506.632709
1460,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2098.638507
1461,X,-9999,-9999,17290.489198
1462,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,67934.799723
1463,X,-9999,-9999,47751.27347
1464,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,72700.308278
1465,AE,8.1,-9999,117641.393139
1466,X,-9999,-9999,1851.687532
1467,X,-9999,-9999,51271.098997
1468,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,22628.442769
1469,X,-9999,-9999,1410.150594
1470,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,48030.343207
1471,X,-9999,-9999,53240.508911
1472,X,-9999,-9999,22001.331833
1473,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,22766.467732
1474,X,-9999,-9999,103606.579915
1475,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,110362.12469
1476,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4260.208629
1477,X,-9999,-9999,36616.187299
1478,AE,7.6,-9999,90459.224336
1479,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4552.139702
1480,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,25247.798268
1481,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,6690.242721
1482,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1849.306995
1483,X,-9999,-9999,5843.903999
1484,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,83575.677287
1485,X,-9999,-9999,95759.752192
1486,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,12867.493776
1487,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3738.576329
1488,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,20962.567184
1489,AE,7.6,-9999,21306.729773
1490,X,-9999,-9999,15257.178289
1491,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2217.284692
1492,X,-9999,-9999,60503.126788
1493,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,18515.727154
1494,X,-9999,-9999,47212.840327
1495,AE,7.6,-9999,113963.021975
1496,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,921.221961
1497,AE,7.6,-9999,78052.065475
1498,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3004.295466
1499,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2982.078162
1500,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,92016.844368
1501,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1305.089604
1502,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1671.802327
1503,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,8292.614349
1504,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1793.509787
1505,AE,7.6,-9999,15043.867679
1506,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1589.351021
1507,AE,7.6,-9999,10930.299268
1508,X,-9999,-9999,56656.731259
1509,AE,7.6,-9999,122407.750051
1510,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1727.865906
1511,AE,7.6,-9999,3642.561824
1512,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1760.095846
1513,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,6464.007349
1514,AE,7.6,-9999,58174.918528
1515,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,24805.652884
1516,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1952.865767
1517,AE,7.6,-9999,8325.107321
1518,X,-9999,-9999,53968.366691
1519,X,-9999,-9999,5233.885633
1520,X,-9999,-9999,15667.942562
1521,X,-9999,-9999,71172.297359
1522,X,-9999,-9999,16406.690222
1523,X,-9999,-9999,1459.529692
1524,X,-9999,-9999,3791.666553
1525,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,33383.569391
1526,AE,7.6,-9999,38174.752505
1527,X,-9999,-9999,89127.762437
1528,X,-9999,-9999,9588.858908
1529,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,31081.470713
1530,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3935.232107
1531,X,-9999,-9999,56449.926714
1532,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,8448.986126
1533,AE,7.6,-9999,2116.575425
1534,X,-9999,-9999,3849.090885
1535,X,-9999,-9999,10364.461853
1536,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,25017.571004
1537,AE,7.6,-9999,667734.403245
1538,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,12471.115716
1539,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3181.447649
1540,AE,7.6,-9999,3639.484968
1541,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2129.764693
1542,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1870.758025
1543,X,-9999,-9999,1915.930029
1544,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2136.27195
1545,X,-9999,-9999,2383.292201
1546,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,211102.11925
1547,X,-9999,-9999,2867.49397
1548,AE,7.6,-9999,132711.009967
1549,X,-9999,-9999,6081.77621
1550,X,-9999,-9999,60425.516299
1551,AE,8.1,-9999,1068699.54239
1552,X,-9999,-9999,63940.145288
1553,X,-9999,-9999,1990.682689
1554,X,-9999,-9999,42838.083052
1555,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2908.512295
1556,AE,7.6,-9999,182040.595571
1557,AE,7.6,-9999,116544.429169
1558,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,10756.497003
1559,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,14139.182031
1560,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2735.919477
1561,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,17908.56966
1562,AE,7.6,-9999,1806013.134818
1563,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,21352.230153
1564,AE,7.6,-9999,4291.032746
1565,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,35978.620523
1566,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3557.871332
1567,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,8453.345606
1568,X,-9999,-9999,44244.576942
1569,X,-9999,-9999,3474.060334
1570,X,-9999,-9999,82438.773669
1571,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1898.429059
1572,AE,7.6,-9999,76944.703471
1573,X,-9999,-9999,1736.424056
1574,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2749.312892
1575,X,-9999,-9999,1244.067691
1576,X,-9999,-9999,7008.394043
1577,X,-9999,-9999,3335.352748
1578,AE,7.6,-9999,21147.151406
1579,X,-9999,-9999,61916.851371
1580,AE,7.6,-9999,6405.643372
1581,X,-9999,-9999,56335.605054
1582,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,44969.095342
1583,AE,7.6,-9999,302580.872477
1584,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,19152.786707
1585,AE,7.6,-9999,75739.872183
1586,X,-9999,-9999,1756.497337
1587,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,6759.016767
1588,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,5860.720728
1589,X,-9999,-9999,253050.560609
1590,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2042501.96327
1591,X,-9999,-9999,147743.497108
1592,X,-9999,-9999,68301.135873
1593,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1186.98234
1594,X,-9999,-9999,1527.46269
1595,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,14072.992832
1596,AE,7.6,-9999,8099557.36205
1597,X,-9999,-9999,14678.954094
1598,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,143153.842376
1599,AE,7.6,-9999,33291.445318
1600,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,5176.947545
1601,AE,7.6,-9999,776021.723717
1602,X,-9999,-9999,6619.516104
1603,AE,7.6,-9999,1187199.518222
1604,X,-9999,-9999,19247.191783
1605,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4479.383222
1606,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1487.250054
1607,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,21185.951529
1608,X,-9999,-9999,2283.46288
1609,X,-9999,-9999,1490.601933
1610,AE,7.6,-9999,2983.239838
1611,X,-9999,-9999,1144.367962
1612,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2842.374168
1613,X,-9999,-9999,34845.802982
1614,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,151995.704972
1615,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1170.084975
1616,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,800237.714324
1617,AE,7.6,-9999,20641.827923
1618,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4602.732357
1619,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,117861.947433
1620,AE,7.6,-9999,1453.552544
1621,X,-9999,-9999,34406.704476
1622,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,26013.540503
1623,X,-9999,-9999,23907.724463
1624,X,-9999,-9999,4311.552481
1625,X,-9999,-9999,56435.918789
1626,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1691.338134
1627,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2621.805944
1628,X,-9999,-9999,26489.839357
1629,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,247787.158453
1630,AE,7.6,-9999,11165.645631
1631,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,420550.694835
1632,AE,7.6,-9999,11392959.900267
1633,AE,7.6,-9999,1334.172593
1634,X,-9999,-9999,22813.693965
1635,X,-9999,-9999,3445.214949
1636,X,-9999,-9999,2571.301959
1637,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4222.904874
1638,AE,7.6,-9999,1447.571605
1639,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1583.153166
1640,X,-9999,-9999,6637.102115
1641,X,-9999,-9999,9002.476086
1642,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,72422.094446
1643,X,-9999,-9999,51053.480931
1644,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,35795.979552
1645,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1537.270663
1646,AE,7.6,-9999,219564.565523
1647,X,-9999,-9999,1446.101129
1648,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,735.55439
1649,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1589.515913
1650,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3029.96443
1651,AE,7.6,-9999,60012.835301
1652,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,20342.243227
1653,X,-9999,-9999,1293.790626
1654,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2240.702596
1655,X,-9999,-9999,16759.477103
1656,AE,7.6,-9999,21238.542839
1657,X,-9999,-9999,14488.265221
1658,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,27631.634418
1659,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,12984.336417
1660,AE,7.6,-9999,22277.253941
1661,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1827.467222
1662,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2888.314245
1663,X,-9999,-9999,73023.776
1664,X,-9999,-9999,2573.40666
1665,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3907.060447
1666,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,44523.824956
1667,X,-9999,-9999,54880.69873
1668,X,-9999,-9999,1110.705474
1669,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,43027.475009
1670,X,-9999,-9999,4804.821176
1671,X,-9999,-9999,63104.783038
1672,X,-9999,-9999,71251.152457
1673,X,-9999,-9999,1261.981797
1674,X,-9999,-9999,1122.347888
1675,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,47572.763296
1676,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,6442.604431
1677,X,-9999,-9999,1289.30951
1678,X,-9999,-9999,59990.740737
1679,X,-9999,-9999,80351.053608
1680,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4844.502887
1681,X,-9999,-9999,23116.192396
1682,AE,7.6,-9999,74042.241181
1683,X,-9999,-9999,1650.111317
1684,X,-9999,-9999,97409.788824
1685,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1535.046492
1686,X,-9999,-9999,46814.738022
1687,X,-9999,-9999,78946.262327
1688,X,-9999,-9999,15810.975283
1689,X,-9999,-9999,520974.215669
1690,X,-9999,-9999,78760.711695
1691,AE,7.6,-9999,1418.818123
1692,X,-9999,-9999,1512.110848
1693,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4010.861586
1694,X,-9999,-9999,70704.80782
1695,AE,7.6,-9999,1618.916225
1696,AE,7.6,-9999,25550.600249
1697,X,-9999,-9999,3324.666092
1698,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,8198.839833
1699,X,-9999,-9999,50863.032991
1700,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3044.853488
1701,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4979.439484
1702,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1822.774942
1703,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,21055.409591
1704,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,7095.40245
1705,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,12078.821668
1706,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1538.959909
1707,X,-9999,-9999,6224.234722
1708,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4654.132154
1709,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3801.008235
1710,X,-9999,-9999,39204.897333
1711,X,-9999,-9999,80978.384728
1712,AE,7.6,-9999,22715.160107
1713,X,-9999,-9999,6579.871796
1714,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,16814.803024
1715,X,-9999,-9999,79820.18846
1716,AE,7.6,-9999,2705.175976
1717,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2656.219201
1718,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,75024.486409
1719,X,-9999,-9999,2297.878101
1720,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,12699.581385
1721,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2810.143014
1722,AE,8.1,-9999,632171.165761
1723,X,-9999,-9999,3834.585577
1724,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,14144.748095
1725,X,-9999,-9999,65019.859728
1726,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3852.806096
1727,AE,7.6,-9999,3184.347834
1728,X,-9999,-9999,61925.912527
1729,X,-9999,-9999,4307.003414
1730,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3943.400491
1731,X,-9999,-9999,47618.891433
1732,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,8437.587096
1733,AE,7.6,-9999,1738401.68833
1734,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,448963.292913
1735,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3560.343164
1736,AE,8.1,-9999,2233.160011
1737,X,-9999,-9999,6049.959488
1738,X,-9999,-9999,64676.23188
1739,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4633.275543
1740,X,-9999,-9999,4568.101323
1741,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,625546.091635
1742,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1948.976479
1743,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3016.613855
1744,X,-9999,-9999,17785.40097
1745,AE,7.6,-9999,2791.572898
1746,X,-9999,-9999,2488.017785
1747,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2737.31218
1748,AE,7.6,-9999,1910019.637833
1749,AE,7.6,-9999,21999.116487
1750,X,-9999,-9999,294985.385312
1751,X,-9999,-9999,31071.882367
1752,X,-9999,-9999,6407.12246
1753,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,25415.924984
1754,AE,7.6,-9999,1018145.571997
1755,AE,7.6,-9999,2177.719239
1756,X,-9999,-9999,7387.348667
1757,X,-9999,-9999,6672.460634
1758,AE,7.6,-9999,2020.613801
1759,X,-9999,-9999,2359.102708
1760,X,-9999,-9999,7575.288799
1761,X,-9999,-9999,49035.763231
1762,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1141.386011
1763,X,-9999,-9999,7563.03408
1764,X,-9999,-9999,16942.197362
1765,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3459.2599
1766,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,8619.195302
1767,AE,7.6,-9999,20946.413002
1768,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,69582.490668
1769,X,-9999,-9999,5776.053636
1770,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,546146.775001
1771,X,-9999,-9999,1965.943243
1772,AE,8.1,-9999,463037.092645
1773,X,-9999,-9999,15255.380422
1774,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,360698.913953
1775,X,-9999,-9999,1782.803262
1776,X,-9999,-9999,16481.618569
1777,X,-9999,-9999,5894.985025
1778,AE,7.6,-9999,61762.140522
1779,AE,7.6,-9999,8015.543422
1780,AE,7.6,-9999,6491.797445
1781,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,3773.470328
1782,X,-9999,-9999,1127.184808
1783,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,23491.518425
1784,AE,7.6,-9999,7368.421547
1785,X,-9999,-9999,17193.848303
1786,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2228.841594
1787,X,-9999,-9999,40075.640961
1788,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,349065.807114
1789,X,-9999,-9999,28585.314907
1790,X,-9999,-9999,16016.404759
1791,X,-9999,-9999,19443.513124
1792,X,-9999,-9999,43593.755011
1793,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,7705.508391
1794,AE,7.6,-9999,9723.510121
1795,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,48469.615069
1796,AE,7.6,-9999,67885.652799
1797,X,-9999,-9999,6362.94913
1798,X,-9999,-9999,34310.432648
1799,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,37621.828505
1800,X,-9999,-9999,29828.019822
1801,X,-9999,-9999,24586.196229
1802,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1094.496709
1803,X,-9999,-9999,1133.847896
1804,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,35946.40748
1805,X,-9999,-9999,1636.452856
1806,X,-9999,-9999,1341.453877
1807,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,81754.7652
1808,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,31618.851041
1809,AE,7.6,-9999,134349.155671
1810,X,-9999,-9999,1231.994122
1811,X,-9999,-9999,4310.523399
1812,X,-9999,-9999,23945.189334
1813,X,-9999,-9999,7114.898461
1814,AE,7.6,-9999,1397.37522
1815,X,-9999,-9999,232932.319439
1816,X,-9999,-9999,12693.688657
1817,X,-9999,-9999,6957.971922
1818,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,5198.301745
1819,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1224.761159
1820,X,-9999,-9999,1152.682166
1821,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4727.401897
1822,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4470.660115
1823,X,-9999,-9999,1217.731788
1824,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1626.692377
1825,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,164435.134812
1826,AE,7.6,-9999,123533.150505
1827,X,-9999,-9999,773818.972578
1828,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,28850.728743
1829,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4318.290781
1830,X,-9999,-9999,1537.067035
1831,X,-9999,-9999,37389.172266
1832,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1321.34292
1833,AE,7.6,-9999,1804942.985646
1834,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,6833.278621
1835,X,-9999,-9999,3767.859501
1836,AE,7.6,-9999,1507.88054
1837,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,25349.736757
1838,X,-9999,-9999,68240.811066
1839,X,-9999,-9999,2587.90092
1840,X,-9999,-9999,34336.42115
1841,X,-9999,-9999,3167.458144
1842,AE,7.6,-9999,2697.0065
1843,X,-9999,-9999,59490.421789
1844,X,-9999,-9999,2092090.417932
1845,X,-9999,-9999,8877.1585
1846,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,407015.466262
1847,X,-9999,-9999,7565.452823
1848,X,-9999,-9999,25362.795939
1849,X,-9999,-9999,3774.395926
1850,X,-9999,-9999,88657.002919
1851,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,5136.05106
1852,AE,7.6,-9999,2883.82298
1853,X,-9999,-9999,13384.188488
1854,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2653.805095
1855,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,83978.084789
1856,AE,7.6,-9999,39753.490738
1857,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,42877.167746
1858,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,2706.315237
1859,X,-9999,-9999,20684.611229
1860,X,-9999,-9999,10769.826985
1861,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,22847.49134
1862,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,4483.51688
1863,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,19832.284377
1864,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,61897.355606
1865,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,15262.62714
1866,X,-9999,-9999,3284.043146
1867,X,-9999,-9999,6166.089796
1868,X,-9999,-9999,24636.258316
1869,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,21574.71603
1870,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,11220.625308
1871,X,-9999,-9999,18289.32334
1872,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1767.557551
1873,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,62075.352363
1874,X,-9999,-9999,1654.228607
1875,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,252527.928211
1876,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,40287.991002
1877,X,-9999,-9999,2517.542008
1878,AE,7.6,-9999,34189.224102
1879,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,219990.69715
1880,AE,7.6,-9999,1276.350873
1881,X,-9999,-9999,2899.397402
1882,X,-9999,-9999,2150.671475
1883,AE,7.6,-9999,9336.421902
1884,X,-9999,-9999,60693.120054
1885,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1486.96899
1886,X,-9999,-9999,1157.569447
1887,AE,7.6,-9999,12672.51752
1888,X,-9999,-9999,3836.87842
1889,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,6120.182281
1890,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,195791.187738
1891,X,-9999,-9999,4094.130928
1892,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,1451.205048
1893,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999,-9999,58420.912629
