OBJECTID,FTR_CODE,ELEV,DEMO
5870,Residential Building,29.8,No
6383,Residential Building,29.4,No
5871,Residential Building,0,No
6385,Residential Building,0,No
5872,Residential Building,41.1,No
5873,Residential Building,33.1,No
5874,Residential Building,37.5,No
6386,Commercial / Industrial Building,48.6,No
5876,Residential Building,42.5,No
5877,Commercial / Industrial Building,61.902,No
6387,Residential Building,21.7,No
5878,Residential Building,31.6,No
6388,Residential Building,33.2,No
5881,Commercial / Industrial Building,58.6,No
6389,Residential Building,31.8,No
6391,Residential Building,28.3,No
5882,Residential Building,0,No
5883,Residential Building,28.5,No
6392,Garage,18.5,No
6393,Commercial / Industrial Building,41.9,No
5884,Residential Building,35.2,No
5885,Other Building,17.5,No
6394,Residential Building,30.9,No
5886,Residential Building,29.2,No
6395,Other Building,20.8,No
5887,Residential Building,30.2,No
6396,Commercial / Industrial Building,30.7,No
5888,Residential Building,29.7,No
6397,Other Building,18.7,No
5889,Residential Building,22.9,No
6398,Residential Building,23.5,No
5891,Residential Building,32.1,No
6399,Residential Building,31.5,No
6400,Commercial / Industrial Building,22.851,No
5892,Commercial / Industrial Building,37.4,No
6402,Residential Building,30.7,No
5893,Residential Building,29.7,No
6403,Residential Building,26.4,No
5894,Commercial / Industrial Building,54.508,No
5895,Residential Building,23.4,No
6404,Residential Building,33.7,No
5896,Commercial / Industrial Building,25.6,No
6405,Commercial / Industrial Building,35.3,No
5897,Residential Building,33.5,No
6406,Residential Building,42.2,No
5898,Residential Building,29.5,No
6407,Garage,18.5,No
5899,Commercial / Industrial Building,65,No
6408,Residential Building,32,No
5900,Other Building,16,No
6409,Garage,21.8,No
5901,Residential Building,21.9,No
6410,Residential Building,32.2,No
5902,Residential Building,31.5,No
6412,Institutional Building,40.4,No
5903,Commercial / Industrial Building,25.1,No
6413,Residential Building,33.8,No
5904,Other Building,17.5,No
6414,Residential Building,30.5,No
5905,Residential Building,33.9,No
6415,Other Building,18.6,No
5906,Residential Building,33.4,No
6417,Residential Building,42.3,No
5907,Other Building,22.2,No
6418,Residential Building,21.7,No
5908,Other Building,14.7,No
6419,Residential Building,25.9,No
5909,Residential Building,30.9,No
6421,Garage,16.339,No
5910,Residential Building,34.6,No
6422,Other Building,22.6,No
5911,Residential Building,30.6,No
6423,Residential Building,31.5,No
5913,Residential Building,29.6,No
6424,Residential Building,40.6,No
5914,Commercial / Industrial Building,68,No
6426,Residential Building,33.2,No
5915,Commercial / Industrial Building,32.2,No
6427,Residential Building,30.1,No
5916,Residential Building,29.1,No
6431,Garage,20.1,No
5917,Residential Building,32.1,No
6433,Other Building,20.7,No
5918,Residential Building,0,No
6434,Residential Building,29,No
5919,Residential Building,34,No
6435,Residential Building,35.5,No
5921,Other Building,24.5,No
6437,Institutional Building,38.4,No
5922,Residential Building,31,No
6438,Commercial / Industrial Building,29.8,No
5924,Residential Building,23.3,No
5925,Residential Building,32.8,No
5926,Residential Building,31.9,No
6439,Residential Building,23.8,No
5927,Residential Building,50.3,No
6440,Residential Building,28.5,No
5928,Commercial / Industrial Building,28.6,No
6442,Residential Building,44.5,No
5929,Residential Building,31.2,No
6443,Other Building,21,No
5930,Residential Building,30.2,No
6444,Residential Building,31.9,No
5931,Residential Building,0,No
6448,Garage,18.2,No
5932,Residential Building,19.3,No
6449,Residential Building,33.4,No
5933,Residential Building,31.2,No
6450,Residential Building,21.4,No
5934,Residential Building,0,No
6451,Residential Building,30.4,No
5935,Residential Building,0,No
6453,Other Building,15.7,No
5936,Residential Building,50.5,No
6454,Residential Building,46.9,No
5937,Residential Building,33.5,No
6455,Residential Building,22.115,No
6456,Residential Building,35.3,No
5938,Residential Building,22.6,No
5939,Residential Building,32.1,No
6457,Residential Building,44.9,No
5940,Garage,18,No
6458,Other Building,21.2,No
5941,Residential Building,35.3,No
6459,Residential Building,22.8,No
5942,Residential Building,33.3,No
6460,Garage,18.4,No
6461,Residential Building,42.1,No
6462,Residential Building,28.5,No
5943,Commercial / Industrial Building,27.3,No
5944,Commercial / Industrial Building,26.3,No
6464,Residential Building,32.6,No
5945,Residential Building,0,No
6465,Garage,18.3,No
5946,Residential Building,0,No
6466,Residential Building,45.2,No
5948,Residential Building,50.6,No
6467,Residential Building,28.6,No
5949,Garage,19.7,No
6468,Residential Building,42.7,No
5951,Residential Building,33.9,No
6469,Residential Building,78.8,No
5952,Commercial / Industrial Building,27.5,No
6471,Residential Building,29.3,No
5953,Residential Building,30.6,No
5954,Residential Building,45.3,No
6473,Residential Building,29.9,No
5956,Residential Building,31.4,No
6474,Residential Building,33.8,No
5957,Residential Building,21.5,No
6475,Other Building,20.9,No
6476,Other Building,14,No
5958,Residential Building,29.4,No
6477,Residential Building,30.8,No
5959,Residential Building,34.1,No
6479,Residential Building,31.3,No
5960,Residential Building,0,No
6480,Residential Building,30.8,No
5961,Garage,21.5,No
6481,Residential Building,32.5,No
5963,Residential Building,42.2,No
6482,Residential Building,32,No
5965,Garage,17.7,No
6483,Residential Building,29.4,No
5966,Residential Building,30.1,No
6484,Residential Building,42,No
5967,Residential Building,33.4,No
6486,Residential Building,28.7,No
5968,Other Building,17.138,No
6487,Residential Building,42.5,No
5969,Residential Building,41.666,No
6488,Residential Building,31.9,No
5970,Residential Building,21.3,No
6489,Residential Building,34.7,No
5972,Residential Building,32.7,No
6490,Residential Building,23.3,No
5973,Residential Building,33.5,No
6491,Residential Building,22.5,No
5974,Commercial / Industrial Building,31.2,No
6492,Residential Building,29.7,No
5975,Residential Building,26.1,No
5976,Residential Building,33.5,No
6493,Residential Building,42.1,No
5977,Other Building,20.7,No
6494,Residential Building,44.2,No
5978,Residential Building,30.2,No
6496,Residential Building,30.4,No
5979,Residential Building,33.9,No
6498,Residential Building,27.9,No
5980,Residential Building,23.9,No
5982,Commercial / Industrial Building,27.5,No
6499,Residential Building,25,No
6500,Other Building,48.533,No
5983,Residential Building,35.5,No
6501,Other Building,18.9,No
5984,Residential Building,22,No
6502,Residential Building,29,No
5985,Garage,20,No
6503,Residential Building,31.3,No
5986,Residential Building,31.7,No
6504,Residential Building,41.9,No
5987,Residential Building,0,No
6505,Other Building,20.6,No
5988,Residential Building,23.7,No
6506,Residential Building,31.6,No
5989,Garage,21.1,No
6507,Residential Building,31.9,No
5990,Residential Building,46.434,No
6508,Residential Building,27.8,No
5992,Residential Building,35.3,No
6509,Residential Building,24.4,No
6510,Residential Building,21.2,No
5993,Other Building,18.9,No
6511,Residential Building,41.6,No
5994,Residential Building,0,No
6512,Institutional Building,20.6,No
5996,Institutional Building,47.3,No
6513,Commercial / Industrial Building,35.2,No
5997,Residential Building,33.3,No
6514,Residential Building,43,No
5998,Commercial / Industrial Building,27.5,No
6515,Residential Building,44.7,No
6000,Residential Building,22.4,No
6516,Residential Building,29.3,No
5590,Commercial / Industrial Building,151.6,No
6517,Commercial / Industrial Building,30.9,No
5054,Residential Building,22.1,No
6518,Residential Building,35.6,No
5051,Commercial / Industrial Building,17.2,No
6519,Residential Building,32.2,No
5044,Residential Building,42.229,No
6521,Residential Building,29,No
5040,Residential Building,28,No
6524,Residential Building,29.9,No
5090,Residential Building,36.2,No
6525,Residential Building,42.8,No
5447,Residential Building,42.843,No
6526,Residential Building,29.1,No
5011,Residential Building,31.5,No
5016,Residential Building,29.2,No
6528,Residential Building,42.2,No
5038,Commercial / Industrial Building,69.6,No
6530,Residential Building,32.8,No
6531,Residential Building,42,No
6532,Garage,23.1,No
5432,Institutional Building,58.9,No
6533,Commercial / Industrial Building,45.6,No
5317,Residential Building,40.4,No
5290,Residential Building,23.1,No
5264,Residential Building,26.8,No
6534,Residential Building,31.5,No
5244,Residential Building,31.5,No
6535,Other Building,21.8,No
5529,Commercial / Industrial Building,77.2,No
6536,Other Building,19.5,No
6538,Residential Building,44.3,No
5530,Commercial / Industrial Building,71.5,No
6539,Garage,18.6,No
5504,Commercial / Industrial Building,34.3,No
6540,Residential Building,33.3,No
5380,Institutional Building,0,No
6541,Residential Building,27.2,No
6542,Residential Building,40.475,No
5081,Commercial / Industrial Building,162.5,No
6543,Residential Building,26.6,No
5742,Commercial / Industrial Building,47.4,No
6544,Residential Building,42.8,No
5858,Commercial / Industrial Building,25.4,No
6545,Commercial / Industrial Building,28.2,No
5096,Residential Building,22.6,No
6546,Commercial / Industrial Building,26.7,No
5178,Residential Building,32.8,No
6547,Residential Building,33.6,No
5523,Residential Building,33.1,No
6548,Residential Building,23.5,No
5579,Residential Building,45.4,No
6549,Garage,18.6,No
5564,Residential Building,34.8,No
6550,Residential Building,40.7,No
5549,Residential Building,49.5,No
6551,Residential Building,31.9,No
5597,Residential Building,50.4,No
6552,Residential Building,21,No
5682,Residential Building,42.6,No
6553,Residential Building,24.1,No
5920,Residential Building,38.7,No
6555,Residential Building,44.9,No
5800,Other Building,15.7,No
6556,Residential Building,44.4,No
5547,Residential Building,50.1,No
6557,Residential Building,31,No
5518,Residential Building,40.9,No
6559,Commercial / Industrial Building,42.1,No
6560,Residential Building,38.3,No
5763,Garage,18.3,No
6562,Residential Building,21.9,No
5875,Garage,17.7,No
6563,Residential Building,34.957,No
5890,Residential Building,46.3,No
6564,Garage,18.6,No
5923,Residential Building,35.9,No
6565,Residential Building,22,No
5964,Other Building,22.7,No
6567,Residential Building,46.7,No
5689,Commercial / Industrial Building,64.7,No
6569,Residential Building,42.6,No
5798,Residential Building,33.5,No
6570,Residential Building,38,No
5849,Residential Building,36.3,No
6571,Residential Building,31.1,No
5880,Residential Building,32.4,No
6573,Residential Building,28.9,No
5774,Residential Building,34.6,No
6574,Residential Building,27.1,No
5846,Residential Building,35.2,No
6577,Residential Building,33.7,No
5699,Residential Building,0,No
6578,Garage,18.6,No
5673,Residential Building,30.8,No
6579,Residential Building,29.9,No
5666,Residential Building,31.1,No
6580,Other Building,17.1,No
5660,Residential Building,34.1,No
6581,Residential Building,27,No
5633,Residential Building,37.9,No
6582,Residential Building,27,No
7578,Other Building,18.8,No
5630,Residential Building,31.8,No
6583,Residential Building,32.9,No
5617,Residential Building,31.7,No
7708,Commercial / Industrial Building,44.668,No
6584,Residential Building,42.4,No
5605,Residential Building,34.9,No
7826,Commercial / Industrial Building,35.945,No
6585,Public Safety,34.6,No
5593,Residential Building,33.2,No
7813,Commercial / Industrial Building,35.945,No
6586,Residential Building,33.2,No
5585,Residential Building,30.8,No
7001,Residential Building,39.196,No
6587,Residential Building,28.3,No
5580,Residential Building,31.3,No
7002,Other Building,19.8,No
6588,Commercial / Industrial Building,19.3,No
7003,Residential Building,38,No
5586,Residential Building,32.5,No
6590,Residential Building,32,No
5562,Garage,22.6,No
7004,Garage,23.9,No
6592,Residential Building,30.8,No
5541,Residential Building,38.5,No
7005,Residential Building,33,No
6593,Other Building,18.1,No
5507,Residential Building,36.1,No
7007,Garage,26.437,No
6594,Garage,19.3,No
7008,Residential Building,22.7,No
5551,Residential Building,47.6,No
6595,Residential Building,41.7,No
7009,Garage,20,No
6596,Residential Building,44.7,No
7010,Other Building,31.2,No
6598,Commercial / Industrial Building,32.4,No
7011,Residential Building,39.359,No
5601,Residential Building,33.8,No
7012,Residential Building,37.7,No
6599,Garage,19.9,No
5637,Residential Building,43.3,No
6600,Residential Building,44.8,No
7013,Residential Building,22.7,No
7014,Other Building,19.4,No
6603,Residential Building,37.8,No
5638,Residential Building,31.8,No
7015,Storage Tank,20.94,No
7016,Residential Building,35.9,No
5628,Residential Building,33.2,No
6604,Residential Building,21.434,No
7017,Other Building,21,No
5622,Residential Building,35.9,No
6606,Garage,21.2,No
7018,Residential Building,39.2,No
5618,Residential Building,41.7,No
6607,Residential Building,42.1,No
7019,Garage,19.5,No
5616,Residential Building,40.8,No
6608,Garage,18.5,No
7020,Other Building,17.3,No
6610,Residential Building,39.2,No
5684,Residential Building,35.6,No
7021,Residential Building,24.2,No
5700,Residential Building,42.3,No
6614,Other Building,18.3,No
7022,Residential Building,37.7,No
6615,Institutional Building,32.7,No
7023,Residential Building,29,No
7024,Other Building,19.4,No
5696,Residential Building,35.2,No
6617,Commercial / Industrial Building,26.9,No
7025,Residential Building,40,No
6618,Residential Building,36.3,No
5710,Residential Building,33.6,No
7026,Residential Building,35.9,No
6619,Other Building,21.2,No
5726,Residential Building,40.4,No
7027,Institutional Building,28.2,No
6620,Residential Building,43.9,No
5736,Residential Building,38.1,No
7028,Residential Building,23.1,No
6621,Garage,18.5,No
5734,Residential Building,36.9,No
7029,Residential Building,33.2,No
6622,Residential Building,45.3,No
5789,Residential Building,38,No
7030,Residential Building,40.6,No
6623,Residential Building,30.5,No
