OBJECTID,FTR_CODE,ELEV,DEMO
46767,Residential Building,21.9,No
47792,Residential Building,24.2,No
46822,Residential Building,18.8,No
47793,Residential Building,23.9,No
46800,Other Building,15.502,No
47794,Other Building,20.6,No
46869,Residential Building,22.4,No
47795,Residential Building,21.9,No
46843,Residential Building,23,No
47796,Other Building,19.3,No
46858,Other Building,22.503,No
47797,Residential Building,31.1,No
46941,Residential Building,22,No
47798,Residential Building,17.6,No
46927,Residential Building,25.582,No
47799,Residential Building,22.6,No
46958,Residential Building,23.853,No
47800,Residential Building,19.95,No
46235,Residential Building,24.7,No
47801,Other Building,18.856,No
46292,Residential Building,24.5,No
47802,Residential Building,21.5,No
46177,Residential Building,24.5,No
47803,Residential Building,31.4,No
46114,Residential Building,24.2,No
47804,Residential Building,25.4,No
46115,Residential Building,23.5,No
47805,Residential Building,23.3,No
46065,Residential Building,23.4,No
47806,Other Building,22.7,No
46080,Residential Building,23.5,No
47807,Other Building,22.704,No
46019,Other Building,20.563,No
47808,Residential Building,20.106,No
46030,Garage,21.9,No
47809,Garage,21.6,No
46036,Other Building,19.973,No
47811,Residential Building,35.6,No
46907,Residential Building,19,No
47812,Other Building,21.7,No
46930,Residential Building,20.4,No
47813,Residential Building,24.6,No
46964,Residential Building,22.419,No
47814,Residential Building,22.5,No
46877,Residential Building,27.6,No
47815,Residential Building,22.4,No
46863,Residential Building,21.3,No
47816,Garage,20,No
46586,Residential Building,20.9,No
47817,Other Building,25.841,No
46251,Residential Building,17.5,No
47818,Other Building,20.1,No
46361,Residential Building,24.3,No
47819,Other Building,14,No
46331,Residential Building,22.335,No
47820,Residential Building,32.6,No
46103,Residential Building,26.3,No
47821,Residential Building,21.2,No
46074,Residential Building,20.9,No
47822,Other Building,23.83,No
46046,Residential Building,20.9,No
47823,Other Building,23.079,No
46966,Other Building,21.3,No
47824,Other Building,19.2,No
46844,Residential Building,42.7,No
47825,Residential Building,22.1,No
47826,Residential Building,20.7,No
47827,Residential Building,30.5,No
46830,Residential Building,25.1,No
47828,Residential Building,24.8,No
46896,Residential Building,23.9,No
47829,Other Building,18.2,No
46945,Residential Building,25,No
47830,Other Building,22.358,No
46897,Other Building,22.976,No
47831,Residential Building,21.7,No
46989,Residential Building,35.6,No
47832,Residential Building,20,No
47833,Residential Building,22.4,No
46839,Residential Building,35.7,No
47834,Garage,18.5,No
46818,Residential Building,35.3,No
47835,Other Building,16.596,No
46805,Residential Building,35.4,No
47836,Other Building,20.197,No
47837,Other Building,24.64,No
46408,Residential Building,33.8,No
47838,Residential Building,23.5,No
46403,Residential Building,24.7,No
47839,Other Building,20.048,No
46737,Residential Building,24,No
47840,Other Building,18.127,No
46792,Residential Building,20.3,No
47841,Other Building,21.863,No
46748,Residential Building,24.6,No
47842,Residential Building,21.4,No
46332,Residential Building,22.6,No
47843,Residential Building,24.7,No
46322,Residential Building,22.3,No
47844,Residential Building,33.4,No
46316,Residential Building,33.99,No
47845,Residential Building,19.1,No
46275,Residential Building,38.868,No
47846,Residential Building,23.6,No
46344,Residential Building,22,No
47847,Other Building,21.923,No
46509,Other Building,20,No
47848,Other Building,23.604,No
47849,Residential Building,23.2,No
46655,Residential Building,21.2,No
46754,Residential Building,21.6,No
47850,Residential Building,21.806,No
46753,Garage,18.7,No
47851,Other Building,19.2,No
46817,Residential Building,21.5,No
46823,Residential Building,20.6,No
47852,Residential Building,17.8,No
46825,Residential Building,20.6,No
47853,Residential Building,24.6,No
46829,Residential Building,21.1,No
47854,Residential Building,20.2,No
46834,Residential Building,21.1,No
47855,Residential Building,23.2,No
46835,Residential Building,21.5,No
47856,Residential Building,34.1,No
46841,Residential Building,21.8,No
47857,Residential Building,23.4,No
46759,Garage,19.9,No
47858,Residential Building,22.2,No
46845,Residential Building,23.3,No
47859,Residential Building,33,No
46840,Residential Building,20.9,No
47860,Other Building,17.763,No
46658,Other Building,16.7,No
47861,Residential Building,21.7,No
46735,Other Building,19.1,No
47862,Residential Building,36,No
46757,Other Building,17.6,No
47863,Residential Building,15.723,No
46798,Garage,26.895,No
47864,Residential Building,32.5,No
46740,Other Building,22.018,No
47866,Other Building,16.139,No
46853,Residential Building,23.3,No
47867,Residential Building,30.8,No
46988,Residential Building,22.3,No
47869,Other Building,18.149,No
46984,Residential Building,20.8,No
47870,Residential Building,21.7,No
46982,Residential Building,20.8,No
47871,Residential Building,21.6,No
46435,Residential Building,23.6,No
47872,Residential Building,35,No
46963,Residential Building,22.7,No
47874,Residential Building,34.9,No
46950,Residential Building,20.6,No
47875,Other Building,16.36,No
46951,Residential Building,21.2,No
47876,Residential Building,32.7,No
47877,Residential Building,25.4,No
47878,Other Building,23.699,No
47879,Residential Building,22.4,No
47880,Other Building,23.655,No
47881,Other Building,20.092,No
47882,Residential Building,20.4,No
47883,Other Building,16.54,No
47884,Other Building,15.642,No
47885,Other Building,20.6,No
47886,Residential Building,27.913,No
47887,Other Building,15.9,No
47888,Other Building,24.3,No
47889,Residential Building,23.8,No
47890,Residential Building,24.2,No
47891,Residential Building,33.5,No
47892,Residential Building,22.3,No
47893,Other Building,19.177,No
47894,Residential Building,23.1,No
47895,Other Building,16.519,No
47897,Residential Building,35.3,No
47898,Other Building,15.208,No
47899,Residential Building,30.1,No
47900,Residential Building,23.4,No
47901,Residential Building,26.759,No
47902,Residential Building,25.8,No
47903,Residential Building,19.4,No
47904,Residential Building,33.7,No
47905,Other Building,24.941,No
47906,Residential Building,24,No
47907,Residential Building,23,No
47908,Residential Building,22.8,No
47909,Residential Building,18.8,No
47910,Residential Building,24.1,No
47911,Residential Building,32,No
47912,Other Building,18.033,No
47914,Residential Building,22.5,No
47915,Other Building,18.5,No
47916,Residential Building,21.4,No
47917,Residential Building,12.47,No
47918,Other Building,16.414,No
47919,Commercial / Industrial Building,33.664,No
47920,Residential Building,33.5,No
47921,Residential Building,24.2,No
47922,Other Building,24.34,No
47923,Residential Building,21.6,No
47924,Residential Building,25.7,No
47925,Other Building,21.4,No
47926,Residential Building,32,No
47927,Other Building,19.114,No
47928,Residential Building,33.1,No
47929,Residential Building,21.4,No
47930,Other Building,19.5,No
47931,Other Building,21.263,No
47932,Residential Building,32.9,No
47933,Residential Building,20.1,No
47935,Residential Building,21.8,No
47936,Other Building,21.848,No
47937,Residential Building,22.1,No
47938,Residential Building,31.9,No
47939,Residential Building,24.2,No
47940,Residential Building,26.1,No
47941,Residential Building,11.996,No
47942,Other Building,22.584,No
47943,Residential Building,20.6,No
47944,Other Building,24.28,No
47945,Residential Building,24.6,No
47946,Residential Building,30.8,No
47947,Residential Building,32.4,No
47948,Residential Building,24.5,No
47949,Residential Building,19.6,No
47950,Garage,24.829,No
47951,Residential Building,20.7,No
47952,Residential Building,33.5,No
47953,Residential Building,24.2,No
47954,Residential Building,35.5,No
47955,Other Building,12.7,No
47956,Other Building,17.6,No
47957,Residential Building,23.8,No
47958,Other Building,19.4,No
47959,Garage,18.8,No
47960,Garage,21.3,No
47961,Other Building,23.2,No
47962,Residential Building,33.2,No
47963,Residential Building,20.8,No
47964,Residential Building,22.3,No
47965,Other Building,19.1,No
47966,Other Building,18,No
47967,Residential Building,30.9,No
47969,Commercial / Industrial Building,34.3,No
47970,Residential Building,23.413,No
47971,Residential Building,22.3,No
47972,Other Building,18,No
47973,Residential Building,20.6,No
47974,Other Building,20.7,No
47975,Residential Building,31.8,No
47976,Residential Building,21.5,No
47977,Residential Building,34.8,No
47978,Residential Building,32.9,No
47979,Other Building,15.6,No
47980,Residential Building,35.3,No
47982,Residential Building,16.054,No
47983,Residential Building,34.6,No
47985,Residential Building,22.1,No
47986,Garage,22.643,No
47988,Other Building,16.5,No
47989,Other Building,20.3,No
47990,Other Building,21.398,No
47993,Residential Building,23.1,No
47995,Residential Building,22.7,No
47996,Residential Building,23.3,No
47997,Garage,17,No
47998,Residential Building,23.2,No
47999,Residential Building,21,No
48000,Other Building,18.579,No
47420,Garage,21.2,No
47004,Residential Building,35,No
47008,Other Building,19.536,No
47021,Other Building,21.569,No
47024,Residential Building,20,No
47033,Other Building,19.698,No
47038,Other Building,21.444,No
47039,Residential Building,23.263,No
47042,Residential Building,22.1,No
47076,Residential Building,19.6,No
47086,Residential Building,33.6,No
47088,Other Building,20.4,No
47100,Residential Building,21.4,No
47121,Residential Building,19.6,No
47141,Other Building,19.822,No
47147,Residential Building,23.431,No
47157,Residential Building,28.408,No
47169,Residential Building,20.1,No
47170,Residential Building,25.3,No
47171,Residential Building,21.6,No
47174,Residential Building,20.8,No
47190,Other Building,26.268,No
47195,Residential Building,35.6,No
47220,Residential Building,20.1,No
47237,Residential Building,24.5,No
47251,Residential Building,20.3,No
47292,Residential Building,21.9,No
47298,Residential Building,32.8,No
47299,Residential Building,23.052,No
47318,Residential Building,35.2,No
47325,Residential Building,17.8,No
47351,Residential Building,18.6,No
47408,Residential Building,33.1,No
47441,Residential Building,34.8,No
47462,Residential Building,14.8,No
47481,Other Building,21.3,No
47491,Other Building,16.296,No
47496,Residential Building,27.4,No
47558,Residential Building,34.6,No
47610,Residential Building,24.872,No
47651,Residential Building,23.757,No
47690,Residential Building,21.5,No
47747,Residential Building,24.593,No
47773,Residential Building,22.3,No
47810,Residential Building,18.1,No
47896,Residential Building,12.982,No
47913,Residential Building,21.6,No
47934,Residential Building,22.7,No
47981,Residential Building,20.168,No
47984,Residential Building,22.3,No
47994,Garage,17,No
48001,Other Building,22.178,No
48002,Residential Building,24.8,No
48003,Garage,21,No
48004,Other Building,20.992,No
48005,Other Building,23.034,No
48007,Residential Building,21.7,No
48008,Residential Building,24.9,No
48009,Residential Building,20.5,No
48010,Other Building,22,No
48011,Other Building,18.3,No
48012,Residential Building,23,No
48013,Other Building,12.8,No
48014,Residential Building,25.5,No
48015,Residential Building,21.2,No
48016,Residential Building,33.7,No
48017,Commercial / Industrial Building,31.668,No
48019,Residential Building,23.7,No
48020,Residential Building,19.9,No
48022,Residential Building,38.842,No
48023,Garage,15.5,No
48024,Residential Building,22.7,No
48025,Other Building,22.734,No
48026,Other Building,18.9,No
48027,Residential Building,22.5,No
48030,Residential Building,21.4,No
48031,Residential Building,19.9,No
48032,Residential Building,26.5,No
48033,Residential Building,22.8,No
48034,Residential Building,18.6,No
48035,Residential Building,32.7,No
48036,Residential Building,21.338,No
48037,Residential Building,18,No
48038,Other Building,20.6,No
48039,Other Building,22.599,No
48040,Residential Building,21.8,No
48041,Residential Building,22.5,No
48043,Residential Building,20.2,No
48044,Residential Building,34,No
48045,Other Building,24.28,No
48046,Residential Building,22.8,No
48047,Residential Building,31.4,No
48049,Garage,15.9,No
48050,Residential Building,24.4,No
48053,Residential Building,19.4,No
48055,Garage,18.3,No
48056,Residential Building,21.3,No
48057,Residential Building,36.7,No
48058,Residential Building,34.4,No
48059,Other Building,20,No
48060,Other Building,16.7,No
48061,Garage,15.9,No
48063,Residential Building,16.129,No
48065,Other Building,15.453,No
48066,Garage,18.4,No
48068,Residential Building,18.9,No
48069,Residential Building,22.3,No
48070,Residential Building,21.1,No
48071,Residential Building,19.1,No
48072,Residential Building,34.4,No
48074,Other Building,26.682,No
48075,Residential Building,22.7,No
48076,Garage,28.4,No
48077,Residential Building,20.9,No
48078,Other Building,11.1,No
48079,Other Building,25.706,No
48080,Residential Building,24.3,No
48081,Residential Building,32.5,No
48082,Other Building,21.3,No
48083,Garage,16.7,No
48084,Residential Building,22.7,No
48085,Residential Building,22.6,No
48086,Other Building,17.197,No
48087,Residential Building,37.2,No
48088,Residential Building,34.6,No
48089,Residential Building,20.4,No
48090,Other Building,18.085,No
48091,Residential Building,24.5,No
48092,Other Building,19.7,No
48093,Residential Building,24.1,No
48095,Residential Building,21.8,No
48097,Residential Building,21.4,No
48098,Residential Building,24.3,No
48099,Residential Building,30.2,No
48100,Other Building,19.426,No
48101,Residential Building,23.5,No
48102,Other Building,22.343,No
48103,Residential Building,26.459,No
48104,Residential Building,18.2,No
48105,Residential Building,17.9,No
48107,Residential Building,31.463,No
48108,Other Building,20.9,No
48111,Residential Building,20.6,No
48112,Residential Building,24.1,No
48115,Commercial / Industrial Building,27.8,No
48116,Residential Building,25.6,No
48117,Residential Building,33.5,No
48119,Other Building,26.397,No
48120,Garage,19.697,No
48121,Residential Building,23.3,No
48122,Residential Building,28.4,No
48123,Residential Building,21.7,No
48125,Garage,15.7,No
48127,Residential Building,23.2,No
48128,Residential Building,24.8,No
48130,Residential Building,19.9,No
48131,Residential Building,23.8,No
48132,Other Building,22.434,No
48133,Residential Building,28.3,No
48134,Residential Building,32.3,No
48135,Other Building,22.434,No
48137,Residential Building,21.3,No
48138,Residential Building,31.2,No
48139,Commercial / Industrial Building,22.8,No
48140,Residential Building,31.851,No
48141,Other Building,15.2,No
48145,Residential Building,25,No
48146,Residential Building,20.8,No
48147,Residential Building,22.1,No
48148,Residential Building,32,No
48149,Residential Building,18.587,No
48150,Residential Building,21.1,No
48151,Residential Building,22.1,No
48152,Residential Building,22.6,No
48153,Residential Building,22.4,No
48154,Residential Building,23.7,No
48155,Other Building,21.998,No
48156,Residential Building,23.1,No
48157,Residential Building,28.085,No
48158,Other Building,22.749,No
48159,Other Building,23.77,No
48161,Garage,24.1,No
48163,Residential Building,23.3,No
48164,Residential Building,24,No
48166,Residential Building,22.1,No
48167,Residential Building,21.5,No
48168,Other Building,18.7,No
48169,Other Building,23.74,No
48170,Residential Building,21.4,No
48172,Residential Building,24.6,No
48174,Garage,16.5,No
48175,Residential Building,22.7,No
48176,Other Building,22.328,No
48179,Other Building,17.7,No
48180,Residential Building,33,No
48181,Other Building,18.8,No
48182,Residential Building,29.5,No
48184,Other Building,21.278,No
48185,Residential Building,35.2,No
48186,Garage,18.5,No
48188,Other Building,16.4,No
48190,Residential Building,22.5,No
48191,Residential Building,24.9,No
48192,Other Building,18.9,No
48193,Residential Building,31.5,No
48195,Other Building,23.2,No
48196,Residential Building,21,No
48197,Other Building,16.777,No
48200,Residential Building,31.1,No
48202,Residential Building,18.2,No
48203,Other Building,18.333,No
48208,Residential Building,26,No
48209,Residential Building,25,No
48210,Other Building,18.4,No
48211,Residential Building,21.6,No
48213,Other Building,19.255,No
48215,Residential Building,22.4,No
48216,Residential Building,26.6,No
48218,Residential Building,21.3,No
48219,Residential Building,18.3,No
48220,Garage,18.8,No
48221,Residential Building,23.2,No
48222,Other Building,23.514,No
48223,Residential Building,32.7,No
48224,Residential Building,24,No
48225,Other Building,18.9,No
48226,Residential Building,23.6,No
48227,Other Building,18.6,No
48228,Other Building,21,No
48229,Residential Building,19.705,No
48231,Residential Building,30.9,No
48232,Residential Building,25.9,No
48234,Other Building,20.2,No
48235,Residential Building,30.1,No
48239,Residential Building,22.8,No
48240,Residential Building,11.76,No
48241,Other Building,21.2,No
48242,Garage,19.4,No
48244,Residential Building,33.4,No
48245,Other Building,23,No
48247,Residential Building,24,No
48249,Residential Building,24.1,No
48250,Residential Building,23,No
48254,Residential Building,22.8,No
48255,Other Building,24.592,No
48256,Residential Building,24.9,No
48257,Residential Building,23.3,No
48258,Other Building,18,No
48259,Other Building,23.89,No
48261,Garage,20.4,No
48262,Residential Building,23.7,No
48263,Residential Building,26.5,No
48265,Residential Building,19,No
48266,Residential Building,21.2,No
48268,Residential Building,23.7,No
48270,Residential Building,23,No
48271,Residential Building,23.6,No
48272,Residential Building,18.8,No
48273,Other Building,24.1,No
48274,Residential Building,23.8,No
48275,Residential Building,24.1,No
48276,Other Building,21.6,No
48277,Residential Building,22.9,No
48278,Residential Building,34.9,No
48279,Residential Building,32.3,No
48280,Residential Building,37.7,No
48281,Residential Building,23.1,No
48282,Residential Building,21.8,No
48283,Residential Building,21.752,No
48285,Residential Building,38.621,No
48289,Garage,20.4,No
48290,Residential Building,19.8,No
48292,Other Building,15.19,No
48293,Residential Building,29.1,No
48294,Garage,18.4,No
48295,Other Building,20.5,No
48296,Residential Building,31.9,No
48298,Residential Building,28.8,No
48299,Residential Building,19.1,No
48301,Residential Building,19.1,No
48302,Residential Building,22,No
48304,Other Building,20.992,No
48305,Other Building,19.371,No
48306,Residential Building,19.9,No
48307,Other Building,18.966,No
48308,Residential Building,23.5,No
48309,Residential Building,32.6,No
48310,Residential Building,21.2,No
48311,Other Building,16.772,No
48312,Residential Building,21,No
48313,Garage,21.997,No
48314,Residential Building,23.8,No
48316,Other Building,21.6,No
48317,Residential Building,25.6,No
48318,Other Building,19,No
48319,Residential Building,26.7,No
48321,Residential Building,21.7,No
48322,Other Building,20.7,No
48324,Residential Building,13.5,No
48325,Residential Building,19.8,No
48326,Garage,24.942,No
48329,Residential Building,20.4,No
48332,Other Building,20.992,No
48333,Residential Building,20.9,No
48334,Residential Building,24.3,No
48336,Residential Building,20.1,No
48337,Other Building,16.5,No
48339,Residential Building,21.8,No
48340,Residential Building,35.1,No
48341,Residential Building,25.61,No
48342,Residential Building,22.6,No
48344,Residential Building,23,No
48345,Residential Building,24.4,No
48346,Residential Building,20.2,No
48347,Other Building,21.188,No
48348,Residential Building,23.7,No
48349,Residential Building,22.8,No
48350,Other Building,22,No
48352,Residential Building,24.4,No
48353,Residential Building,25.7,No
48354,Residential Building,24.4,No
48355,Residential Building,22.9,No
48356,Residential Building,24.1,No
48358,Residential Building,31.7,No
48359,Other Building,15.7,No
48361,Residential Building,20,No
48362,Residential Building,22,No
48363,Garage,20,No
48364,Garage,13.02,No
48365,Other Building,25.6,No
48366,Residential Building,19.3,No
48367,Residential Building,21.2,No
48368,Residential Building,30.3,No
48369,Residential Building,24.3,No
48371,Other Building,18.9,No
48372,Residential Building,21.7,No
48373,Residential Building,29.605,No
48374,Other Building,20.164,No
48375,Residential Building,19.4,No
48376,Residential Building,30.2,No
48378,Other Building,18.4,No
48379,Residential Building,22.6,No
48380,Residential Building,32.371,No
48381,Other Building,21.5,No
48382,Residential Building,34.8,No
48383,Residential Building,17.7,No
48384,Residential Building,32.8,No
48389,Other Building,22.073,No
48390,Other Building,15.7,No
48391,Residential Building,33.9,No
48393,Residential Building,18.6,No
48395,Residential Building,23.3,No
48396,Residential Building,23.7,No
48398,Residential Building,27.731,No
48399,Other Building,19.6,No
48400,Other Building,15.876,No
48401,Residential Building,31.3,No
48402,Residential Building,23.4,No
48403,Residential Building,22.3,No
48405,Other Building,22.779,No
48406,Residential Building,19.1,No
48407,Residential Building,20.2,No
48409,Other Building,18.1,No
48411,Residential Building,21.7,No
48412,Residential Building,31,No
48414,Residential Building,31.465,No
48415,Garage,18.4,No
48419,Residential Building,24.6,No
48420,Garage,24.86,No
48421,Residential Building,22.2,No
48423,Garage,20.3,No
48425,Residential Building,22.9,No
48427,Residential Building,21.8,No
48428,Other Building,22.088,No
48429,Residential Building,22.3,No
48430,Residential Building,30.854,No
48431,Residential Building,21.2,No
48432,Residential Building,29.8,No
48433,Residential Building,22.6,No
48435,Residential Building,31.5,No
48437,Residential Building,21.3,No
48438,Residential Building,18.4,No
48439,Residential Building,22.2,No
48440,Residential Building,21.9,No
48441,Residential Building,22.6,No
48442,Residential Building,20.5,No
48443,Residential Building,19.4,No
48444,Garage,19.8,No
48447,Residential Building,25.2,No
48449,Garage,20.3,No
48450,Other Building,19.3,No
48452,Residential Building,20.8,No
48455,Garage,21.8,No
48456,Residential Building,33.1,No
48457,Residential Building,18.5,No
48458,Residential Building,20.9,No
48460,Residential Building,24.5,No
48461,Residential Building,19.7,No
48462,Residential Building,23.7,No
48463,Other Building,21.4,No
48464,Other Building,17.7,No
48465,Residential Building,20.1,No
48466,Residential Building,33.2,No
48467,Residential Building,33.291,No
48468,Other Building,17.42,No
48470,Other Building,19.626,No
48471,Residential Building,23.6,No
48473,Other Building,19,No
48474,Other Building,19.8,No
48475,Garage,20,No
48478,Residential Building,20.8,No
48479,Residential Building,19,No
48481,Residential Building,23.2,No
48483,Other Building,18.092,No
48486,Other Building,20.8,No
48487,Other Building,19.6,No
48488,Residential Building,23.7,No
48489,Residential Building,21.2,No
48490,Residential Building,33.5,No
48492,Garage,19.3,No
48493,Other Building,17.9,No
48494,Other Building,22.1,No
48495,Garage,19.8,No
48496,Residential Building,24.7,No
48497,Residential Building,32.5,No
48498,Garage,20.2,No
48499,Other Building,21.9,No
48501,Residential Building,23.7,No
48502,Other Building,18.199,No
48503,Commercial / Industrial Building,58.6,No
48504,Other Building,18.3,No
48505,Residential Building,31.6,No
48506,Residential Building,35,No
48507,Other Building,20.3,No
48508,Residential Building,30.9,No
48509,Residential Building,20.9,No
48511,Garage,20.5,No
48513,Other Building,21.1,No
48514,Residential Building,22.5,No
48515,Residential Building,21.9,No
48516,Residential Building,21.4,No
48518,Residential Building,24.8,No
48519,Residential Building,22.1,No
48521,Residential Building,24.2,No
48522,Residential Building,26.202,No
48523,Other Building,14.326,No
48525,Residential Building,31,No
48526,Residential Building,21.3,No
48528,Residential Building,22.9,No
48529,Other Building,19.7,No
48530,Garage,20.5,No
48531,Residential Building,30.2,No
48533,Residential Building,23.4,No
48534,Residential Building,21.1,No
48536,Commercial / Industrial Building,42.5,No
48537,Residential Building,24.5,No
48538,Residential Building,20.3,No
48539,Residential Building,23.7,No
48540,Residential Building,31,No
48541,Residential Building,20.9,No
48542,Residential Building,21,No
48543,Residential Building,23.6,No
48544,Residential Building,20.8,No
48545,Residential Building,31.295,No
48547,Residential Building,21.4,No
48548,Residential Building,21.4,No
48549,Residential Building,21.5,No
48550,Residential Building,35.523,No
48551,Residential Building,27.208,No
48552,Residential Building,21.2,No
48553,Residential Building,22.9,No
48554,Other Building,16.9,No
48555,Residential Building,21.8,No
48556,Residential Building,24.6,No
48557,Residential Building,31,No
48558,Residential Building,21.9,No
48560,Residential Building,32.8,No
48561,Residential Building,21.3,No
48562,Other Building,17.9,No
48563,Residential Building,23.6,No
48564,Residential Building,23.9,No
48565,Residential Building,29.233,No
48566,Residential Building,31.4,No
48567,Residential Building,21.3,No
48569,Residential Building,32.8,No
48570,Garage,20.6,No
48571,Residential Building,23,No
48572,Residential Building,21.8,No
48574,Other Building,22.2,No
48576,Other Building,19.3,No
48577,Residential Building,23.6,No
48578,Other Building,21.304,No
48579,Other Building,22.404,No
48580,Other Building,18.8,No
48582,Garage,20.7,No
48584,Residential Building,23.8,No
48585,Residential Building,19.9,No
48586,Other Building,18.277,No
48587,Commercial / Industrial Building,29.5,No
48588,Residential Building,24.8,No
48589,Residential Building,31,No
48590,Residential Building,22.2,No
48592,Residential Building,23.4,No
48594,Garage,20.9,No
48595,Residential Building,24.8,No
48596,Residential Building,24,No
48597,Other Building,17.028,No
48598,Residential Building,26.8,No
48599,Garage,21.8,No
48600,Residential Building,30.5,No
48601,Residential Building,22.1,No
48602,Residential Building,21.3,No
48603,Residential Building,32,No
48604,Residential Building,20.38,No
48605,Other Building,21,No
48606,Residential Building,33.6,No
48607,Residential Building,21.8,No
48609,Garage,20.4,No
48610,Residential Building,28.203,No
48611,Other Building,22.404,No
48612,Residential Building,22.5,No
48613,Residential Building,25,No
48614,Garage,22.5,No
48617,Residential Building,34.9,No
48618,Residential Building,31.614,No
48619,Garage,21.6,No
48620,Residential Building,33.3,No
48621,Residential Building,21.4,No
48622,Commercial / Industrial Building,28.3,No
48623,Other Building,19.9,No
48624,Residential Building,23.4,No
48625,Garage,20.4,No
48626,Residential Building,21.9,No
48627,Residential Building,23.8,No
48628,Residential Building,24.1,No
48629,Other Building,19.5,No
48630,Other Building,19.9,No
48631,Commercial / Industrial Building,26.2,No
48633,Other Building,20.2,No
48634,Residential Building,21.7,No
48636,Other Building,18.6,No
48637,Residential Building,22.5,No
48638,Other Building,18.228,No
48639,Other Building,16.8,No
48640,Garage,23.63,No
48641,Residential Building,22.6,No
48642,Garage,20.8,No
48643,Residential Building,38.586,No
48645,Commercial / Industrial Building,22.6,No
48646,Residential Building,22.1,No
48647,Residential Building,21.2,No
48649,Residential Building,23.4,No
48652,Residential Building,28.817,No
48653,Commercial / Industrial Building,32,No
48654,Other Building,19.8,No
48655,Residential Building,22.2,No
48656,Residential Building,24.2,No
48657,Residential Building,20.8,No
48658,Residential Building,36.184,No
48659,Garage,22.4,No
48660,Residential Building,20.9,No
48661,Residential Building,22.3,No
48662,Residential Building,21.6,No
48663,Other Building,20.8,No
48664,Other Building,22.4,No
48665,Other Building,21.289,No
48666,Residential Building,22.1,No
48667,Garage,19.1,No
48668,Residential Building,24.5,No
48669,Residential Building,22,No
48673,Residential Building,25.6,No
48674,Garage,20.4,No
48675,Other Building,17.842,No
48676,Residential Building,30.8,No
48677,Garage,18.2,No
48678,Garage,20.5,No
48680,Other Building,20.2,No
48681,Other Building,17.9,No
48682,Garage,20.3,No
48683,Residential Building,23.2,No
48685,Other Building,21.022,No
48686,Residential Building,21.9,No
48687,Residential Building,35.396,No
48688,Garage,21.9,No
48689,Other Building,17.4,No
48690,Residential Building,21.1,No
48691,Garage,21.4,No
48692,Residential Building,19.9,No
48693,Residential Building,21.5,No
48694,Residential Building,31.5,No
48695,Garage,19.9,No
48696,Other Building,19,No
48698,Other Building,20.1,No
48699,Garage,23.1,No
48700,Other Building,15.8,No
48701,Other Building,26.984,No
48702,Garage,21.5,No
48703,Other Building,22,No
48704,Garage,20.8,No
48706,Residential Building,23.2,No
48707,Residential Building,22.5,No
48709,Commercial / Industrial Building,22.7,No
48710,Residential Building,35.407,No
48711,Other Building,20.1,No
48712,Other Building,21.4,No
48714,Garage,22.3,No
48715,Residential Building,24.1,No
48716,Residential Building,22.2,No
48718,Other Building,18.4,No
48719,Residential Building,20.7,No
48720,Residential Building,24.9,No
48721,Residential Building,24.9,No
48722,Residential Building,23.6,No
48726,Residential Building,19.5,No
48727,Residential Building,23.9,No
48728,Residential Building,27.427,No
48730,Garage,21,No
48731,Institutional Building,51.9,No
48733,Other Building,13.9,No
48734,Residential Building,22.3,No
48735,Residential Building,35.494,No
48737,Residential Building,40.38,No
48738,Garage,20.4,No
48739,Other Building,27.199,No
48740,Residential Building,24.1,No
48741,Garage,20.6,No
48742,Residential Building,22.3,No
48743,Residential Building,24.3,No
48744,Garage,20,No
48746,Residential Building,27.103,No
48747,Garage,20.9,No
48748,Residential Building,21,No
48749,Other Building,22.238,No
48750,Other Building,17.2,No
48751,Other Building,21.997,No
48752,Residential Building,31.9,No
48753,Residential Building,22.6,No
48754,Residential Building,32.61,No
48755,Residential Building,34.6,No
48756,Other Building,22.434,No
48757,Residential Building,23.2,No
48758,Residential Building,23.7,No
48759,Residential Building,23,No
48760,Residential Building,26.3,No
48761,Residential Building,22.8,No
48763,Commercial / Industrial Building,31.094,No
48764,Residential Building,23.5,No
48765,Residential Building,22.7,No
48766,Residential Building,12.763,No
48767,Other Building,18.935,No
48768,Residential Building,23.3,No
48769,Residential Building,22.5,No
48770,Other Building,17.692,No
48771,Residential Building,24.1,No
48772,Other Building,21.408,No
48775,Garage,19.1,No
48776,Residential Building,23.5,No
48777,Other Building,22.298,No
48778,Residential Building,23.3,No
48779,Garage,20.8,No
48780,Residential Building,21.3,No
48781,Other Building,19.4,No
48782,Residential Building,24.8,No
48783,Other Building,13.6,No
48784,Residential Building,25.6,No
48785,Residential Building,21.1,No
48786,Residential Building,23.8,No
48787,Residential Building,24.1,No
48788,Other Building,20.2,No
48789,Residential Building,24.3,No
48790,Other Building,19.2,No
48791,Residential Building,25,No
48792,Residential Building,20.9,No
48793,Residential Building,20.8,No
48794,Garage,22.5,No
48795,Other Building,22.5,No
48796,Residential Building,27.1,No
48797,Residential Building,25.3,No
48799,Residential Building,24.7,No
48800,Other Building,23.328,No
48801,Other Building,22.8,No
48803,Other Building,19.3,No
48804,Garage,21.4,No
48805,Other Building,23.119,No
48806,Other Building,23.68,No
48807,Other Building,22.9,No
48808,Residential Building,33.7,No
48809,Residential Building,23.6,No
48810,Residential Building,22.4,No
48811,Other Building,21.548,No
