OBJECTID_1,BROOK,BROWN,RAINBOW,REACHCODE,NAME,CLASS,TYPE,USGS_HUC
284, , , ,04LEF-01T,"Little Reed Island Ck., EF",III,tributary,5050001
285, ,Y, ,04LFT-01,Laurel Fork tributary,III, ,5050001
286, , ,Y,04LHC-01,Little Helton Creek,II, ,5050001
287,Y, , ,04LLB-01,Laurel Branch,II, ,5050002
288, , , ,04LLB-01T,Laurel Branch,II,tributary,5050002
289,Y, ,Y,04LLL-01,Laurel Creek,III, ,5050001
290, , , ,04LLL-01T,Laurel Creek,III,tributary,5050001
291,Y,Y, ,04LMC-01,Long Mountain Creek,II, ,5050001
292, , , ,04LMC-01T,Long Mountain Creek,II,tributary,5050001
293,Y, , ,04LMK-01,Little Macks Creek,III, ,5050001
294,Y, , ,04LRC-01,Laurel Creek,II, ,5050002
295,Y, , ,04LRF-01,"Little Reed Island Creek, WF",III, ,5050001
296, , , ,04LRF-01T,"Little Reed Island Creek, WF",III,tributary,5050001
297,Y, ,Y,04LRY-01,Little Stony Creek,II, ,5050002
298, , , ,04LRY-01T,Little Stony Creek,II,tributary,5050002
299,Y, , ,04LTL-01,Little Creek,II, ,5050002
300,Y, , ,04LTS-01,Little Snake Creek,II, ,5050001
301, , , ,04LTS-01T,Little Snake Creek,II,tributary,5050001
302,Y, ,Y,04LWL-01,Little Wilson Creek,II, ,5050001
303,Y, ,Y,04LWS-01,Lewis Fork,I, ,5050001
304,Y, , ,04MCK-01,Mill Creek,III, ,5050001
305, , , ,04MCK-01T,Mill Creek,III,tributary,5050001
306,Y, , ,04MDT-01,Meredith Branch,II, ,5050002
307,Y,Y, ,04MDY-01,Mudley Creek,II, ,5050002
308,Y, , ,04MED-01,Meadowview Run,III, ,5050001
309, , , ,04MEL-01,Mill Creek,VI, ,5050001
310,Y, , ,04MFB-01,Maple Flats Branch,II, ,5050002
311,Y,Y, ,04MFX-01,Middle Fox Creek,III, ,5050001
312, , , ,04MFX-01T,Middle Fox Creek,III,tributary,5050001
313,Y, ,Y,04MIR-01,Mill Creek,II, ,5050001
314, , , ,04MIR-01T,Mill Creek,II,tributary,5050001
315, , ,Y,04MLL-01,Mill Creek,II, ,5050002
316,Y, , ,04MNE-01,Mine Branch,III, ,5050001
317, , , ,04MNE-01T,Mine Branch,III,tributary,5050001
318,Y, , ,04MRA-01,Mira Fork,III, ,5050001
319,Y, , ,04MRC-01,Mercy Branch,II, ,5050002
320,Y, , ,04MWC-01,Meadow Creek,III, ,5050001
321, , , ,04MWC-01T,Meadow Creek,III,tributary,5050001
322,Y, , ,04NBS-01,Nobusiness Creek,III, ,5050002
323, , , ,04NBS-01T,Nobusiness Creek,III,tributary,5050002
324,Y, , ,04NET-01,Nettle Hollow,IV, ,5050002
325,Y,Y, ,04OLD-01,Oldfield Creek,II, ,5050001
326,Y, , ,04OND-01,Oneida Branch,II, ,5050002
327,Y, ,Y,04OPM-01,Opposum Creek,II, ,5050001
328,Y, , ,04PDB-01,Panther Den Branch,III, ,5050002
329,Y, , ,04PDD-01,Pond Drain,II, ,5050002
330, , , ,04PDD-01T,Pond Drain,II,tributary,5050002
331,Y, , ,04PIC-01,Pine Creek 2,III, ,5050001
332, ,Y, ,04PIN-01,Pine Creek,III, ,5050001
333, , , ,04PIN-01T,Pine Creek,III,tributary,5050001
334, , ,Y,04PKC-01,Peak Creek,IV, ,5050001
335, , , ,04PKC-01T,Peak Creek,IV,tributary,5050001
336,Y,Y, ,04PNC-01,Pine Creek 1,III, ,5050001
337,Y, , ,04PSB-01,Pine Swamp Branch,III, ,5050002
338,Y, , ,04PSM-01,Pipestem Branch,III, ,5050001
339,Y, , ,04PTB-01,Pearis Thompson Branch,IV, ,5050002
340, , , ,04PTR-01,Panther Creek,VII, ,5050001
341, , ,Y,04PUN-01,Puncheoncamp Branch,II, ,5050001
342,Y, , ,04PYF-01,Piney Fork,II, ,5050001
343,Y, , ,04PYN-01,Payne Creek,III, ,5050001
344, , ,Y,04QBC-01,Quebec Branch,I, ,5050001
345,Y,Y, ,04RAD-01,Road Creek,III, ,5050001
346, , ,Y,04RCN-01,Raccoon Branch,IV, ,5050001
347,Y,Y, ,04RIC-01,Big Reed Island Creek,III, ,5050001
348, , , ,04RIC-01T,Big Reed Island Creek,III,tributary,5050001
349,Y, , ,04RKC-01,Rock Creek,IV, ,5050001
350, , , ,04RKC-01T,Rock Creek,IV,tributary,5050001
351,Y,Y, ,04ROA-01,Roads Creek,II, ,5050001
352,Y, ,Y,04RPK-01,Ripshin Creek,II, ,5050001
353, , , ,04RPK-01T,Ripshin Creek,II,tributary,5050001
354,Y,Y, ,04RTE-01,Rte. 640 Tributary,III, ,5050001
355, , , ,04SBR-01,Spur Branch,VI, ,5050002
356,Y, , ,04SDR-01,Standrock Branch,IV, ,5050002
357,Y,Y, ,04SKE-01,Snake Creek,III, ,5050001
358,Y, , ,04SLF-01,Silverleaf Branch,III, ,5050001
359,Y, ,Y,04SLM-01,Solomon Branch,II, ,5050001
360, , , ,04SLM-01T,Solomon Branch,II,tributary,5050001
361,Y, , ,04SMC-01,Stone Mountain Creek,III, ,5050001
362, , , ,04SMC-01T,Stone Mountain Creek,III,tributary,5050001
363,Y,Y, ,04SNC-01,Stony Creek,III, ,5050002
364, , , ,04SNC-01T,Stony Creek,III,tributary,5050002
365,Y, , ,04SNF-01,"Stony Creek, NF",II, ,5050002
366,Y,Y, ,04SPK-01,Spurlock Creek,III, ,5050001
367, , , ,04SPK-01T,Spurlock Creek,III,tributary,5050001
368,Y, , ,04SSB-01,Sulfur Spring Branch,II, ,5050001
369,Y, , ,04STN-01,Staunton Branch,III, ,5050001
370,Y, , ,04STR-01,Straight Branch,III, ,5050001
371, , ,Y,04TCK-01,Tract Fork,IV, ,5050001
372, ,Y, ,04TKY-01,Turkey Fork,III, ,5050001
373,Y, , ,04TRT-01,Trout Branch,II, ,5050001
374,Y, ,Y,04VNK-01,Venrick Run,II, ,5050001
375, , , ,04VNK-01T,Venrick Run,II,tributary,5050001
376, , ,Y,04WAB-01,Wabash Creek,II, ,5050002
377, , ,Y,04WFC-01,Wolf Creek,III, ,5050002
378, , , ,04WFC-01T,Wolf Creek,III,tributary,5050002
379,Y, , ,04WIL-01,Wildcat Hollow,IV, ,5050002
380,Y, ,Y,04WIT-01,White Rock Branch,II, ,5050002
381, , , ,04WIT-01T,White Rock Branch,II,tributary,5050002
382,Y, ,Y,04WLB-01,Wilburn Branch,I, ,5050001
383,Y, , ,04WRC-01,White Rock Creek,IV, ,5050001
384,Y, ,Y,04WTP-01,Whitetop Creek,II, ,6010102
385,Y, ,Y,04BYR-01,Byars Creek,II,tributary,5050001
386, , , ,05BAD-01,Back Creek,VI, ,3010103
387,Y, , ,05BCB-01,Big Cherry Creek,II, ,3010103
388, , , ,05BDR-01,Browns Dan River,VI, ,3010103
389,Y, ,Y,05BLC-01,Big Laurel Creek,II, ,3010101
390, , , ,05BLC-01T,Big Laurel Creek,II,tributary,3010101
391,Y, , ,05BND-01,Barnard Creek,II, ,3010103
392, , , ,05BNR-01,"Blackwater River, NF",VI, ,3010101
393,Y, , ,05BOT-01,Bottom Creek,III, ,3010101
394, , , ,05BOT-01T,Bottom Creek,III,tributary,3010101
395, ,Y,Y,05BRA-01,Brogan Branch,II, ,3010103
396,Y, , ,05BRU-01,Brushy Fork,III, ,3010103
397, , , ,05BSF-01,"Blackwater River, SF",VII, ,3010101
398, , , ,05BSF-01T,"Blackwater River, SF",VII,tributary,3010101
399,Y,Y, ,05CBB-01,Camp Branch,III, ,3010103
400, , , ,05DAN-01,Dan River,VI, ,3010103
401,Y,Y,Y,05DAN-02,Dan River,III, ,3010103
402,Y,Y,Y,05DAN-03,Dan River,II, ,3010103
403,Y,Y,Y,05DAN-04,Dan River,II, ,3010103
404, , , ,05DAN-04T,Dan River,II,tributary,3010103
405, , , ,05DCH-01,Ditch Creek,VI, ,3010103
406,Y, , ,05DRU-01,Daniels Run,III, ,3010101
407, , , ,05ELK-01,Elk Creek,VI, ,3010103
408, ,Y, ,05GCR-01,Green Creek,II, ,3010101
409, , , ,05GCR-01T,Green Creek,II,tributary,3010101
410, , , ,05GLA-01,Glade Creek,V, ,3010101
411, ,Y,Y,05GLA-02,Glade Creek,III, ,3010101
412, , , ,05GOR-01,Gourd Creek,VI, ,3010101
413, , ,Y,05HOO-01,Hookers Creek,III, ,3010103
414, , , ,05HOO-01T,Hookers Creek,III,tributary,3010103
415, , , ,05HRR-01,Harris Creek,VI, ,3010103
416,Y, , ,05HUN-01,Haunted Branch,II, ,3010103
417,Y,Y, ,05IVV-01,Big Ivy Creek,II, ,3010103
418, ,Y, ,05LCB-01,Lily Cove Branch,III, ,3010103
419,Y, ,Y,05LDR-01,Little Dan River,III, ,3010103
420, , , ,05LDR-01T,Little Dan River,III,tributary,3010103
421, ,Y, ,05LKF-01,Lick Fork,II, ,3010101
422, , , ,05LKF-01T,Lick Fork,II,tributary,3010101
423, , , ,05LPC-01,Little Peters Creek,VI, ,3010103
424, , , ,05LPN-01,Little Spencer Creek,VI, ,3010103
425,Y, ,Y,05LRC-01,Little Rock Castle Creek,II, ,3010103
426, , , ,05LTT-01,Little Creek,VI, ,3010103
427, ,Y, ,05LVR-01,Little Ivy Creek,III, ,3010103
428,Y, , ,05MAY-01,Mayberry Creek,III, ,3010103
429, , , ,05MCE-01,Mill Creek,VI, ,3010101
430, ,Y, ,05MDA-01,Mill Creek,II, ,3010101
431, , , ,05MDA-01T,Mill Creek,II,tributary,3010101
432, , , ,05MEE-01,Maggodee Creek,VI, ,3010101
433,Y, , ,05MWP-01,Maple Swamp Branch,II, ,3010103
434, , , ,05OER-01,Otter Creek,V, ,3010103
435, ,Y, ,05PBA-01,Polebridge Creek,III, ,3010103
436, , , ,05PBA-01T,Polebridge Creek,III,tributary,3010103
437, , , ,05PGG-01,Pigg River,II, ,3010101
438, , , ,05PGG-01T,Pigg River,II,tributary,3010101
439,Y, , ,05POO-01,Poorhouse Creek,II, ,3010103
440, , , ,05POO-01T,Poorhouse Creek,II,tributary,3010103
441, , , ,05PSP-01,"Pigg River, SP",VI, ,3010101
442, , , ,05PSP-01T,"Pigg River, SP",VI,tributary,3010101
443, , , ,05PSS-01,Patrick Springs Branch,VI, ,3010103
444,Y, , ,05PUR-01,Purgatory Creek,III, ,3010101
445, , , ,05PUR-01T,Purgatory Creek,III,tributary,3010101
446,Y, , ,05RAR-01,Roaring Creek,II, ,3010103
447, , , ,05RAR-01T,Roaring Creek,II,tributary,3010103
448, ,Y,Y,05RBC-01,Runnett Bag Creek,II, ,3010103
449,Y, ,Y,05RCC-01,Rock Castle Creek,I, ,3010103
450, ,Y,Y,05RCC-02,Rock Castle Creek,III, ,3010103
451, , , ,05RCC-02T,Rock Castle Creek,III,tributary,3010103
452,Y, , ,05RCH-01,Rich Creek,III, ,3010103
453, , ,Y,05RHO-01,Rhody Creek,II, ,3010103
454,Y,Y,Y,05RMC-01,Round Meadow Creek,III, ,3010103
455, ,Y,Y,05RRI-01,Roaring Run,II, ,3010101
456,Y, , ,05RUN-01,Roaring Run,II, ,3010101
457, ,Y, ,05RYE-01,Rye Cove Creek,II, ,3010103
458,Y,Y,Y,05SBR-01,Sawpit Branch,II, ,3010103
459, , , ,05SEC-01,Spencer Creek,VI, ,3010103
460,Y, , ,05SMR-01,South Mayo River,III, ,3010103
461, , , ,05SMR-01T,South Mayo River,III,tributary,3010103
462,Y, , ,05SMR-02,South Mayo River,II, ,3010103
463,Y,Y,Y,05SNP-01,"Smith River, NP",II, ,3010103
464, , ,Y,05SOT-01,Shooting Creek,II, ,3010103
465, , ,Y,05SPN-01,Spring Branch,II, ,3010101
466, , , ,05SPN-01T,Spring Branch,II,tributary,3010101
467,Y, , ,05SQL-01,Squall Creek,II, ,3010103
468, ,Y, ,05SRE-01,Smith River,II, ,3010103
469,Y,Y,Y,05SRE-02,Smith River,II, ,3010103
470, , , ,05SRE-02T,Smith River,II,tributary,3010103
471, ,Y,Y,05SRE-03,Smith River,III, ,3010103
472, , , ,05SRE-03T,Smith River,III,tributary,3010103
473, , , ,05SRE-04,Smith River,V, ,3010103
474,Y,Y,Y,05SRE-05,Smith River,II, ,3010103
475,Y,Y,Y,05SRK-01,"Smith River, NF",II, ,3010103
476,Y, , ,05TGG-01,Tuggle Creek,II, ,3010103
477, , , ,05TKR-01,Tinker Creek,VII, ,3010101
478,Y,Y,Y,05WID-01,Widgeon Creek,II, ,3010103
479, , , ,05WID-01T,Widgeon Creek,II,tributary,3010103
480,Y, , ,07AND-01,Anderson Run,II, ,2070006
481,Y, , ,07ANR-01,"Anderson Run, RF",II, ,2070006
482, , , ,07ANR-01T,"Anderson Run, RF",II,tributary,2070006
483,Y, , ,07BBL-01,Bible Run,III, ,2070006
484,Y, , ,07BEG-01,Bear Garden Run,II, ,2070004
485,Y, , ,07BEW-01,Bearwallow Run,II, ,2070001
486,Y, , ,07BFP-01,Buffalo Branch,IV, ,2070005
487,Y, , ,07BGR-01,Big Run,II, ,2070005
488,Y, , ,07BIG-01,Big Creek,II, ,2070005
489, , , ,07BKB-01,Barterbrook Branch,V, ,2070005
490,Y, , ,07BKE-01,"Back Creek, EF",II, ,2070005
491, , , ,07BKN-01,"Back Creek, NF",VI, ,2070005
492,Y, , ,07BKN-02,"Back Creek, NF",II, ,2070005
493,Y, , ,07BKS-01,"Back Creek, SF",II, ,2070005
494,Y, , ,07BLI-01,Blights Run,II, ,2070001
495,Y, , ,07BLK-01,Black Run,II, ,2070005
496, , , ,07BLK-01T,Black Run,II,tributary,2070005
497,Y, , ,07BLR-01,Beech Lick Run,IV, ,2070006
498, , , ,07BLS-01,Bear Lithia Spring,VII, ,2070005
499,Y, , ,07BON-01,Boone Run,II, ,2070005
500, , , ,07BON-01T,Boone Run,II,tributary,2070005
501,Y, , ,07BRN-01,Big Run,IV, ,2070005
502,Y, , ,07BRR-01,Bear Run,III, ,2070006
503,Y, , ,07BRW-01,Bearwallow Run,I, ,2070005
504, , , ,07BRY-01,Briery Branch,V, ,2070005
505,Y, , ,07BRY-02,Briery Branch,III, ,2070005
506, , ,Y,07BSB-01,Big Spring Branch,II, ,2070008
507, , , ,07BSB-01T,Big Spring Branch,II,tributary,2070008
508,Y, , ,07BUG-01,Big Ugly Run,II, ,2070005
509,Y, , ,07BUL-01,Bull Run,III, ,2070006
510,Y, , ,07BUR-01,Buck Run,II, ,2070001
511, , , ,07BVR-01,Beaver Creek,V, ,2070005
512,Y, , ,07BWR-01,Browns Run,III, ,2070005
513,Y, , ,07CAB-01,Cabin Mill Run,II, ,2070005
514, , , ,07CDR-01,Cedar Creek,VI, ,2070006
515,Y, , ,07CDR-02,Cedar Creek,III, ,2070006
516, , , ,07CLE-01,Clearbrook Run,VI, ,2070004
517,Y, , ,07CLH-01,Clay Lick Hollow,IV, ,2070006
518,Y, , ,07CLS-01,Coles Run,II, ,2070005
519,Y, , ,07COH-01,Cold Spring Hollow,II, ,2070005
520,Y, , ,07COL-01,Collins Run,II, ,2070001
521, , , ,07CPL-01,Chapel Run,VI, ,2070007
522,Y, , ,07CRH-01,Carr Run,IV, ,2070006
523,Y, , ,07CRN-01,Cold Spring Branch,III, ,2070005
524,Y, , ,07CRR-01,Camp Rader Run,II, ,2070006
525,Y, , ,07CUB-01,Cub Run,II, ,2070005
526,Y, , ,07DCK-01,Duck Run,II, ,2070006
527, , , ,07DCK-01T,Duck Run,II,tributary,2070006
528,Y, , ,07DNF-01,"Dry Run, NF",II, ,2070005
529,Y, , ,07DNK-01,Dunkle Hollow,IV, ,2070005
530, , , ,07DNK-01T,Dunkle Hollow,IV,tributary,2070005
531,Y, , ,07DNN-01,Dry Run,IV, ,2070005
532, , , ,07DNN-01T,Dry Run,IV,tributary,2070005
533,Y, , ,07DOH-01,Dorsey Hanger Hollow,II, ,2070005
534,Y, , ,07DRU-01,Dry Run,IV, ,2070005
535,Y, , ,07DSF-01,"Dry Run, SF",II, ,2070005
536,Y, , ,07DUR-01,Dry River,IV, ,2070005
537, , , ,07DUR-01T,Dry River,IV,tributary,2070005
538,Y, , ,07EDB-01,East Dry Branch,IV, ,2070005
539,Y, , ,07EPP-01,Eppert Hollow,II, ,2070005
540, , , ,07FAL-01,Falls Run,VI, ,2070006
541,Y, , ,07FLH-01,Falls Hollow,IV, ,2070005
542, , , ,07FMC-01,Folly Mills Creek,VI, ,2070005
543, , , ,07FNT-01,Flint Run,VI, ,2070005
544, , , ,07FRA-01,Frank Run,VI, ,2070001
545,Y, , ,07FTZ-01,Foltz Run,III, ,2070006
546,Y, , ,07FUL-01,Fultz Run,II, ,2070005
547,Y, , ,07GER-01,German River,IV, ,2070006
548, , , ,07GER-01T,German River,IV,tributary,2070006
549,Y, , ,07GNY-01,Gooney Run,II, ,2070005
550,Y, , ,07GUM-01,Gum Run,IV, ,2070005
551, , , ,07GUM-01T,Gum Run,IV,tributary,2070005
552,Y, , ,07HEC-01,E Hawksbill Creek,II, ,2070005
553, , , ,07HKL-01,Hawksbill Creek,VI, ,2070005
554,Y, , ,07HPH-01,Hopkins Hollow,IV, ,2070005
555,Y, , ,07PCH-01,Peach Run,IV,tributary,2070005
556,Y, , ,07HQR-01,Hone Quarry Run,III, ,2070005
557,Y, , ,07INC-01,Inch Branch,IV, ,2070005
558,Y, , ,07JEN-01,Jennings Branch,IV, ,2070005
559,Y, , ,07JER-01,Jeremys Run,II, ,2070005
560,Y, , ,07JHN-01,Johns Run,II, ,2070005
561,Y, , ,07JNH-01,Jones Hollow,IV, ,2070005
562,Y, , ,07KND-01,Kennedy Creek,II, ,2070005
563,Y, , ,07KPT-01,Kephart Run,IV, ,2070005
564,Y,Y, ,07LAR-01,Laurel Fork,II, ,2070001
565, , , ,07LAR-01T,Laurel Fork,II,tributary,2070001
566,Y, , ,07LAU-01,Laurel Run,II, ,2070005
567, , , ,07LAU-01T,Laurel Run,II,tributary,2070005
568,Y, , ,07LEE-01,Lee Run,IV, ,2070005
569,Y, , ,07LEP-01,Left Hand Hollow,II, ,2070005
570,Y, , ,07LHC-01,Little Hawksbill Creek,I, ,2070005
571, , , ,07LID-01,Little Difficult Run,VI,historic,2070008
572,Y,Y, ,07LLK-01,Laurel Fork,II, ,5050001
573,Y,Y, ,04RIC-02,Big Reed Island Creek,II, ,5050001
574,Y, , ,07LLR-01,Little Laurel Run,II, ,2070005
575,Y, , ,07LLW-01,Lower Lewis Run,II, ,2070005
576,Y, , ,07LND-01,Lands Run,II, ,2070005
577,Y, , ,07LOC-01,Locust Spring Run,II, ,2070001
578,Y, , ,07LOJ-01,Lost Run,II, ,2070001
579,Y, , ,07LON-01,Long Run,IV, ,2070006
580,Y, , ,07LOV-01,Loves Run,III, ,2070005
581,Y, , ,07LPC-01,Little Passage Creek,III, ,2070006
582,Y, , ,07LPR-01,Low Place Run,II, ,2070005
583,Y, , ,07LSC-01,Little Stony Creek,II, ,2070006
584,Y, , ,07LST-01,Little Stony Trib.,III, ,2070006
585,Y, , ,07LTN-01,"Little River, NF",IV, ,2070005
586,Y, , ,07LTS-01,"Little River, SF",IV, ,2070005
587,Y, , ,07LTT-01,Little River,IV, ,2070005
588,Y, , ,07LTT-02,Little River,IV, ,2070005
589, , , ,07LTT-02T,Little River,IV,tributary,2070005
590, , , ,07LWS-01,Lewis Run,VII, ,2070007
591,Y, , ,07LXR-01,Laurel Run,II, ,2070001
592,Y, , ,07LZR-01,Laurel Run,II, ,2070006
593,Y, , ,07LZR-02,Laurel Run,III, ,2070006
594,Y, , ,07MAD-01,Madison Run,II, ,2070005
595,Y, , ,07MCS-01,Mill Creek,III, ,2070006
596, , , ,07MDB-01,Meadow Brook,V, ,2070006
597,Y, , ,07MDW-01,Meadow Run,II, ,2070005
598,Y, , ,07MGN-01,Morgan Run,II, ,2070005
599,Y, , ,07MIT-01,Mitchell Branch,IV, ,2080202
600, , , ,07MLS-01,Mills Creek,VI, ,2070005
601,Y, , ,07MLS-02,Mills Creek,II, ,2070005
602, , , ,07MLS-02T,Mills Creek,II,tributary,2070005
603, , ,Y,07MNE-01,Mine Run,III, ,2070006
604,Y, , ,07MNS-01,Mines Run,IV, ,2070005
605, , , ,07MOO-01,Mossy Creek,V, ,2070005
606,Y, , ,07MSL-01,Marshall Run,IV, ,2070006
607,Y, , ,07MSP-01,Miller Spring Run,IV, ,2070005
608,Y, , ,07MSR-01,Maple Spring Run,IV, ,2070005
609, , , ,07MTR-01,Mountain Run,VI, ,2070006
610,Y, , ,07MUL-01,Mullenax Run,II, ,2070001
611, , , ,07NAK-01,Naked Creek,V, ,2070005
612,Y, , ,07NEW-01,Newman Run,II, ,2070001
613,Y, , ,07NKE-01,"Naked Creek, EB",I, ,2070005
614,Y, , ,07NKS-01,"Naked Creek, SB",II, ,2070005
615, , , ,07NKS-01T,"Naked Creek, SB",II,tributary,2070005
616,Y, , ,07NKW-01,"Naked Creek, WB",II, ,2070005
617,Y, , ,07NTH-01,North River,IV, ,2070005
618, , , ,07NTH-01T,North River,IV,tributary,2070005
619, , , ,07NTH-02,North River,VI, ,2070005
620, , , ,07NTH-03,North River,VI, ,2070005
621,Y, , ,07ONE-01,Onemile Run,I, ,2070005
622, , , ,07OPE-01,Opequon Creek,VI, ,2070004
623, , , ,07OPE-01T,Opequon Creek,VI,tributary,2070004
624,Y, , ,07ORE-01,Orebank Creek,II, ,2070005
625,Y, , ,07OVL-01,Overall Run,II, ,2070005
626,Y, , ,07PAN-01,Paine Run,II, ,2070005
627,Y, , ,07PDY-01,Paddy Run,III, ,2070006
628, , , ,07PGE-01,Page Brook,V, ,2070007
629,Y, , ,07PLR-01,Paint Lick Run,IV, ,2070006
630, , , ,07PMR-01,Peters Mill Run,VI, ,2070006
631, , , ,07POG-01,Poague Run,V, ,2070005
632,Y, , ,07POP-01,Poplar Run,II, ,2070006
633, , , ,07POP-01T,Poplar Run,II,tributary,2070006
634, , , ,07PSG-01,Passage Creek,VI, ,2070006
635,Y, , ,07PSR-01,Pitt Spring Run,II, ,2070005
636, , ,Y,07PSS-01,Pass Run,II, ,2070005
637, , , ,07PSS-01T,Pass Run,II,tributary,2070005
638,Y, ,Y,07PSS-02,Pass Run,II, ,2070005
639, , , ,07RAC-01,Raccoon Run,VIII, ,2070005
640,Y, , ,07RAT-01,Rattlesnake Run,IV, ,2070006
641,Y, , ,07RCK-01,Rocky Run,IV, ,2070005
642, , , ,07RCK-01T,Rocky Run,IV,tributary,2070005
643, , ,Y,07RED-01,Redbud Run,III, ,2070004
644,Y, , ,07RMR-01,Rocky Mountain Run,II, ,2070005
645,Y, , ,07RNG-01,Roaring Creek,II, ,2070005
646,Y, , ,07ROB-01,Rocky Run,III, ,2070005
647,Y, , ,07RON-01,Robinson Hollow,IV, ,2070005
648, , , ,07RON-01T,Robinson Hollow,IV,tributary,2070005
649,Y, , ,07ROS-01,Red Oak Spring,II, ,2070005
650,Y, , ,07RTR-01,Root Run,IV, ,2070006
651,Y, , ,07SAW-01,Sawmill Run,IV, ,2070005
652,Y, , ,07SBL-01,Seventy Buck Lick Run,IV, ,2070006
653, , , ,07SCR-01,Spring Creek,V, ,2070005
654,Y, , ,07SIM-01,Simmons Run,II, ,2070001
655,Y, , ,07SKD-01,Skidmore Fork,IV, ,2070005
656, , , ,07SKD-01T,Skidmore Fork,IV,tributary,2070005
657,Y, , ,07SLA-01,Slabcamp Run,II, ,2070001
658,Y, , ,07SLR-01,Spruce Lick Run,III, ,2070006
659, , , ,07SLR-01T,Spruce Lick Run,III,tributary,2070006
660, , , ,07SMI-01,Smith Creek,V, ,2070006
661,Y, , ,07SND-01,Sand Run,III, ,2070005
662, , , ,07SOA-01,"Potomac River, SB",VII, ,2070001
663, , , ,07SOL-01,"Difficult Run, SF",VI,historic,2070008
664,Y, , ,07SPC-01,Spruce Run,IV, ,2070006
665, , , ,07SPR-01,Spout Run,VI, ,2070007
666, , , ,07SPT-01,Spout Run,III, ,2070007
667,Y, , ,07SRK-01,Sirks Run,IV, ,2070006
668, , , ,07SRK-01T,Sirks Run,IV,tributary,2070006
669,Y, , ,07SRN-01,Spruce Run,III, ,2070006
670,Y, , ,07SRR-01,Spring Run,IV, ,2070006
671,Y, , ,07STC-01,Strait Creek,II, ,2070001
672, , , ,07STC-01T,Strait Creek,II,tributary,2070001
673, , , ,07STH-01,South River,V, ,2070005
674,Y, , ,07STO-01,Stony Run,II, ,2070005
675, , , ,07STY-01,Stony Creek,V, ,2070006
676,Y, , ,07SUM-01,Sumac Branch,IV, ,2070006
677, , , ,07SYR-01,Stony Run,III,historic,2070005
678, , , ,07TKY-01,Turkey Run,VI, ,2070004
679,Y, , ,07TMS-01,Toms Branch,III, ,2070005
680, , , ,07TMS-01T,Toms Branch,III,tributary,2070005
681,Y, , ,07TWO-01,Twomile Run,I, ,2070005
682,Y, , ,07ULR-01,Upper Lewis Run,III, ,2070005
683,Y, , ,07USR-01,Union Springs Run,II, ,2070005
684,Y, , ,07WOF-01,Wolf Run,IV, ,2070005
685,Y, , ,07WOK-01,Whiteoak Run,II, ,2070005
686, , , ,07WRT-01,Wrights Branch,VI, ,2070007
687,Y, , ,07WTD-01,White Oak Draft,IV, ,2070005
688,Y, , ,08BEH-01,Berry Hollow,II, ,2080103
689,Y, , ,08BHR-01,Broad Hollow Run,II, ,2080103
690,Y, , ,08BKK-01,Brokenback Run,I, ,2080103
691,Y, , ,08BOL-01,Bolton Branch,II, ,2080103
692,Y, , ,08BOT-01,Bootens Run,II, ,2080103
693,Y, , ,08BUS-01,Bush Mountain Stream,II, ,2080103
694,Y, , ,08CEA-01,Cedar Run,I, ,2080103
695,Y,Y, ,08CON-01,Conway River,I, ,2080103
696,Y, , ,08DAR-01,Dark Hollow,II, ,2080103
697,Y,Y, ,08DEO-01,Devils Ditch,I, ,2080103
698,Y, , ,08ENT-01,Entry Run,III, ,2080103
699, , , ,08ENT-01T,Entry Run,III,tributary,2080103
700,Y, , ,08GAR-01,Garth Run,III, ,2080103
701,Y, , ,08HAH-01,Hannah Run,II, ,2080103
702,Y, , ,08HAZ-01,Hazel River,II, ,2080103
703,Y, , ,08HOG-01,Hogcamp Branch,I, ,2080103
704,Y,Y, ,08HUE-01,Hughes River,I, ,2080103
705,Y, , ,08INA-01,Indian Run,III, ,2080103
706,Y, , ,08JOR-01,Jordan River,II, ,2080103
707,Y, , ,08KIN-01,Kinsey Run,III, ,2080103
708,Y, , ,08LAU-01,Laurel Prong,II, ,2080103
709,Y, , ,08MPR-01,Mill Prong,II, ,2080103
710,Y, , ,08NIG-01,Negro Run,II, ,2080103
711,Y, , ,08POC-01,Pocosin Hollow,II, ,2080103
712,Y, , ,08PIY-01,Piney River,II, ,2080103
713,Y, , ,08RAG-01,Ragged Run,II, ,2080103
714,Y, , ,08RAP-01,Rapidan River,I, ,2080103
715,Y, , ,08ROB-01,Robinson River,I, ,2080103
716,Y,Y, ,08ROE-01,Rose River,I, ,2080103
717,Y, , ,08RUS-01,Rush River,IV, ,2080103
718,Y, , ,08SAS-01,Sams Run,II, ,2080103
719,Y, , ,08SOT-01,South River,II, ,2080103
720,Y, , ,08SPP-01,Sprucepine Branch,II, ,2080103
721,Y, , ,08STH-01,Strother Run,II, ,2080103
722,Y, , ,08STT-01,Staunton River,I, ,2080103
723,Y, , ,08THO-01,Thorton River,II, ,2080103
724,Y, , ,08THR-01,"Thorton River, NF",II, ,2080103
725,Y, , ,10ALS-01,Als Run,IV, ,2080202
726, , , ,10ALU-01,Alum Creek,VI, ,2080202
727,Y, , ,10ALU-02,Alum Creek,II, ,2080202
728, , , ,10BAC-01,Back Creek,VI, ,2080201
729, , , ,10BAK-01,Back Run,VI, ,2080201
